book,bookLabel,authorLabel,genres,firstPublication,sco_uri
http://www.wikidata.org/entity/Q1136104,Le Morte d'Arthur,Thomas Malory,chivalric romance,1485-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/malory-morte-darthur/
http://www.wikidata.org/entity/Q404158,Utopia,Thomas More,literature;political philosophy,,https://shakespeareandco.princeton.edu/books/more-utopia/
http://www.wikidata.org/entity/Q1038249,Gorboduc,Thomas Norton,,,https://shakespeareandco.princeton.edu/books/norton-gorboduc/
http://www.wikidata.org/entity/Q128610,Love's Labour's Lost,William Shakespeare,,1598-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/shakespeare-loves-labours-lost/
http://www.wikidata.org/entity/Q7712425,The Advancement of Learning,Francis Bacon,,1605-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/bacon-advancement-learning/
http://www.wikidata.org/entity/Q1117565,The White Devil,John Webster,revenge play,1612-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/webster-white-devil/
http://www.wikidata.org/entity/Q480,Don Quixote,Miguel de Cervantes,novela naturalista;novela naturalista;adventure novel;chivalric romance;adventure novel;chivalric romance,1605-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/cervantes-don-quixote/
http://www.wikidata.org/entity/Q469755,The Anatomy of Melancholy,Robert Burton,essay,1621-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/burton-anatomy-melancholy/
http://www.wikidata.org/entity/Q1771741,Religio Medici,Thomas Browne,,1643-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/browne-religio-medici/
http://www.wikidata.org/entity/Q193034,Leviathan,Thomas Hobbes,philosophical literature,1651-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/hobbes-leviathan/
http://www.wikidata.org/entity/Q19022854,Paradise Lost,John Milton,,1667-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/milton-paradise-lost/
http://www.wikidata.org/entity/Q268211,The Pilgrim's Progress,John Bunyan,allegory;science fiction novel,1678-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/bunyan-pilgrims-progress/
http://www.wikidata.org/entity/Q3142171,Hudibras,Samuel Butler,satire,,https://shakespeareandco.princeton.edu/books/butler-hudibras/
http://www.wikidata.org/entity/Q2353123,A Tale of a Tub,Jonathan Swift,novel;satire,1704-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/swift-tale-tub/
http://www.wikidata.org/entity/Q482427,An Essay on Criticism,Alexander Pope,essay,1711-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/pope-essay-criticism/
http://www.wikidata.org/entity/Q1823920,The Rape of the Lock,Alexander Pope,,1712-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/pope-rape-lock/
http://www.wikidata.org/entity/Q483034,Robinson Crusoe,Daniel Defoe,adventure novel;developmental novel;autobiography,1719-04-25 00:00:00,https://shakespeareandco.princeton.edu/books/defoe-robinson-crusoe/
http://www.wikidata.org/entity/Q89590159,A Journal of the Plague Year,Daniel Defoe,,1722-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/defoe-journal-plague-year/
http://www.wikidata.org/entity/Q612523,Moll Flanders,Daniel Defoe,crime novel,1722-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/defoe-moll-flanders/
http://www.wikidata.org/entity/Q29053405,Moll Flanders and Roxana,Daniel Defoe,,,https://shakespeareandco.princeton.edu/books/defoe-moll-flanders-roxana/
http://www.wikidata.org/entity/Q181488,Gulliver's Travels,Jonathan Swift,satirical novel;speculative fiction novel;science fiction novel;dystopian novel,1726-10-28 00:00:00,https://shakespeareandco.princeton.edu/books/swift-gullivers-travels/
http://www.wikidata.org/entity/Q784226,Joseph Andrews,Henry Fielding,comic novel,1742-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/fielding-joseph-andrews/
http://www.wikidata.org/entity/Q7712626,The Adventures of Roderick Random,Tobias Smollett,novel,1748-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/smollett-adventures-roderick-random/
http://www.wikidata.org/entity/Q2842656,Amelia,Henry Fielding,novel,,https://shakespeareandco.princeton.edu/books/fielding-amelia/
http://www.wikidata.org/entity/Q7712607,The Adventures of Peregrine Pickle,Tobias Smollett,novel,1751-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/smollett-adventures-peregrine-pickle/
http://www.wikidata.org/entity/Q24929084,The Life and Adventures of Peter Wilkins,Robert Paltock,adventure novel,1751-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/paltock-life-adventures-peter/
http://www.wikidata.org/entity/Q215894,Candide,Voltaire,Bildungsroman;novella,1759-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/voltaire-candide/
http://www.wikidata.org/entity/Q3419875,"The History of Rasselas, Prince of Abissinia",Samuel Johnson,apologue;novella,1759-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/johnson-history-rasselas-prince/
http://www.wikidata.org/entity/Q1164083,"The Life and Opinions of Tristram Shandy, Gentleman",Laurence Sterne,satirical novel,1759-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/sterne-life-opinions-tristram/
http://www.wikidata.org/entity/Q7747148,The Life and Adventures of Sir Launcelot Greaves,Tobias Smollett,novel,,https://shakespeareandco.princeton.edu/books/smollett-life-adventures-sir/
http://www.wikidata.org/entity/Q913599,"Emile, or On Education",Jean-Jacques Rousseau,treatise;education novel;philosophical novel,1762-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/rousseau-emile-education/
http://www.wikidata.org/entity/Q1196205,The Vicar of Wakefield,Oliver Goldsmith,novel,1766-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/goldsmith-vicar-wakefield/
http://www.wikidata.org/entity/Q3203413,The Expedition of Humphry Clinker,Tobias Smollett,epistolary novel,1771-06-17 00:00:00,https://shakespeareandco.princeton.edu/books/smollett-expedition-humphry-clinker/
http://www.wikidata.org/entity/Q843940,Common Sense,Thomas Paine,pamphlet;essay,1776-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/paine-common-sense/
http://www.wikidata.org/entity/Q313030,The History of the Decline and Fall of the Roman Empire,Edward Gibbon,non-fiction,1776-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/gibbon-history-decline-fall/
http://www.wikidata.org/entity/Q7714957,The Autobiography of Benjamin Franklin,Benjamin Franklin,memoir,1791-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/franklin-autobiography-benjamin-franklin/
http://www.wikidata.org/entity/Q2600909,The Mysteries of Udolpho,Ann Radcliffe,thriller novel;speculative fiction novel;horror novel;Gothic fiction;romance novel,1794-05-08 00:00:00,https://shakespeareandco.princeton.edu/books/radcliffe-mysteries-udolpho/
http://www.wikidata.org/entity/Q738958,Lyrical Ballads,William Wordsworth,,1798-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/wordsworth-lyrical-ballads-poems/
http://www.wikidata.org/entity/Q59768992,The Lady of the Lake,Walter Scott,,t470178894,https://shakespeareandco.princeton.edu/books/scott-lady-lake/
http://www.wikidata.org/entity/Q2456670,The Lady of the Lake,Walter Scott,narrative poetry;poem,1810-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/scott-lady-lake/
http://www.wikidata.org/entity/Q274744,Sense and Sensibility,Jane Austen,Bildungsroman;romance novel,1811-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/austen-sense-sensibility/
http://www.wikidata.org/entity/Q665715,The Swiss Family Robinson,Johann David Wyss,adventure novel,1812-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/wyss-swiss-family-robinson/
http://www.wikidata.org/entity/Q170583,Pride and Prejudice,Jane Austen,satire;satire;psychological novel;novel of manners;romance novel;psychological novel;novel of manners;romance novel,1813-01-27 00:00:00,https://shakespeareandco.princeton.edu/books/austen-pride-prejudice/
http://www.wikidata.org/entity/Q469690,Mansfield Park,Jane Austen,romance novel,1814-05-01 00:00:00,https://shakespeareandco.princeton.edu/books/austen-mansfield-park/
http://www.wikidata.org/entity/Q678251,Waverley,Walter Scott,Bildungsroman;picaresque novel;historical novel,1814-07-07 00:00:00,https://shakespeareandco.princeton.edu/books/scott-waverley/
http://www.wikidata.org/entity/Q223880,Emma,Jane Austen,romance novel,1815-12-23 00:00:00,https://shakespeareandco.princeton.edu/books/austen-emma/
http://www.wikidata.org/entity/Q5689829,Headlong Hall,Thomas Love Peacock,novel,1816-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/peacock-headlong-hall/
http://www.wikidata.org/entity/Q803863,Biographia Literaria,Samuel Taylor Coleridge,autobiography,,https://shakespeareandco.princeton.edu/books/coleridge-biographia-literaria/
http://www.wikidata.org/entity/Q477508,Northanger Abbey,Jane Austen,romance novel,1817-12-01 00:00:00,https://shakespeareandco.princeton.edu/books/austen-northanger-abbey/
http://www.wikidata.org/entity/Q20720825,Persuasion,Jane Austen,,1818-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/austen-persuasion/
http://www.wikidata.org/entity/Q2156104,Rob Roy,Walter Scott,historical novel;Bildungsroman,1817-12-30 00:00:00,https://shakespeareandco.princeton.edu/books/scott-rob-roy/
http://www.wikidata.org/entity/Q2091094,The Heart of Midlothian,Walter Scott,historical novel,1818-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/scott-heart-midlothian/
http://www.wikidata.org/entity/Q1129589,Rip Van Winkle,Washington Irving,time-travel fiction,1819-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/irving-rip-van-winkle/
http://www.wikidata.org/entity/Q2659725,The Bride of Lammermoor,Walter Scott,historical novel,1819-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/scott-bride-lammermoor/
http://www.wikidata.org/entity/Q840974,Ivanhoe,Walter Scott,historical novel,1820-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/scott-ivanhoe/
http://www.wikidata.org/entity/Q7673114,Table-Talk,William Hazlitt,"social commentary;list of anti-cultural, anti-national, and anti-ethnic terms",1821-04-06 00:00:00,https://shakespeareandco.princeton.edu/books/hazlitt-table-talk/
http://www.wikidata.org/entity/Q3230799,The Fortunes of Nigel,Walter Scott,historical novel,1822-05-29 00:00:00,https://shakespeareandco.princeton.edu/books/scott-fortunes-nigel/
http://www.wikidata.org/entity/Q2469230,Quentin Durward,Walter Scott,historical novel,1823-05-17 00:00:00,https://shakespeareandco.princeton.edu/books/scott-quentin-durward/
http://www.wikidata.org/entity/Q7751712,The Misfortunes of Elphin,Thomas Love Peacock,novel,,https://shakespeareandco.princeton.edu/books/peacock-misfortunes-elphin/
http://www.wikidata.org/entity/Q5188976,Crotchet Castle,Thomas Love Peacock,novel,1831-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/peacock-crotchet-castle/
http://www.wikidata.org/entity/Q63349600,Notre-Dame de Paris,Victor Hugo,,1888-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/hugo-dame-paris/
http://www.wikidata.org/entity/Q3436601,Count Robert of Paris,Walter Scott,historical novel,1832-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/scott-count-robert-paris/
http://www.wikidata.org/entity/Q1373644,Eugénie Grandet,Honoré de Balzac,realist novel,1833-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/balzac-eugenie-grandet/
http://www.wikidata.org/entity/Q7176948,Peter Simple,Frederick Marryat,novel,,https://shakespeareandco.princeton.edu/books/marryat-peter-simple/
http://www.wikidata.org/entity/Q1134140,Sartor Resartus,Thomas Carlyle,comic novel,1833-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/carlyle-sartor-resartus/
http://www.wikidata.org/entity/Q164974,Oliver Twist,Charles Dickens,drama,1837-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/dickens-oliver-twist/
http://www.wikidata.org/entity/Q11883,The Wild Swans,Hans Christian Andersen,literary fairy tale;conte,1838-10-02 00:00:00,https://shakespeareandco.princeton.edu/books/andersen-wild-swans/
http://www.wikidata.org/entity/Q847642,Nicholas Nickleby,Charles Dickens,social commentary,1839-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/dickens-nicholas-nickleby/
http://www.wikidata.org/entity/Q1165714,The Charterhouse of Parma,Stendhal,historical novel;Bildungsroman;historical novel;Bildungsroman;literary realism;literary realism,1839-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/stendhal-charterhouse-parma/
http://www.wikidata.org/entity/Q2362527,Barnaby Rudge,Charles Dickens,historical novel,1840-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/dickens-barnaby-rudge/
http://www.wikidata.org/entity/Q7091008,"On Heroes, Hero-Worship, and The Heroic in History",Thomas Carlyle,,1841-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/carlyle-heroes-hero-worship/
http://www.wikidata.org/entity/Q855801,The Deerslayer,James Fenimore Cooper,European colonization of the Americas;historical novel;adventure novel,1841-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/cooper-deerslayer/
http://www.wikidata.org/entity/Q2700616,The Old Curiosity Shop,Charles Dickens,novel;social commentary,1840-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/dickens-old-curiosity-shop/
http://www.wikidata.org/entity/Q647379,Dead Souls,Nikolai Gogol,satirical novel;picaresque novel;narrative poetry,1842-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/gogol-dead-souls/
http://www.wikidata.org/entity/Q42191085,History of the Conquest of Mexico,William Hickling Prescott,,,https://shakespeareandco.princeton.edu/books/prescott-history-conquest-mexico/
http://www.wikidata.org/entity/Q6888803,Modern Painters,John Ruskin,,1860-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/ruskin-modern-painters/
http://www.wikidata.org/entity/Q7142925,Past and Present,Thomas Carlyle,,,https://shakespeareandco.princeton.edu/books/carlyle-past-present/
http://www.wikidata.org/entity/Q15632056,A Naturalist's Voyage Round the World,Charles Darwin,,1860-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/darwin-naturalists-voyage-round/
http://www.wikidata.org/entity/Q19020134,A Book of Nonsense,Edward Lear,,1846-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/lear-book-nonsense/
http://www.wikidata.org/entity/Q6916648,Mosses from an Old Manse,Nathaniel Hawthorne,,1846-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/hawthorne-mosses-old-manse/
http://www.wikidata.org/entity/Q3148901,Pictures from Italy,Charles Dickens,non-fiction;travel literature,1846-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/dickens-pictures-italy/
http://www.wikidata.org/entity/Q2463076,Typee,Herman Melville,novel;travel literature,1846-02-26 00:00:00,https://shakespeareandco.princeton.edu/books/melville-typee/
http://www.wikidata.org/entity/Q517172,Agnes Grey,Anne Brontë,novel,1847-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/bronte-agnes-grey/
http://www.wikidata.org/entity/Q50404815,Jane Eyre,Charlotte Brontë,,1847-10-16 00:00:00,https://shakespeareandco.princeton.edu/books/bronte-jane-eyre/
http://www.wikidata.org/entity/Q3882301,Omoo,Herman Melville,travel literature;autobiographical novel,1847-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/melville-omoo/
http://www.wikidata.org/entity/Q7722508,The Children of the New Forest,Frederick Marryat,novel,1847-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/marryat-children-new-forest/
http://www.wikidata.org/entity/Q612836,Vanity Fair,William Makepeace Thackeray,satirical novel,1848-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/thackeray-vanity-fair/
http://www.wikidata.org/entity/Q202975,Wuthering Heights,Emily Brontë,Gothic fiction,1847-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/bronte-wuthering-heights/
http://www.wikidata.org/entity/Q963659,Dombey and Son,Charles Dickens,novel;social commentary,1848-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/dickens-dombey/
http://www.wikidata.org/entity/Q3224025,The Book of Snobs,William Makepeace Thackeray,satire,,https://shakespeareandco.princeton.edu/books/thackeray-book-snobs/
http://www.wikidata.org/entity/Q44701,The Tenant of Wildfell Hall,Anne Brontë,epistolary novel,1848-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/bronte-tenant-wildfell-hall/
http://www.wikidata.org/entity/Q1210336,Dictionary of Greek and Roman Biography and Mythology,William Smith,dictionary;biographical dictionary,1849-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/smith-dictionary-greek-roman/
http://www.wikidata.org/entity/Q615175,Shirley,Charlotte Brontë,novel,1849-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/bronte-shirley/
http://www.wikidata.org/entity/Q218578,The Seven Lamps of Architecture,John Ruskin,non-fiction,1849-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/ruskin-seven-lamps-architecture/
http://www.wikidata.org/entity/Q189811,David Copperfield,Charles Dickens,Bildungsroman;autobiographical novel,1852-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/dickens-david-copperfield/
http://www.wikidata.org/entity/Q907568,The Scarlet Letter,Nathaniel Hawthorne,historical novel;romance novel,1850-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/hawthorne-scarlet-letter/
http://www.wikidata.org/entity/Q1431433,White-Jacket,Herman Melville,adventure novel,1850-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/melville-white-jacket/
http://www.wikidata.org/entity/Q4660769,A Wonder-Book for Girls and Boys,Nathaniel Hawthorne,,1851-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/hawthorne-wonder-book-girls/
http://www.wikidata.org/entity/Q1141732,The House of the Seven Gables,Nathaniel Hawthorne,Gothic fiction,1851-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/hawthorne-house-seven-gables/
http://www.wikidata.org/entity/Q7766650,The Stones of Venice,John Ruskin,,1853-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/ruskin-stones-venice/
http://www.wikidata.org/entity/Q2222,Uncle Tom's Cabin,Harriet Beecher Stowe,social novel,1852-03-20 00:00:00,https://shakespeareandco.princeton.edu/books/stowe-uncle-toms-cabin/
http://www.wikidata.org/entity/Q883305,Bleak House,Charles Dickens,novel,1853-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/dickens-bleak-house/
http://www.wikidata.org/entity/Q265100,Cranford,Elizabeth Gaskell,novel,1851-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/gaskell-cranford/
http://www.wikidata.org/entity/Q19073619,Tanglewood Tales,Nathaniel Hawthorne,,1853-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/hawthorne-tanglewood-tales/
http://www.wikidata.org/entity/Q2449570,Villette,Charlotte Brontë,novel,1853-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/bronte-villette/
http://www.wikidata.org/entity/Q1340493,Hard Times,Charles Dickens,social novel;serialized fiction,1854-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/dickens-hard-times/
http://www.wikidata.org/entity/Q863534,Walden,Henry David Thoreau,non-fiction;diary,1854-08-09 00:00:00,https://shakespeareandco.princeton.edu/books/thoreau-walden/
http://www.wikidata.org/entity/Q19095363,English Traits,Ralph Waldo Emerson,,1856-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/emerson-english-traits/
http://www.wikidata.org/entity/Q193417,Madame Bovary,Gustave Flaubert,narrative;realist novel,1857-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/flaubert-madame-bovary/
http://www.wikidata.org/entity/Q19895083,Peg Woffington,Charles Reade,novel,1853-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/reade-peg-woffington/
http://www.wikidata.org/entity/Q4859885,Barchester Towers,Anthony Trollope,novel,1857-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/trollope-barchester-towers/
http://www.wikidata.org/entity/Q565638,Little Dorrit,Charles Dickens,novel,1857-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/dickens-little-dorrit/
http://www.wikidata.org/entity/Q6544172,Scenes of Clerical Life,George Eliot,,1857-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/eliot-scenes-clerical-life/
http://www.wikidata.org/entity/Q4180188,The Life of Charlotte Brontë,Elizabeth Gaskell,biography,1857-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/gaskell-life-charlotte-bronte/
http://www.wikidata.org/entity/Q762203,The Professor,Charlotte Brontë,novel,1857-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/bronte-professor/
http://www.wikidata.org/entity/Q7815084,Tom Brown's School Days,Thomas Hughes,children's literature;autobiographical novel;school story,1857-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/hughes-tom-browns-school/
http://www.wikidata.org/entity/Q200306,Gray's Anatomy,Henry Gray,,1858-08-01 00:00:00,https://shakespeareandco.princeton.edu/books/gray-grays-anatomy/
http://www.wikidata.org/entity/Q308918,A Tale of Two Cities,Charles Dickens,historical novel;social novel,1859-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/dickens-tale-two-cities/
http://www.wikidata.org/entity/Q2611046,Adam Bede,George Eliot,historical novel,1859-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/eliot-adam-bede/
http://www.wikidata.org/entity/Q105883427,Idylls of the King,Alfred Tennyson,,,https://shakespeareandco.princeton.edu/books/tennyson-idylls-king/
http://www.wikidata.org/entity/Q1055881,On Liberty,John Stuart Mill,non-fiction,1859-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/mill-liberty/
http://www.wikidata.org/entity/Q20968204,On the Origin of Species,Charles Darwin,,1859-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/darwin-origin-species/
http://www.wikidata.org/entity/Q14476502,The Ordeal of Richard Feverel,George Meredith,philosophical novel,1859-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/meredith-ordeal-richard-feverel/
http://www.wikidata.org/entity/Q1215018,The Mill on the Floss,George Eliot,novel,1860-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/eliot-mill-floss/
http://www.wikidata.org/entity/Q1212672,The Woman in White,Wilkie Collins,epistolary novel;sensation fiction;Gothic fiction;crime novel,1860-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/collins-woman-white/
http://www.wikidata.org/entity/Q67483640,Evan Harrington,George Meredith,,1860-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/meredith-evan-harrington/
http://www.wikidata.org/entity/Q8565314,Framley Parsonage,Anthony Trollope,novel,1861-04-01 00:00:00,https://shakespeareandco.princeton.edu/books/trollope-framley-parsonage/
http://www.wikidata.org/entity/Q219552,Great Expectations,Charles Dickens,black comedy;Bildungsroman,1861-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/dickens-great-expectations/
http://www.wikidata.org/entity/Q62579127,Silas Marner,George Eliot,,1861-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/eliot-silas-marner/
http://www.wikidata.org/entity/Q16962094,Orley Farm,Anthony Trollope,novel,,https://shakespeareandco.princeton.edu/books/trollope-orley-farm/
http://www.wikidata.org/entity/Q1161171,The House of the Dead,Fyodor Dostoyevsky,serialized fiction,1862-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/dostoyevsky-house-dead/
http://www.wikidata.org/entity/Q7363279,Romola,George Eliot,historical novel,1862-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/eliot-romola/
http://www.wikidata.org/entity/Q83399521,Sylvia's Lovers,Elizabeth Gaskell,,1982-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/gaskell-sylvias-lovers/
http://www.wikidata.org/entity/Q7764868,The Small House at Allington,Anthony Trollope,novel,1862-09-01 00:00:00,https://shakespeareandco.princeton.edu/books/trollope-small-house-allington/
http://www.wikidata.org/entity/Q2453239,Wives and Daughters,Elizabeth Gaskell,novel,1864-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/gaskell-wives-daughters/
http://www.wikidata.org/entity/Q20872991,Alice's Adventures in Wonderland,Lewis Carroll,,1866-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/carroll-alices-adventures-wonderland/
http://www.wikidata.org/entity/Q19086181,The Ethics of the Dust,John Ruskin,,1866-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/ruskin-ethics-dust/
http://www.wikidata.org/entity/Q7716497,The Belton Estate,Anthony Trollope,novel,1865-12-01 00:00:00,https://shakespeareandco.princeton.edu/books/trollope-belton-estate/
http://www.wikidata.org/entity/Q7723316,The Claverings,Anthony Trollope,novel,,https://shakespeareandco.princeton.edu/books/trollope-claverings/
http://www.wikidata.org/entity/Q223688,The Gambler,Fyodor Dostoyevsky,existentialist novel,1867-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/dostoyevsky-gambler/
http://www.wikidata.org/entity/Q16564858,The Prince's Progress,Christina Rossetti,poem,1866-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/rossetti-princes-progress/
http://www.wikidata.org/entity/Q3820779,The English Constitution,Walter Bagehot,non-fiction,1867-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/bagehot-english-constitution/
http://www.wikidata.org/entity/Q7745622,The Last Chronicle of Barset,Anthony Trollope,novel,1866-12-01 00:00:00,https://shakespeareandco.princeton.edu/books/trollope-last-chronicle-barset/
http://www.wikidata.org/entity/Q161531,War and Peace,Leo Tolstoy,historical novel;romance novel;war novel;philosophical novel,1869-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/tolstoy-war-peace/
http://www.wikidata.org/entity/Q523076,Little Women,Louisa May Alcott,realist novel;young adult novel;Bildungsroman;developmental novel;family saga novel;autobiographical novel,1868-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/alcott-little-women/
http://www.wikidata.org/entity/Q7749138,The Luck of Roaring Camp,Bret Harte,Western literature,1868-08-01 00:00:00,https://shakespeareandco.princeton.edu/books/harte-luck-roaring-camp/
http://www.wikidata.org/entity/Q2362563,The Moonstone,Wilkie Collins,speculative fiction novel;crime novel;epistolary novel,1868-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/collins-moonstone/
http://www.wikidata.org/entity/Q3202051,The Ring and the Book,Robert Browning,poetry,1868-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/browning-ring-book/
http://www.wikidata.org/entity/Q18629846,Phantasmagoria and Other Poems,Lewis Carroll,,1869-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/carroll-phantasmagoria-poems/
http://www.wikidata.org/entity/Q1212285,Sentimental Education,Gustave Flaubert,novel,,https://shakespeareandco.princeton.edu/books/flaubert-sentimental-education/
http://www.wikidata.org/entity/Q6684687,Lothair,Benjamin Disraeli,philosophical novel,1870-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/disraeli-lothair/
http://www.wikidata.org/entity/Q1168105,The Mystery of Edwin Drood,Charles Dickens,crime novel;Gothic fiction,1870-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/dickens-mystery-edwin-drood/
http://www.wikidata.org/entity/Q2846293,Desperate Remedies,Thomas Hardy,novel,1871-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/hardy-desperate-remedies/
http://www.wikidata.org/entity/Q313129,Middlemarch,George Eliot,novel,1871-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/eliot-middlemarch/
http://www.wikidata.org/entity/Q7712547,The Adventures of Harry Richmond,George Meredith,romance novel;picaresque novel;adventure novel,1870-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/meredith-adventures-harry-richmond/
http://www.wikidata.org/entity/Q1165434,"The Descent of Man, and Selection in Relation to Sex",Charles Darwin,scientific publication,1871-02-24 00:00:00,https://shakespeareandco.princeton.edu/books/darwin-descent-man-selection/
http://www.wikidata.org/entity/Q1350048,Erewhon,Samuel Butler,speculative fiction novel;science fiction novel,1872-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/butler-erewhon/
http://www.wikidata.org/entity/Q2251594,Under the Greenwood Tree,Thomas Hardy,novel,1872-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/hardy-greenwood-tree/
