uri,title,author,editor,translator,introduction,illustrator,photographer,year,format,uncertain,ebook_url,volumes_issues,notes,event_count,borrow_count,purchase_count,circulation_years,updated,id,exceptional_types,exceptional_counts,original_uri
yonge-history-christian-names,History of Christian Names,"Yonge, Charlotte M.",,,,,,1863.0,Book,False,https://archive.org/details/historychristia01yonggoog/page/n9/mode/2up,Vol. 1,,1,1,0,1927,2020-06-23T03:54:27+00:00,yonge-history-christian-names,['unknown_borrows'],[1],https://shakespeareandco.princeton.edu/books/yonge-history-christian-names/
eliot-romola,Romola,"Eliot, George",,,,,,1863.0,Book,False,https://archive.org/details/romola00geor_0/page/n3/mode/2up,,,2,2,0,1928;1940,2020-05-20T21:55:30+00:00,eliot-romola,,0,https://shakespeareandco.princeton.edu/books/eliot-romola/
thackeray-round-papers,Roundabout Papers,"Thackeray, William Makepeace",,,,,,1863.0,Book,False,https://archive.org/details/roundaboutpapers00thacrich/page/n9/mode/2up,,,1,1,0,1935,2020-05-27T12:08:21+00:00,thackeray-round-papers,,0,https://shakespeareandco.princeton.edu/books/thackeray-round-papers/
gaskell-sylvias-lovers,Sylvia's Lovers,"Gaskell, Elizabeth",,,,,,1863.0,Book,False,https://archive.org/details/sylviaslovers00jamerich/page/n7/mode/2up,,,2,2,0,1928;1926,2020-05-26T03:06:30+00:00,gaskell-sylvias-lovers,,0,https://shakespeareandco.princeton.edu/books/gaskell-sylvias-lovers/
gilchrist-life-william-blake,The Life of William Blake,"Gilchrist, Alexander",,,,,,1863.0,Book,False,https://archive.org/details/lifewilliamblak01gilcgoog,,,5,5,0,1936;1930;1939;1924,2021-07-20T02:08:42+00:00,gilchrist-life-william-blake,,0,https://shakespeareandco.princeton.edu/books/gilchrist-life-william-blake/
kingsley-water-babies-fairy,"The Water-Babies, a Fairy Tale for a Land Baby","Kingsley, Charles",,,,,,1863.0,Book,False,https://archive.org/details/waterbabiesking,,,4,2,0,1928;1961;1938;1941,2021-10-29T12:13:41.151893+00:00,kingsley-water-babies-fairy,"['post1942_events', 'unknown_borrows']","[1, 1]",https://shakespeareandco.princeton.edu/books/kingsley-water-babies-fairy/
trollope-small-house-allington,The Small House at Allington,"Trollope, Anthony",,,,,,1864.0,Book,False,https://archive.org/details/smallhouseatalli00trol/page/n11/mode/2up,,,5,5,0,1924;1928;1929;1939;1940,2020-05-25T22:56:15+00:00,trollope-small-house-allington,,0,https://shakespeareandco.princeton.edu/books/trollope-small-house-allington/
gaskell-wives-daughters,Wives and Daughters,"Gaskell, Elizabeth",,,,,,1864.0,Book,False,https://archive.org/details/wivesanddaughte00unkngoog/page/n8/mode/2up,,,2,2,0,1924;1926,2020-05-26T03:07:51+00:00,gaskell-wives-daughters,,0,https://shakespeareandco.princeton.edu/books/gaskell-wives-daughters/
carroll-alices-adventures-wonderland,Alice's Adventures in Wonderland,"Carroll, Lewis",,,,,,1865.0,Book,False,https://archive.org/details/cesadventuresali00carrrich/page/n9/mode/2up,,,8,7,0,1923;1927;1929;1930;1932;1934;1939,2020-09-29T15:18:58+00:00,carroll-alices-adventures-wonderland,['overborrows'],[4],https://shakespeareandco.princeton.edu/books/carroll-alices-adventures-wonderland/
arnold-essays-criticism,Essays in Criticism,"Arnold, Matthew",,,,,,1865.0,Book,False,https://archive.org/details/arnoldessaysincr00arno/page/n5/mode/2up,,,2,2,0,1932;1933,2020-08-15T16:31:46+00:00,arnold-essays-criticism,,0,https://shakespeareandco.princeton.edu/books/arnold-essays-criticism/
meredith-rhoda-fleming,Rhoda Fleming,"Meredith, George",,,,,,1865.0,Book,False,https://archive.org/details/rhodaflemingast02meregoog,,,1,1,0,1924,2021-11-08T05:14:05.113364+00:00,meredith-rhoda-fleming,,0,https://shakespeareandco.princeton.edu/books/meredith-rhoda-fleming/
shakespeare-songs-sonnets-2,Songs and Sonnets,"Shakespeare, William",,,,,,1865.0,Book,False,https://archive.org/details/songsandsonnetse00shakuoft/page/n10/mode/2up,,"Maurice Sachs borrowed *Songs and Sonnets,* edited by F. T. Palgrave.",2,2,0,1938;1939,2021-11-15T23:48:32.806161+00:00,shakespeare-songs-sonnets-2,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/shakespeare-songs-sonnets-2/
ruskin-ethics-dust,The Ethics of the Dust,"Ruskin, John",,,,,,1865.0,Book,False,https://archive.org/details/ethicsofdust1908rusk,,,1,1,0,1927,2020-08-11T12:39:16+00:00,ruskin-ethics-dust,,0,https://shakespeareandco.princeton.edu/books/ruskin-ethics-dust/
woodcock-gipsies,The Gipsies,"Woodcock, Henry",,,,,,1865.0,Book,False,,,,0,0,0,,2020-04-30T19:40:20+00:00,woodcock-gipsies,,0,https://shakespeareandco.princeton.edu/books/woodcock-gipsies/
meredith-lacemakers-sketches-irish,"The Lacemakers: Sketches of Irish Character, with Some Account of the Effort to Establish Lacemaking in Ireland","Meredith, Susanna",,,,,,1865.0,Book,False,https://archive.org/details/Lacemakers,,,1,1,0,1927,2021-07-18T00:39:52+00:00,meredith-lacemakers-sketches-irish,['unknown_borrows'],[1],https://shakespeareandco.princeton.edu/books/meredith-lacemakers-sketches-irish/
lamartine-jean-jacques-rousseau,J. -J. Rousseau,"Lamartine, Alphonse de",,,,,,1866.0,Book,False,https://archive.org/details/jjrousseausonfa00lamagoog,,,1,1,0,1956,2020-06-21T21:44:01+00:00,lamartine-jean-jacques-rousseau,"['post1942_events', 'sunday_shopers']","[1, 1]",https://shakespeareandco.princeton.edu/books/lamartine-jean-jacques-rousseau/
kennedy-legendary-fictions-irish,Legendary Fictions of the Irish Celts,"Kennedy, Patrick",,,,,,1866.0,Book,False,https://archive.org/details/cu31924029911017,,,1,1,0,1923,2021-07-19T23:46:24+00:00,kennedy-legendary-fictions-irish,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/kennedy-legendary-fictions-irish/
trollope-belton-estate,The Belton Estate,"Trollope, Anthony",,,,,,1866.0,Book,False,https://archive.org/details/beltonestateano00trolgoog/page/n6/mode/2up,,,2,2,0,1929,2020-05-25T20:15:26+00:00,trollope-belton-estate,,0,https://shakespeareandco.princeton.edu/books/trollope-belton-estate/
trollope-claverings,The Claverings,"Trollope, Anthony",,,,,,1866.0,Book,False,https://archive.org/details/cu31924013564970/page/n3/mode/2up,,,6,6,0,1938;1939;1924;1927,2020-05-25T20:18:17+00:00,trollope-claverings,['overborrows'],[2],https://shakespeareandco.princeton.edu/books/trollope-claverings/
dostoyevsky-gambler,The Gambler,"Dostoyevsky, Fyodor",,"Garnett, Constance",,,,1866.0,Book,False,https://archive.org/details/cu31924014422020,,,3,3,0,1928;1949;1926;1927,2021-06-18T02:17:51+00:00,dostoyevsky-gambler,['post1942_events'],[1],https://shakespeareandco.princeton.edu/books/dostoyevsky-gambler/
rossetti-princes-progress,The Prince's Progress,"Rossetti, Christina",,,,,,1866.0,Book,False,https://archive.org/details/talesfromshakesp00lamb6,,,1,1,0,1928,2021-11-09T18:13:21.355095+00:00,rossetti-princes-progress,,0,https://shakespeareandco.princeton.edu/books/rossetti-princes-progress/
morris-specimens-early-english,Specimens of Early English,,"Morris, Richard",,,,,1867.0,Book,False,https://archive.org/details/specimensofearly01morruoft,,,7,7,0,1922;1924;1935;1939;1940;1941,2021-11-05T02:26:37.808251+00:00,morris-specimens-early-english,,0,https://shakespeareandco.princeton.edu/books/morris-specimens-early-english/
bagehot-english-constitution,The English Constitution,"Bagehot, Walter",,,,,,1867.0,Book,False,https://archive.org/details/englishconstitut00bageiala,,,1,1,0,1940,2021-05-25T21:21:13+00:00,bagehot-english-constitution,,0,https://shakespeareandco.princeton.edu/books/bagehot-english-constitution/
trollope-last-chronicle-barset,The Last Chronicle of Barset,"Trollope, Anthony",,,,,,1867.0,Book,False,https://archive.org/details/lastchronicleofb00trol_0/page/n9/mode/2up,Vol. 1;Vol. 2;2 vols.,,6,6,0,1924;1928;1929;1937;1940,2020-07-15T03:57:42+00:00,trollope-last-chronicle-barset,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/trollope-last-chronicle-barset/
dickens-posthumous-papers-pickwick,The Posthumous Papers of the Pickwick Club,"Dickens, Charles",,,,,,1867.0,Book,False,https://archive.org/details/cu31924013472695/page/n9/mode/2up,Vol. 1;2 vols.,,4,3,1,1937;1930;1941,2020-07-14T01:11:08+00:00,dickens-posthumous-papers-pickwick,,0,https://shakespeareandco.princeton.edu/books/dickens-posthumous-papers-pickwick/
newman-verses-various-occasions,Verses on Various Occasions,"Newman, John-Henry",,,,,,1867.0,Book,False,https://archive.org/details/variousoccasions00newmuoft,,,1,1,0,1924,2021-10-30T23:04:35.355571+00:00,newman-verses-various-occasions,,0,https://shakespeareandco.princeton.edu/books/newman-verses-various-occasions/
meredith-vittoria,Vittoria,"Meredith, George",,,,,,1867.0,Book,False,https://archive.org/details/vittoria01mere,,,1,1,0,1947,2021-10-30T22:34:40.624058+00:00,meredith-vittoria,"['post1942_events', 'sunday_shopers']","[1, 1]",https://shakespeareandco.princeton.edu/books/meredith-vittoria/
tolstoy-war-peace,War and Peace,"Tolstoy, Leo",,,,,,1867.0,Book,False,https://archive.org/details/dli.ernet.449422,3 vols.,,6,6,0,1928;1935;1936;1937;1939;1940,2021-10-29T12:19:24.596602+00:00,tolstoy-war-peace,['overborrows'],[2],https://shakespeareandco.princeton.edu/books/tolstoy-war-peace/
percy-ballads-romances,Ballads and Romances,"Percy, Thomas, Bishop",,,,,,1868.0,Book,False,https://archive.org/details/bishoppercysfol05percgoog,,,1,1,0,1925,2021-03-03T02:44:22+00:00,percy-ballads-romances,,0,https://shakespeareandco.princeton.edu/books/percy-ballads-romances/
alcott-little-women,Little Women,"Alcott, Louisa May",,,,,,1868.0,Book,False,https://archive.org/details/littlewomen00alcoiala,,,3,1,0,1961;1933,2020-05-28T13:35:59+00:00,alcott-little-women,"['overborrows', 'post1942_events']","[1, 2]",https://shakespeareandco.princeton.edu/books/alcott-little-women/
harte-luck-roaring-camp,The Luck of Roaring Camp,"Harte, Bret",,,,,,1868.0,Book,False,https://archive.org/details/luckofroaringcam00hart,,,2,2,0,1922;1940,2021-10-26T03:09:47.787708+00:00,harte-luck-roaring-camp,['unknown_borrows'],[2],https://shakespeareandco.princeton.edu/books/harte-luck-roaring-camp/
collins-moonstone,The Moonstone,"Collins, Wilkie",,,,,,1868.0,Book,False,https://archive.org/details/moonstoneromance01coll/page/n3/mode/2up,,,5,4,0,1928;1929;1934;1935;1936,2020-09-23T17:21:27+00:00,collins-moonstone,['overborrows'],[2],https://shakespeareandco.princeton.edu/books/collins-moonstone/
browning-ring-book,The Ring and the Book,"Browning, Robert",,,,,,1868.0,Book,False,https://archive.org/details/ringandthebook037596mbp,,,2,2,0,1937;1933,2020-05-24T03:07:56+00:00,browning-ring-book,,0,https://shakespeareandco.princeton.edu/books/browning-ring-book/
swinburne-william-blake-critical,William Blake: A Critical Essay,"Swinburne, Algernon Charles",,,,,,1868.0,Book,False,https://archive.org/details/williamblakecrit00swinrich/page/n6/mode/2up,,,1,1,0,1926,2020-05-17T21:20:35+00:00,swinburne-william-blake-critical,,0,https://shakespeareandco.princeton.edu/books/swinburne-william-blake-critical/
blackmore-lorna-doone,Lorna Doone,"Blackmore, Richard Doddridge",,,,,,1869.0,Book,False,https://archive.org/details/lornadoone00blac,,,3,3,0,1930;1940;1941,2021-10-26T02:39:59.868469+00:00,blackmore-lorna-doone,,0,https://shakespeareandco.princeton.edu/books/blackmore-lorna-doone/
carroll-phantasmagoria-poems,Phantasmagoria and Other Poems,"Carroll, Lewis",,,,,,1869.0,Book,False,https://archive.org/details/phantasmagoriaot00carrrich/page/n5/mode/2up,,,1,0,0,1930,2020-09-23T17:09:20+00:00,carroll-phantasmagoria-poems,,0,https://shakespeareandco.princeton.edu/books/carroll-phantasmagoria-poems/
flaubert-sentimental-education,Sentimental Education,"Flaubert, Gustave",,,,,,1869.0,Book,False,https://archive.org/details/sentimentaleduca00flauiala,,,2,2,0,1931;1925,2020-06-29T03:17:37+00:00,flaubert-sentimental-education,,0,https://shakespeareandco.princeton.edu/books/flaubert-sentimental-education/
thackeray-four-georges-english,The Four Georges: The English Humourists of the Eighteenth Century,"Thackeray, William Makepeace",,,,,,1869.0,Book,False,https://archive.org/details/thacfourgeorgesengli00rich/page/n9/mode/2up,,,2,2,0,1921;1925,2020-07-05T21:04:24+00:00,thackeray-four-georges-english,,0,https://shakespeareandco.princeton.edu/books/thackeray-four-georges-english/
twain-innocents-abroad-new,"The Innocents Abroad, or The New Pilgrims' Progress","Twain, Mark",,,,,,1869.0,Book,False,https://archive.org/details/innocentsabroad01twai/page/n7/mode/2up,,,2,2,0,1923;1935,2020-06-07T20:51:44+00:00,twain-innocents-abroad-new,,0,https://shakespeareandco.princeton.edu/books/twain-innocents-abroad-new/
arber-revelation-monk-evesham,The Revelation to the Monk of Evesham,"Arber, Edward",,,,,,1869.0,Book,False,https://archive.org/details/revelationtomonk00adamuoft,,,1,1,0,1939,2021-11-08T05:30:30.484567+00:00,arber-revelation-monk-evesham,,0,https://shakespeareandco.princeton.edu/books/arber-revelation-monk-evesham/
newman-essay-aid-grammar,An Essay in Aid of a Grammar of Assent,"Newman, John-Henry",,,,,,1870.0,Book,False,https://archive.org/details/cu31924029235104,,,1,1,0,1924,2021-06-05T01:30:37+00:00,newman-essay-aid-grammar,['unknown_borrows'],[1],https://shakespeareandco.princeton.edu/books/newman-essay-aid-grammar/
disraeli-lothair,Lothair,"Disraeli, Benjamin",,,,,,1870.0,Book,False,https://archive.org/details/lothair06disrgoog/page/n8/mode/2up,,,3,2,0,1928;1940;1927,2020-08-11T23:13:15+00:00,disraeli-lothair,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/disraeli-lothair/
reade-put-place,Put Yourself in His Place,"Reade, Charles",,,,,,1870.0,Book,False,https://archive.org/details/putyourselfinhis01readiala,,,2,1,0,1937;1926,2021-11-08T20:20:19.280876+00:00,reade-put-place,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/reade-put-place/
ewing-brownies,The Brownies and Other Tales,"Ewing, Juliana Horatia",,,,,,1870.0,Book,False,https://archive.org/details/browniesothertal10ewin,,,1,0,0,1961,2020-07-17T13:09:22+00:00,ewing-brownies,['post1942_events'],[1],https://shakespeareandco.princeton.edu/books/ewing-brownies/
dickens-mystery-edwin-drood,The Mystery of Edwin Drood,"Dickens, Charles",,,,,,1870.0,Book,False,https://archive.org/details/mysteryofedwindr00dickrich/page/n9/mode/2up,,,1,1,0,1935,2020-05-25T17:13:03+00:00,dickens-mystery-edwin-drood,,0,https://shakespeareandco.princeton.edu/books/dickens-mystery-edwin-drood/
hardy-desperate-remedies,Desperate Remedies,"Hardy, Thomas",,,,,,1871.0,Book,False,https://archive.org/details/desperateremedie00hard/page/n9/mode/2up,,,2,2,0,1920;1926,2020-05-25T19:00:41+00:00,hardy-desperate-remedies,,0,https://shakespeareandco.princeton.edu/books/hardy-desperate-remedies/
eliot-middlemarch,Middlemarch,"Eliot, George",,,,,,1871.0,Book,False,https://archive.org/details/in.ernet.dli.2015.42254/page/n9/mode/2up,,,3,1,2,1931;1926,2020-06-18T02:02:54+00:00,eliot-middlemarch,,0,https://shakespeareandco.princeton.edu/books/eliot-middlemarch/
meredith-adventures-harry-richmond,The Adventures of Harry Richmond,"Meredith, George",,,,,,1871.0,Book,False,https://archive.org/details/adventuresharry06meregoog,,,1,1,0,1938,2021-01-17T22:48:04+00:00,meredith-adventures-harry-richmond,,0,https://shakespeareandco.princeton.edu/books/meredith-adventures-harry-richmond/
burns-works-robert-burns,The Works of Robert Burns,"Burns, Robert","Currie, James",,,,,1871.0,Book,False,,,,1,1,0,1931;1932,2020-07-07T04:21:22+00:00,burns-works-robert-burns,,0,https://shakespeareandco.princeton.edu/books/burns-works-robert-burns/
carroll-looking-glass-alice,"Through the Looking-Glass, and What Alice Found There","Carroll, Lewis",,,,,,1871.0,Book,False,https://archive.org/details/throughlookinggl01carr/page/n7/mode/2up,,,2,1,0,1961;1939,2020-09-27T17:03:05+00:00,carroll-looking-glass-alice,"['overborrows', 'post1942_events']","[1, 1]",https://shakespeareandco.princeton.edu/books/carroll-looking-glass-alice/
butler-erewhon,Erewhon,"Butler, Samuel",,,,,,1872.0,Book,False,https://archive.org/details/ErewhonOverrang00Butl/page/iii/mode/2up,,,16,14,0,1920;1921;1922;1926;1927;1934;1936;1941,2020-04-30T19:40:16+00:00,butler-erewhon,,0,https://shakespeareandco.princeton.edu/books/butler-erewhon/
lear-nonsense,More Nonsense,"Lear, Edward",,,,,,1872.0,Book,False,https://archive.org/details/morenonsensepic00leargoog/page/n5/mode/2up,,,2,1,1,1938;1939,2020-05-05T01:04:05+00:00,lear-nonsense,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/lear-nonsense/
trollope-golden-lion-grandpere,The Golden Lion of Grandpere,"Trollope, Anthony",,,,,,1872.0,Book,False,https://archive.org/details/goldenlionofgran00troluoft/page/n5/mode/2up,,,1,1,0,1929,2020-05-25T23:12:02+00:00,trollope-golden-lion-grandpere,,0,https://shakespeareandco.princeton.edu/books/trollope-golden-lion-grandpere/
reade-martyrdom-man,The Martyrdom of Man,"Reade, William Winwood",,,,,,1872.0,Book,False,https://archive.org/details/dli.ernet.14213,,,2,2,0,1928;1941,2021-11-15T18:56:10.451012+00:00,reade-martyrdom-man,"['sunday_shopers', 'unknown_borrows']","[1, 1]",https://shakespeareandco.princeton.edu/books/reade-martyrdom-man/
dostoyevsky-possessed,The Possessed,"Dostoyevsky, Fyodor",,"Garnett, Constance",,,,1872.0,Book,False,https://archive.org/details/possessednovelin00dost/page/n4/mode/2up,,,6,6,0,1923;1926;1933;1934;1938;1939,2020-06-29T16:35:31+00:00,dostoyevsky-possessed,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/dostoyevsky-possessed/
turgenev-torrents-spring,The Torrents of Spring,"Turgenev, Ivan",,,,,,1872.0,Book,False,https://archive.org/details/torrentsofspring00turgrich,,,3,3,0,1928;1936;1925,2021-11-01T12:43:29.982388+00:00,turgenev-torrents-spring,,0,https://shakespeareandco.princeton.edu/books/turgenev-torrents-spring/
hardy-greenwood-tree,Under the Greenwood Tree,"Hardy, Thomas",,,,,,1872.0,Book,False,https://archive.org/details/UnderTheGreenwoodTree0rTheMellstockQuire/page/n3/mode/2up,,,2,2,0,1920;1941,2020-05-25T19:26:45+00:00,hardy-greenwood-tree,,0,https://shakespeareandco.princeton.edu/books/hardy-greenwood-tree/
howells-chance-acquaintance,A Chance Acquaintance,"Howells, William Dean",,,,,,1873.0,Book,False,https://archive.org/details/cu31924022220747,,,1,1,0,1937,2021-04-02T18:47:56+00:00,howells-chance-acquaintance,,0,https://shakespeareandco.princeton.edu/books/howells-chance-acquaintance/
hardy-pair-blue-eyes,A Pair of Blue Eyes,"Hardy, Thomas",,,,,,1873.0,Book,False,https://archive.org/details/in.ernet.dli.2015.94010/page/n7/mode/2up,,,1,1,0,1922,2020-05-25T19:45:33+00:00,hardy-pair-blue-eyes,,0,https://shakespeareandco.princeton.edu/books/hardy-pair-blue-eyes/
arnold-literature-dogma,Literature and Dogma,"Arnold, Matthew",,,,,,1873.0,Book,False,https://archive.org/details/literatureanddog028325mbp/page/n9/mode/2up,,,1,1,0,1933,2020-08-15T16:43:39+00:00,arnold-literature-dogma,,0,https://shakespeareandco.princeton.edu/books/arnold-literature-dogma/
alcott-little-women-little,"Little Women, and Little Women Married","Alcott, Louisa May",,,,,,1873.0,Book,False,,,,1,1,0,1950,2020-04-30T19:40:20+00:00,alcott-little-women-little,['post1942_events'],[1],https://shakespeareandco.princeton.edu/books/alcott-little-women-little/
elliot-old-court-life,Old Court Life in France,"Elliot, Frances Minto",,,,,,1873.0,Book,False,https://archive.org/details/oldcourtlifeinfr01elliuoft,,,1,1,0,1935,2021-11-12T03:47:13.296971+00:00,elliot-old-court-life,,0,https://shakespeareandco.princeton.edu/books/elliot-old-court-life/
alcott-work-story-experience,Work: A Story of Experience,"Alcott, Louisa May",,,,,,1873.0,Book,False,https://archive.org/details/workstoryofexperi00alco/page/n3/mode/2up,,,1,1,0,1931,2020-07-07T04:20:41+00:00,alcott-work-story-experience,,0,https://shakespeareandco.princeton.edu/books/alcott-work-story-experience/
howells-foregone-conclusion,A Foregone Conclusion,"Howells, William Dean",,,,,,1874.0,Book,False,https://archive.org/details/foregoneconclusi00howerich,,,2,2,0,1937,2021-06-17T01:23:42+00:00,howells-foregone-conclusion,,0,https://shakespeareandco.princeton.edu/books/howells-foregone-conclusion/
green-short-history-english,A Short History of the English People,"Green, John Richard",,,,,,1874.0,Book,False,https://archive.org/details/ashorthistoryen16greegoog,,,10,10,0,1921;1934;1937;1939;1940;1941,2021-11-06T12:22:15.941621+00:00,green-short-history-english,['overborrows'],[4],https://shakespeareandco.princeton.edu/books/green-short-history-english/
hardy-far-madding-crowd,Far from the Madding Crowd,"Hardy, Thomas",,,,,,1874.0,Book,False,https://archive.org/details/cu31924013477405/page/n7/mode/2up,,,7,7,0,1923;1924;1928;1938;1939;1941,2020-07-05T02:23:00+00:00,hardy-far-madding-crowd,['overborrows'],[2],https://shakespeareandco.princeton.edu/books/hardy-far-madding-crowd/
harte-idyls-foothills-prose,Idyls of the Foothills: In Prose and Verse,"Harte, Bret",,,,,,1874.0,Book,False,https://archive.org/details/idylsoffoothills00hartrich,,,3,1,0,1940;1919,2021-07-11T20:39:19+00:00,harte-idyls-foothills-prose,,0,https://shakespeareandco.princeton.edu/books/harte-idyls-foothills-prose/
borrow-romano-lavo-lil,"Romano Lavo-Lil: Word-Book fo the Romany or, English Gypsy Language","Borrow, George Henry",,,,,,1874.0,Book,False,https://archive.org/details/romanolavolilwo01borrgoog,,,2,2,0,1928;1929,2021-11-07T18:59:08.887818+00:00,borrow-romano-lavo-lil,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/borrow-romano-lavo-lil/
dostoyevsky-idiot,The Idiot,"Dostoyevsky, Fyodor",,,,,,1874.0,Book,False,https://archive.org/details/idiot00whisgoog,,,8,7,0,1923;1926;1929;1930;1933;1934;1937;1938,2021-07-11T20:35:47+00:00,dostoyevsky-idiot,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/dostoyevsky-idiot/
meredith-beauchamps-career,Beauchamp's Career,"Meredith, George",,,,,,1875.0,Book,False,https://archive.org/details/beauchampscareer00mere_0/page/n5/mode/2up,,,2,2,0,1938;1939,2020-07-14T15:37:01+00:00,meredith-beauchamps-career,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/meredith-beauchamps-career/
alcott-eight-cousins-aunt,"Eight Cousins, or The Aunt-Hill","Alcott, Louisa May",,,,,,1875.0,Book,False,https://archive.org/details/eightcousinsorau74alco/page/n7/mode/2up,,,2,0,1,1961;1939,2020-05-28T13:18:01+00:00,alcott-eight-cousins-aunt,['post1942_events'],[1],https://shakespeareandco.princeton.edu/books/alcott-eight-cousins-aunt/
tennyson-queen-mary-drama,Queen Mary: A Drama,"Tennyson, Alfred",,,,,,1875.0,Book,False,https://archive.org/details/queenmaryadrama00tennuoft,,,1,1,0,1929,2021-11-08T20:09:50.975953+00:00,tennyson-queen-mary-drama,,0,https://shakespeareandco.princeton.edu/books/tennyson-queen-mary-drama/
james-roderick-hudson,Roderick Hudson,"James, Henry",,,,,,1875.0,Book,False,https://archive.org/details/roderickhudson009411mbp/page/n10/mode/2up,Vol. 1;Vol. 2;2 vols.,,4,4,0,1927;1921;1919,2020-07-16T02:36:09+00:00,james-roderick-hudson,,0,https://shakespeareandco.princeton.edu/books/james-roderick-hudson/
dowden-shakspere-critical-study,Shakespeare: A Critical Study of His Mind and Art,"Dowden, Edward",,,,,,1875.0,Book,False,https://archive.org/details/shakspereacriti00conggoog/page/n4/mode/2up,,,4,4,0,1921;1939;1934,2020-07-21T01:20:47+00:00,dowden-shakspere-critical-study,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/dowden-shakspere-critical-study/
joyce-origin-history-irish,The Origin and History of Irish Names of Places,"Joyce, P. W.",,,,,,1875.0,Book,False,https://archive.org/details/originhistoryof01joyc,2 vols.,,2,2,0,1938;1939;1935,2021-11-11T22:48:32.347772+00:00,joyce-origin-history-irish,,0,https://shakespeareandco.princeton.edu/books/joyce-origin-history-irish/
dickens-uncommercial-traveler,The Uncommercial Traveler,"Dickens, Charles",,,,,,1875.0,Book,False,https://archive.org/details/uncommercialtrav00dick/page/n3/mode/2up,,,1,1,0,1937,2020-05-25T17:56:00+00:00,dickens-uncommercial-traveler,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/dickens-uncommercial-traveler/
eliot-daniel-deronda,Daniel Deronda,"Eliot, George",,,,,,1876.0,Book,False,https://archive.org/details/danielderondaby00evangoog/page/n13/mode/2up,2 vols.,,2,2,0,1936;1937,2020-07-14T04:28:20+00:00,eliot-daniel-deronda,,0,https://shakespeareandco.princeton.edu/books/eliot-daniel-deronda/
poe-poems-essays-edgar,Poems and Essays of Edgar Allan Poe,"Poe, Edgar Allan",,,,,,1876.0,Book,False,https://archive.org/details/poemsandessayse00willgoog/page/n8/mode/2up,,,2,2,0,1928;1931;1927,2020-05-25T01:01:49+00:00,poe-poems-essays-edgar,['overborrows'],[2],https://shakespeareandco.princeton.edu/books/poe-poems-essays-edgar/
alcott-rose-bloom,Rose in Bloom,"Alcott, Louisa May",,,,,,1876.0,Book,False,https://archive.org/details/roseinbloomseque00alcoiala/page/n9/mode/2up,,,2,0,1,1961;1939,2020-05-28T13:41:09+00:00,alcott-rose-bloom,['post1942_events'],[1],https://shakespeareandco.princeton.edu/books/alcott-rose-bloom/
twain-adventures-tom-sawyer,The Adventures of Tom Sawyer,"Twain, Mark",,,,,,1876.0,Book,False,https://archive.org/details/adventurestomsaw00libg/page/n13/mode/2up,,,4,4,0,1938;1940;1933;1934,2020-06-07T14:18:58+00:00,twain-adventures-tom-sawyer,['overborrows'],[3],https://shakespeareandco.princeton.edu/books/twain-adventures-tom-sawyer/
swift-choice-works-dean,The Choice Works of Dean Swift in Prose and Verse,"Swift, Jonathan",,,,,,1876.0,Book,False,https://archive.org/details/choiceworksofdea00swifuoft/page/n10/mode/2up,,,6,5,0,1929;1931;1935;1936;1938,2020-05-16T17:37:44+00:00,swift-choice-works-dean,"['overborrows', 'sunday_shopers']","[2, 2]",https://shakespeareandco.princeton.edu/books/swift-choice-works-dean/
emerson-complete-works-ralph,"The Complete Works of Ralph Waldo Emerson: Comprising his Essays, Lectures, Poems, and Orations","Emerson, Ralph Waldo",,,,,,1876.0,Book,False,,,,2,2,0,1941,2020-06-02T21:42:28+00:00,emerson-complete-works-ralph,,0,https://shakespeareandco.princeton.edu/books/emerson-complete-works-ralph/
hardy-hand-ethelberta,The Hand of Ethelberta,"Hardy, Thomas",,,,,,1876.0,Book,False,https://archive.org/details/actionsreactions00kiplrich/page/n5/mode/2up,,,2,2,0,1926;1927,2020-05-25T19:54:57+00:00,hardy-hand-ethelberta,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/hardy-hand-ethelberta/
carroll-hunting-snark,The Hunting of the Snark,"Carroll, Lewis",,,,,,1876.0,Book,False,https://archive.org/details/huntingofsnarkag00carrrich/page/n7/mode/2up,,,3,1,2,1939;1925,2020-09-23T17:06:45+00:00,carroll-hunting-snark,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/carroll-hunting-snark/
trollope-prime-minister,The Prime Minister,"Trollope, Anthony",,,,,,1876.0,Book,False,https://archive.org/details/primeminister00troluoft/page/ii/mode/2up,"4 vols.;Vol. 1, Vol. 2;Vol. 3, Vol. 4",,6,6,0,1929;1930;1940;1925,2020-07-14T02:41:55+00:00,trollope-prime-minister,,0,https://shakespeareandco.princeton.edu/books/trollope-prime-minister/
