uri,title,author,editor,translator,introduction,illustrator,photographer,year,format,uncertain,ebook_url,volumes_issues,notes,event_count,borrow_count,purchase_count,circulation_years,updated,id,exceptional_types,exceptional_counts,original_uri
malory-morte-darthur,Le Morte d'Arthur,"Malory, Thomas",,,,,,1485.0,Book,False,https://archive.org/details/mortedarthur02malo,,,7,7,0,1930;1932;1937;1938;1939,2021-11-14T13:57:51.282365+00:00,malory-morte-darthur,['overborrows'],[2],https://shakespeareandco.princeton.edu/books/malory-morte-darthur/
more-utopia,Utopia,"More, Thomas",,,,,,1516.0,Book,False,https://archive.org/details/utopiamo00more,,,2,2,0,1930;1950;1951,2021-10-31T17:47:49.103296+00:00,more-utopia,"['overborrows', 'post1942_events']","[1, 1]",https://shakespeareandco.princeton.edu/books/more-utopia/
norton-gorboduc,Gorboduc,"Norton, Thomas",,,,,,1561.0,Book,False,,,,1,1,0,1950,2020-06-29T03:49:47+00:00,norton-gorboduc,"['post1942_events', 'unknown_borrows']","[1, 1]",https://shakespeareandco.princeton.edu/books/norton-gorboduc/
lyly-euphues-anatomy-wit,Euphues: The Anatomy of Wit,"Lyly, John",,,,,,1578.0,Book,False,https://archive.org/details/cu31924013122084,,,1,1,0,1941,2021-06-05T15:37:07+00:00,lyly-euphues-anatomy-wit,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/lyly-euphues-anatomy-wit/
spenser-shepheards-calendar,The Shepheard's Calendar,"Spenser, Edmund",,,,,,1579.0,Book,False,https://archive.org/details/shepheardscalend0000spen,,,1,1,0,1941,2021-11-06T12:26:04.482734+00:00,spenser-shepheards-calendar,,0,https://shakespeareandco.princeton.edu/books/spenser-shepheards-calendar/
lodge-rosalynde-novel,Rosalynde: A Novel,"Lodge, Thomas",,,,,,1590.0,Book,False,https://archive.org/details/rosalynde00lodg,,,8,8,0,1939;1940;1941;1942,2021-11-07T18:38:23.667066+00:00,lodge-rosalynde-novel,"['post1942_events', 'unknown_borrows']","[1, 1]",https://shakespeareandco.princeton.edu/books/lodge-rosalynde-novel/
greene-defence-conny-catching,The Defence of Conny-Catching,"Greene, Robert",,,,,,1592.0,Book,False,,,,2,2,0,1939;1940,2020-04-30T19:40:17+00:00,greene-defence-conny-catching,['overborrows'],[2],https://shakespeareandco.princeton.edu/books/greene-defence-conny-catching/
shakespeare-midsummers-nights-dream,A Midsummer's Night's Dream,"Shakespeare, William",,,,,,1595.0,Book,False,https://archive.org/details/midsummernightsd03shak,,,1,1,0,1940,2021-11-15T05:37:25.730819+00:00,shakespeare-midsummers-nights-dream,,0,https://shakespeareandco.princeton.edu/books/shakespeare-midsummers-nights-dream/
sidney-apology-poetry,An Apology for Poetry,"Sidney, Philip",,,,,,1595.0,Book,False,,,,2,2,0,1934,2020-04-30T19:40:14+00:00,sidney-apology-poetry,,0,https://shakespeareandco.princeton.edu/books/sidney-apology-poetry/
shakespeare-loves-labours-lost,Love's Labour's Lost,"Shakespeare, William",,,,,,1598.0,Book,False,https://archive.org/details/loveslabourslost1901shak,,,1,1,0,1922,2021-10-26T03:07:33.750391+00:00,shakespeare-loves-labours-lost,,0,https://shakespeareandco.princeton.edu/books/shakespeare-loves-labours-lost/
bacon-advancement-learning,The Advancement of Learning,"Bacon, Francis",,,,,,1605.0,Book,False,https://archive.org/details/in.ernet.dli.2015.272672,,,1,1,0,1937,2021-01-17T22:37:22+00:00,bacon-advancement-learning,,0,https://shakespeareandco.princeton.edu/books/bacon-advancement-learning/
webster-white-devil,The White Devil,"Webster, John",,,,,,1612.0,Book,False,https://archive.org/details/whitedevilanddu01websgoog,,,1,1,0,1920;1919,2021-10-29T03:04:48.348811+00:00,webster-white-devil,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/webster-white-devil/
cervantes-don-quixote,Don Quixote,"Cervantes, Miguel de",,,,,,1615.0,Book,False,,,,1,1,0,1929,2020-06-15T01:58:49+00:00,cervantes-don-quixote,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/cervantes-don-quixote/
burton-anatomy-melancholy,The Anatomy of Melancholy,"Burton, Robert",,,,,,1621.0,Book,False,,,,1,0,0,1934,2020-04-30T19:40:17+00:00,burton-anatomy-melancholy,,0,https://shakespeareandco.princeton.edu/books/burton-anatomy-melancholy/
descartes-geometrie,La géométrie,"Descartes, René",,,,,,1637.0,Book,False,,,,1,1,0,1928,2020-07-19T20:15:00+00:00,descartes-geometrie,['sunday_shopers'],[1],https://shakespeareandco.princeton.edu/books/descartes-geometrie/
browne-religio-medici,Religio Medici,"Browne, Thomas",,,,,,1643.0,Book,False,https://archive.org/details/religiomedicioth00browiala/page/n10/mode/2up,1906 The Religio Medici &amp; Other Writings of Sir Thomas Browne;1922,"At least two editions of Religio Medici circulated in the lending library. Marie Boscq borrowed The Religio Medici and Other Writings of Sir Thomas Browne (Everyman's Library, 1906). Irene Wissotzky borrowed Religio Medici, edited by W. Murison (Pitt Press Series, Cambridge University Press, 1922).",5,5,0,1937;1939;1940;1941,2020-05-22T03:03:50+00:00,browne-religio-medici,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/browne-religio-medici/
browne-vulgar-errors-pseudodoxia,Vulgar Errors (Pseudodoxia Epidemica),"Browne, Thomas",,,,,,1646.0,Book,False,https://archive.org/details/b22650337_0002,,,2,2,0,1939,2020-07-22T14:20:55+00:00,browne-vulgar-errors-pseudodoxia,"['overborrows', 'sunday_shopers']","[1, 1]",https://shakespeareandco.princeton.edu/books/browne-vulgar-errors-pseudodoxia/
hobbes-leviathan,Leviathan,"Hobbes, Thomas",,,,,,1651.0,Book,False,https://archive.org/details/in.ernet.dli.2015.96315,,,2,2,0,1938,2021-07-20T01:32:11+00:00,hobbes-leviathan,['unknown_borrows'],[1],https://shakespeareandco.princeton.edu/books/hobbes-leviathan/
greville-sir-fulke-grevilles,Sir Fulke Greville's Life of Sir Philip Sidney,"Greville, Fulke",,,,,,1652.0,Book,False,https://archive.org/details/sirfulkegreville00grevrich,,,1,1,0,1937,2021-11-06T01:25:30.634944+00:00,greville-sir-fulke-grevilles,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/greville-sir-fulke-grevilles/
julian-revelations-divine-love,Revelations of Divine Love,"Julian, of Norwich",,,,,,1670.0,Book,False,https://archive.org/details/revelationsofdiv0000juli_q7m8/page/n7/mode/2up,,,1,1,0,1938,2021-11-08T05:32:36.018321+00:00,julian-revelations-divine-love,['unknown_borrows'],[1],https://shakespeareandco.princeton.edu/books/julian-revelations-divine-love/
bunyan-pilgrims-progress,The Pilgrim's Progress,"Bunyan, John",,,,,,1678.0,Book,False,https://archive.org/details/pilgrimsprogress04buny,,,3,3,0,1936;1938;1939,2021-11-09T21:45:53.900541+00:00,bunyan-pilgrims-progress,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/bunyan-pilgrims-progress/
butler-hudibras,Hudibras,"Butler, Samuel",,,,,,1684.0,Book,False,https://archive.org/details/butlerhudibras00butl,2 vols.,,1,1,0,1938,2021-07-11T19:44:54+00:00,butler-hudibras,['unknown_borrows'],[1],https://shakespeareandco.princeton.edu/books/butler-hudibras/
swift-tale-tub,A Tale of a Tub,"Swift, Jonathan",,,,,,1704.0,Book,False,https://archive.org/details/in.ernet.dli.2015.40202/page/n7/mode/2up,,,6,5,1,1924;1934;1938;1939;1941,2020-05-16T17:39:20+00:00,swift-tale-tub,"['overborrows', 'sunday_shopers']","[1, 1]",https://shakespeareandco.princeton.edu/books/swift-tale-tub/
pope-essay-criticism,An Essay on Criticism,"Pope, Alexander",,,,,,1711.0,Book,False,https://archive.org/details/anessayoncritic00popegoog,,,2,2,0,1928;1936,2021-06-05T15:12:26+00:00,pope-essay-criticism,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/pope-essay-criticism/
pope-rape-lock,The Rape of the Lock,"Pope, Alexander",,,,,,1712.0,Book,False,https://archive.org/details/rapelockandothe00popegoog,,,2,2,0,1920;1936,2021-11-08T14:12:28.591798+00:00,pope-rape-lock,['sunday_shopers'],[1],https://shakespeareandco.princeton.edu/books/pope-rape-lock/
defoe-robinson-crusoe,Robinson Crusoe,"Defoe, Daniel",,,,,,1719.0,Book,False,https://archive.org/details/lifestrangeadven01defo/page/n9/mode/2up,,,3,3,0,1928;1938;1941,2020-06-02T14:53:01+00:00,defoe-robinson-crusoe,['overborrows'],[2],https://shakespeareandco.princeton.edu/books/defoe-robinson-crusoe/
defoe-journal-plague-year,A Journal of the Plague Year,"Defoe, Daniel",,,,,,1722.0,Book,False,https://archive.org/details/journalofplagu00defo/page/n5/mode/2up,,,2,2,0,1939;1941,2020-06-02T14:12:59+00:00,defoe-journal-plague-year,['overborrows'],[2],https://shakespeareandco.princeton.edu/books/defoe-journal-plague-year/
defoe-moll-flanders,Moll Flanders,"Defoe, Daniel",,,,,,1722.0,Book,False,https://archive.org/details/fortunesmisfortu0007defo/page/n11/mode/2up,,,15,14,1,1926;1927;1930;1934;1935;1936;1938;1939;1940;1942,2020-06-02T14:27:02+00:00,defoe-moll-flanders,"['overborrows', 'post1942_events', 'unknown_borrows']","[3, 1, 2]",https://shakespeareandco.princeton.edu/books/defoe-moll-flanders/
defoe-moll-flanders-roxana,Moll Flanders and Roxana,"Defoe, Daniel",,,,,,1724.0,Book,False,https://archive.org/details/fortunesandmisfo00defouoft/page/n3/mode/2up,,,2,2,0,1929;1924,2021-11-14T15:17:31.577477+00:00,defoe-moll-flanders-roxana,,0,https://shakespeareandco.princeton.edu/books/defoe-moll-flanders-roxana/
swift-gullivers-travels,Gulliver's Travels,"Swift, Jonathan",,,,,,1726.0,Book,False,https://archive.org/details/gulliverstravels00swif/page/n7/mode/2up,,,6,4,1,1926;1929;1961;1938;1939,2020-05-16T17:35:43+00:00,swift-gullivers-travels,"['overborrows', 'post1942_events']","[1, 1]",https://shakespeareandco.princeton.edu/books/swift-gullivers-travels/
defoe-tour-england-wales,A Tour through England and Wales,"Defoe, Daniel",,,,,,1727.0,Book,False,https://archive.org/details/in.ernet.dli.2015.79639,,,1,1,0,1938,2021-11-01T04:38:14.212338+00:00,defoe-tour-england-wales,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/defoe-tour-england-wales/
gay-beggars-opera,The Beggar's Opera,"Gay, John",,,,,,1728.0,Book,False,,,,2,2,0,1924;1934,2020-04-30T19:40:17+00:00,gay-beggars-opera,['unknown_borrows'],[1],https://shakespeareandco.princeton.edu/books/gay-beggars-opera/
richardson-pamela,Pamela,"Richardson, Samuel",,,,,,1740.0,Book,False,https://archive.org/details/pamel00rich/page/n5/mode/2up,2 vols.,,6,5,0,1937;1938;1939;1941,2020-07-13T12:49:38+00:00,richardson-pamela,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/richardson-pamela/
richardson-familiar-letters-important,Familiar Letters on Important Occasions,"Richardson, Samuel",,,,,,1741.0,Book,False,,,,2,1,0,1929,2020-04-30T19:40:19+00:00,richardson-familiar-letters-important,,0,https://shakespeareandco.princeton.edu/books/richardson-familiar-letters-important/
fielding-joseph-andrews,Joseph Andrews,"Fielding, Henry",,,,,,1742.0,Book,False,https://archive.org/details/historyofadventu00fiel_4/page/n19/mode/2up,,,5,5,0,1929;1931;1939;1941,2020-06-02T03:11:27+00:00,fielding-joseph-andrews,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/fielding-joseph-andrews/
fielding-jonathan-wild-journal,Jonathan Wild and the Journal of a Voyage to Lisbon,"Fielding, Henry",,,,,,1743.0,Book,False,https://archive.org/details/henryfielding10fiel/page/n7/mode/2up,,,1,1,0,1941,2020-07-14T13:44:38+00:00,fielding-jonathan-wild-journal,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/fielding-jonathan-wild-journal/
richardson-clarissa-history-young,Clarissa: Or the History of a Young Lady,"Richardson, Samuel",,,,,,1748.0,Book,False,https://archive.org/details/bub_gb_8fFD5tNdvn4C/page/n6/mode/2up,Vol. 1;Vol. 2,,6,6,0,1937;1938;1939;1925,2020-06-26T21:42:27+00:00,richardson-clarissa-history-young,['overborrows'],[5],https://shakespeareandco.princeton.edu/books/richardson-clarissa-history-young/
smollett-adventures-roderick-random,The Adventures of Roderick Random,"Smollett, Tobias",,,,,,1748.0,Book,False,https://archive.org/details/worksoftobiassmo00v1smol/page/n13/mode/2up,,,4,3,0,1938;1923;1924;1925,2020-06-02T15:18:09+00:00,smollett-adventures-roderick-random,,0,https://shakespeareandco.princeton.edu/books/smollett-adventures-roderick-random/
nugent-grand-tour,The Grand Tour,"Nugent, Thomas",,,,,,1749.0,Book,False,https://archive.org/details/bub_gb_fSZOAAAAYAAJ,,,2,2,0,1923,2021-06-22T02:51:56+00:00,nugent-grand-tour,,0,https://shakespeareandco.princeton.edu/books/nugent-grand-tour/
fielding-history-tom-jones,"The History of Tom Jones, a Foundling","Fielding, Henry",,,,,,1749.0,Book,False,https://archive.org/details/henryfielding03fiel/page/n7/mode/2up,Vol. 1;Vol. 2;2 vols.,,15,14,0,1922;1923;1925;1929;1933;1935;1936;1937;1938;1939;1941,2020-07-12T20:56:48+00:00,fielding-history-tom-jones,['overborrows'],[6],https://shakespeareandco.princeton.edu/books/fielding-history-tom-jones/
fielding-amelia,Amelia,"Fielding, Henry",,,,,,1751.0,Book,False,https://archive.org/details/henryfielding07fiel/page/n7/mode/2up,,,1,1,0,1941,2020-06-02T02:58:10+00:00,fielding-amelia,,0,https://shakespeareandco.princeton.edu/books/fielding-amelia/
smollett-adventures-peregrine-pickle,The Adventures of Peregrine Pickle,"Smollett, Tobias",,,,,,1751.0,Book,False,https://archive.org/details/worksoftobiassmo00v4smol/page/n13/mode/2up,Vol. 1;Vol. 2;Vol. 3;2 vols.,,10,10,0,1924;1926;1929;1930;1931;1933;1936,2020-07-11T20:04:55+00:00,smollett-adventures-peregrine-pickle,,0,https://shakespeareandco.princeton.edu/books/smollett-adventures-peregrine-pickle/
paltock-life-adventures-peter,The Life and Adventures of Peter Wilkins,"Paltock, Robert",,,,,,1751.0,Book,False,https://archive.org/details/lifeandadventure01paltuoft,,,2,2,0,1930;1946,2021-07-20T01:39:26+00:00,paltock-life-adventures-peter,['post1942_events'],[1],https://shakespeareandco.princeton.edu/books/paltock-life-adventures-peter/
smollett-adventures-ferdinand-count,The Adventures of Ferdinand Count Fathom,"Smollett, Tobias",,,,,,1753.0,Book,False,https://archive.org/details/cu31924016651360/page/n9/mode/2up,,,1,1,0,1927,2020-06-02T15:04:47+00:00,smollett-adventures-ferdinand-count,,0,https://shakespeareandco.princeton.edu/books/smollett-adventures-ferdinand-count/
voltaire-candide,Candide,Voltaire,,,,,,1759.0,Book,False,,,,2,2,0,1928;1939,2020-04-30T19:40:15+00:00,voltaire-candide,,0,https://shakespeareandco.princeton.edu/books/voltaire-candide/
johnson-history-rasselas-prince,"The History of Rasselas, Prince of Abissinia","Johnson, Samuel",,,,,,1759.0,Book,False,https://archive.org/details/cu31924097313179,,,2,2,0,1928;1938,2021-07-04T21:47:13+00:00,johnson-history-rasselas-prince,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/johnson-history-rasselas-prince/
sterne-life-opinions-tristram,"The Life and Opinions of Tristram Shandy, Gentleman","Sterne, Laurence",,,,,,1759.0,Book,False,https://archive.org/details/lifeopinionstri01stergoog/page/n12/mode/2up,Vol. 1,"Dorothee Chareau borrowed the first volume of a multivolume edition. For additional borrows of *Tristram Shandy,* see volume 1 of [*The Works of Sterne*](https://shakespeareandco.princeton.edu/books/sterne-works-sterne-life/).",6,6,0,1936;1937;1925;1941,2020-06-23T23:58:06+00:00,sterne-life-opinions-tristram,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/sterne-life-opinions-tristram/
smollett-life-adventures-sir,The Life and Adventures of Sir Launcelot Greaves,"Smollett, Tobias",,,,,,1760.0,Book,False,https://archive.org/details/adventuresofsirl00smol_0/page/n5/mode/2up,,,1,1,0,1929,2020-07-05T19:05:49+00:00,smollett-life-adventures-sir,,0,https://shakespeareandco.princeton.edu/books/smollett-life-adventures-sir/
rousseau-emile-education,"Emile, or On Education","Rousseau, Jean-Jacques",,,,,,1762.0,Book,False,https://archive.org/details/mileortreatiseo01rousgoog,,,1,1,0,1932,2021-05-25T21:07:32+00:00,rousseau-emile-education,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/rousseau-emile-education/
collins-poetical-works-william,The Poetical Works of William Collins,"Collins, William",,,,,,1765.0,Book,False,https://archive.org/details/poeticalworkswi01collgoog,,,1,1,0,1925,2021-11-08T23:55:21.299241+00:00,collins-poetical-works-william,,0,https://shakespeareandco.princeton.edu/books/collins-poetical-works-william/
swift-journal-stella,Journal to Stella,"Swift, Jonathan",,,,,,1766.0,Book,False,https://archive.org/details/journaltostella00swifgoog/page/n9/mode/2up,,,1,1,0,1941,2020-05-16T17:34:12+00:00,swift-journal-stella,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/swift-journal-stella/
goldsmith-vicar-wakefield,The Vicar of Wakefield,"Goldsmith, Oliver",,,,,,1766.0,Book,False,https://archive.org/details/vicarofwakefield01gold,,,9,9,0,1921;1923;1926;1934;1936;1937;1939;1941,2021-10-30T22:57:31.612574+00:00,goldsmith-vicar-wakefield,"['overborrows', 'sunday_shopers']","[2, 1]",https://shakespeareandco.princeton.edu/books/goldsmith-vicar-wakefield/
smollett-expedition-humphry-clinker,The Expedition of Humphry Clinker,"Smollett, Tobias",,,,,,1771.0,Book,False,https://archive.org/details/cu31924016651329/page/n13/mode/2up,Vol. 1;Vol. 2;2 vols.,,10,10,0,1926;1929;1930;1938;1941,2020-07-15T13:23:52+00:00,smollett-expedition-humphry-clinker,"['overborrows', 'unknown_borrows']","[2, 1]",https://shakespeareandco.princeton.edu/books/smollett-expedition-humphry-clinker/
paine-common-sense,Common Sense,"Paine, Thomas",,,,,,1776.0,Book,False,https://archive.org/details/bub_gb_e0oqAAAAYAAJ/page/n3/mode/2up,,,2,2,0,1937,2021-04-18T18:32:27+00:00,paine-common-sense,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/paine-common-sense/
gibbon-history-decline-fall,The History of the Decline and Fall of the Roman Empire,"Gibbon, Edward",,,,,,1776.0,Book,False,https://archive.org/details/in.ernet.dli.2015.498969,Vol. 1;2 vols.,,2,2,0,1938;1933,2021-07-04T21:51:41+00:00,gibbon-history-decline-fall,['overborrows'],[2],https://shakespeareandco.princeton.edu/books/gibbon-history-decline-fall/
burney-evelina-history-young,"Evelina: Or, the History of a Young Lady's Entrance into the World","Burney, Fanny",,,,,,1778.0,Book,False,https://archive.org/details/evelinabu00burnuoft/page/n9/mode/2up,,,9,9,0,1921;1922;1926;1933;1938;1940;1941,2020-05-31T12:42:48+00:00,burney-evelina-history-young,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/burney-evelina-history-young/
st-john-de-crevecoeur-letters-american-farmer,Letters from an American Farmer,"St. John de Crèvecoeur, J. Hector",,,,,,1783.0,Book,False,https://archive.org/details/lettersfromaname030634mbp,,,1,1,0,1939,2021-07-20T00:29:26+00:00,st-john-de-crevecoeur-letters-american-farmer,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/st-john-de-crevecoeur-letters-american-farmer/
grose-classical-dictionary-vulgar,A Classical Dictionary of the Vulgar Tongue,"Grose, Francis",,,,,,1785.0,Book,False,https://archive.org/details/b2876190x,,,1,1,0,1941;1942,2021-04-17T21:43:39+00:00,grose-classical-dictionary-vulgar,,0,https://shakespeareandco.princeton.edu/books/grose-classical-dictionary-vulgar/
lempriere-classical-dictionary-containing,Classical Dictionary: Containing a Full Account of all the Proper Names Mentioned in Ancient Authors,"Lemprière, John",,,,,,1788.0,Book,False,https://archive.org/details/b24863233,,,1,1,0,1932,2021-04-17T21:45:02+00:00,lempriere-classical-dictionary-containing,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/lempriere-classical-dictionary-containing/
franklin-autobiography-benjamin-franklin,The Autobiography of Benjamin Franklin,"Franklin, Benjamin",,,,,,1789.0,Book,False,https://archive.org/details/autobiobenfran00miffrich,,,3,2,1,1936;1941,2020-06-21T13:30:09+00:00,franklin-autobiography-benjamin-franklin,,0,https://shakespeareandco.princeton.edu/books/franklin-autobiography-benjamin-franklin/
boswell-life-samuel-johnson,Life of Samuel Johnson,"Boswell, James",,,,,,1791.0,Book,False,https://archive.org/details/in.ernet.dli.2015.125187,"Vol. 1;Vol. 2;Vol. 3;3 vols.;Vol. 2, Vol. 3",,13,13,0,1925;1926;1930;1937;1938;1939;1940,2021-07-20T02:05:16+00:00,boswell-life-samuel-johnson,['overborrows'],[4],https://shakespeareandco.princeton.edu/books/boswell-life-samuel-johnson/
radcliffe-mysteries-udolpho,The Mysteries of Udolpho,"Radcliffe, Ann",,,,,,1794.0,Book,False,https://archive.org/details/dli.ernet.503835,,,3,3,0,1939;1940;1941;1934,2021-11-13T20:28:38.658899+00:00,radcliffe-mysteries-udolpho,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/radcliffe-mysteries-udolpho/
foster-coquette-history-eliza,"The Coquette; Or, the History of Eliza Wharton","Foster, Hannah Webster",,,,,,1797.0,Book,False,,,,5,5,0,1928;1921;1922;1925,2020-04-30T19:40:21+00:00,foster-coquette-history-eliza,,0,https://shakespeareandco.princeton.edu/books/foster-coquette-history-eliza/
wordsworth-lyrical-ballads-poems,Lyrical Ballads,"Wordsworth, William;Coleridge, Samuel Taylor",,,,,,1798.0,Book,False,https://archive.org/details/lyricalballads00wordiala/page/n4/mode/2up,,,2,2,0,1937;1938,2020-05-18T13:53:22+00:00,wordsworth-lyrical-ballads-poems,['overborrows'],[2],https://shakespeareandco.princeton.edu/books/wordsworth-lyrical-ballads-poems/
godwin-memoirs-mary-wollstonecraft,Memoirs of Mary Wollstonecraft,"Godwin, William",,,,,,1798.0,Book,False,https://archive.org/details/bub_gb_7msEAAAAYAAJ/page/n7/mode/2up,,,1,1,0,1940,2020-05-21T02:35:08+00:00,godwin-memoirs-mary-wollstonecraft,,0,https://shakespeareandco.princeton.edu/books/godwin-memoirs-mary-wollstonecraft/
scott-lady-lake,The Lady of the Lake,"Scott, Walter",,,,,,1810.0,Book,False,https://archive.org/details/ladyoflake06scot/page/n7/mode/2up,,,1,1,0,1936,2020-05-27T23:57:26+00:00,scott-lady-lake,,0,https://shakespeareandco.princeton.edu/books/scott-lady-lake/
austen-sense-sensibility,Sense and Sensibility,"Austen, Jane",,,,,,1811.0,Book,False,https://archive.org/details/sensesensibility00austrich,,,6,6,0,1921;1922;1924;1934;1939;1940,2020-06-07T21:32:17+00:00,austen-sense-sensibility,['overborrows'],[2],https://shakespeareandco.princeton.edu/books/austen-sense-sensibility/
grimm-grimms-fairy-tales,Grimms' Fairy Tales,"Grimm, Jacob;Grimm, Wilhelm",,,,,,1812.0,Book,False,https://archive.org/details/in.ernet.dli.2015.136007,,,3,2,1,1929;1938;1923,2021-06-22T17:34:37+00:00,grimm-grimms-fairy-tales,,0,https://shakespeareandco.princeton.edu/books/grimm-grimms-fairy-tales/
wyss-swiss-family-robinson,The Swiss Family Robinson,"Wyss, Johann David",,,,,,1812.0,Book,False,https://archive.org/details/swissfamilyrobin00wyss,,,1,0,1,1929,2021-11-04T15:40:06.259946+00:00,wyss-swiss-family-robinson,,0,https://shakespeareandco.princeton.edu/books/wyss-swiss-family-robinson/
austen-pride-prejudice,Pride and Prejudice,"Austen, Jane",,,,,,1813.0,Book,False,https://archive.org/details/22578415.1582.emory.edu/page/n7/mode/2up,2 vols.,,11,11,0,1924;1926;1929;1930;1937;1939;1940;1941,2020-07-15T03:30:32+00:00,austen-pride-prejudice,,0,https://shakespeareandco.princeton.edu/books/austen-pride-prejudice/
austen-mansfield-park,Mansfield Park,"Austen, Jane",,,,,,1814.0,Book,False,https://archive.org/details/mansfieldpark00aust_1/page/n7/mode/2up,,,1,1,0,1939,2020-05-26T02:38:39+00:00,austen-mansfield-park,,0,https://shakespeareandco.princeton.edu/books/austen-mansfield-park/
scott-waverley,Waverley,"Scott, Walter",,,,,,1814.0,Book,False,https://archive.org/details/waverley01scotgoog/page/n7/mode/2up,,,1,1,0,1940;1941,2020-05-28T00:07:57+00:00,scott-waverley,,0,https://shakespeareandco.princeton.edu/books/scott-waverley/
austen-emma,Emma,"Austen, Jane",,,,,,1815.0,Book,False,https://archive.org/details/EmmaJaneAusten_753/page/n9/mode/2up,,,6,6,0,1924;1930;1938;1939;1940,2020-05-26T02:22:21+00:00,austen-emma,"['overborrows', 'sunday_shopers', 'unknown_borrows']","[2, 1, 1]",https://shakespeareandco.princeton.edu/books/austen-emma/
peacock-headlong-hall,Headlong Hall,"Peacock, Thomas Love",,,,,,1816.0,Book,False,https://archive.org/details/cu31924013534114,,,2,2,0,1936,2021-06-23T03:03:34+00:00,peacock-headlong-hall,,0,https://shakespeareandco.princeton.edu/books/peacock-headlong-hall/
coleridge-biographia-literaria,Biographia Literaria,"Coleridge, Samuel Taylor",,,,,,1817.0,Book,False,https://archive.org/details/biographialitera027747mbp/page/n8/mode/2up,,,5,4,1,1939;1940;1941,2020-05-18T13:57:50+00:00,coleridge-biographia-literaria,,0,https://shakespeareandco.princeton.edu/books/coleridge-biographia-literaria/
hazlitt-characters-shakespeares-plays,Characters of Shakespeare's Plays,"Hazlitt, William",,,,,,1817.0,Book,False,https://archive.org/details/charactersofsha00hazl/page/n10/mode/2up,Vol. 1,Published in the Everyman's Library series and as volume 1 of *The Collected Works of William Hazlitt.*,3,3,0,1923;1940;1919,2020-07-15T03:56:22+00:00,hazlitt-characters-shakespeares-plays,,0,https://shakespeareandco.princeton.edu/books/hazlitt-characters-shakespeares-plays/
austen-northanger-abbey,Northanger Abbey,"Austen, Jane",,,,,,1817.0,Book,False,https://archive.org/details/northangerabbey00austrich/page/n3/mode/2up,,,2,2,0,1939;1941,2020-07-06T02:14:20+00:00,austen-northanger-abbey,,0,https://shakespeareandco.princeton.edu/books/austen-northanger-abbey/
austen-persuasion,Persuasion,"Austen, Jane",,,,,,1817.0,Book,False,https://archive.org/details/persuasion00austuoft/page/n7/mode/2up,,,3,3,0,1939;1941;1927,2020-05-26T02:47:33+00:00,austen-persuasion,,0,https://shakespeareandco.princeton.edu/books/austen-persuasion/
scott-rob-roy,Rob Roy,"Scott, Walter",,,,,,1817.0,Book,False,https://archive.org/details/robroynovel00scotuoft/page/n9/mode/2up,,,3,3,0,1937;1940,2020-05-28T00:00:56+00:00,scott-rob-roy,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/scott-rob-roy/
thomson-seasons-summer,The Seasons: Summer,"Thomson, James",,,,,,1817.0,Book,False,https://archive.org/details/seasons00thom_5,,,2,2,0,1930;1927,2021-11-06T19:12:31.904265+00:00,thomson-seasons-summer,,0,https://shakespeareandco.princeton.edu/books/thomson-seasons-summer/
evelyn-diary-john-evelyn,The Diary of John Evelyn,"Evelyn, John","Bray, William",,,,,1818.0,Book,False,,,,2,2,0,1939;1941,2020-04-30T19:40:14+00:00,evelyn-diary-john-evelyn,['overborrows'],[1],https://shakespeareandco.princeton.edu/books/evelyn-diary-john-evelyn/
scott-heart-midlothian,The Heart of Midlothian,"Scott, Walter",,,,,,1818.0,Book,False,https://archive.org/details/heartofmidlothia00scot_2/page/n9/mode/2up,,,2,2,0,1937;1930,2020-05-27T23:10:31+00:00,scott-heart-midlothian,,0,https://shakespeareandco.princeton.edu/books/scott-heart-midlothian/
hazlitt-lectures-english-comic,Lectures on the English Comic Writers,"Hazlitt, William",,,,,,1819.0,Book,False,https://archive.org/details/in.ernet.dli.2015.123116,,,2,2,0,1937;1941;1942,2021-07-19T23:43:23+00:00,hazlitt-lectures-english-comic,,0,https://shakespeareandco.princeton.edu/books/hazlitt-lectures-english-comic/
