item_id,term,type,source
cassells-french-english,dictionary,genre,loc
cassells-french-english,French language,subject,loc
cassells-french-english,English language,subject,loc
huxley-crome-yellow,Fiction,genre,loc
huxley-crome-yellow,Humorous fiction.,genre,loc
huxley-crome-yellow,Satire.,genre,loc
huxley-crome-yellow,Intellectuals,subject,loc
huxley-crome-yellow,Country homes,subject,loc
de-la-mare-crossings-fairy-play,Fairy plays.,genre,loc
freud-delusion-dream-interpretation,Psychological fiction.,genre,loc
freud-delusion-dream-interpretation,Psychoanalysis,subject,loc
eastman-enjoyment-poetry,Poetry,subject,loc
matthews-essays-english,English language,subject,loc
bojer-god-woman,Fiction,genre,loc
moore-heloise-abelard,Fiction,genre,loc
walters-irish-poets-day,Poetry,genre,loc
walters-irish-poets-day,English poetry,subject,loc
van-vechten-lords-housetops-thirteen,Cats,subject,loc
drinkwater-mary-stuart-play,Drama,subject,loc
de-la-mare-memoirs-midget,Fiction,genre,loc
de-la-mare-memoirs-midget,Bildungsromans.,genre,loc
de-la-mare-memoirs-midget,Psychological fiction.,genre,loc
de-la-mare-memoirs-midget,Short people,subject,loc
de-la-mare-memoirs-midget,Circus performers,subject,loc
de-la-mare-memoirs-midget,Dwarfs (Persons),subject,loc
de-la-mare-memoirs-midget,Difference (Psychology),subject,loc
de-la-mare-memoirs-midget,Young women,subject,loc
crane-men-women-boats,Social life and customs,subject,loc
byrne-messer-marco-polo,novel,genre,loc
byrne-messer-marco-polo,Fiction,genre,loc
grierson-metaphysical-lyrics-poems,Metaphysics,subject,loc
grierson-metaphysical-lyrics-poems,"Civilization, Modern",subject,loc
grierson-metaphysical-lyrics-poems,English poetry,subject,loc
strindberg-plays-august-strindberg-third,Translations into English,subject,loc
moore-poems,bibliography,genre,loc
lawrence-psychoanalysis-unconscious,Subconsciousness,subject,loc
lawrence-psychoanalysis-unconscious,Unconscious (Psychology),subject,loc
lawrence-psychoanalysis-unconscious,Psychoanalysis,subject,loc
wells-russia-shadows,Social conditions,subject,loc
wells-russia-shadows,Communism,subject,loc
sabatini-scaramouche,Theater programs-Washington (D.C.),genre,loc
sabatini-scaramouche,Motion picture programs-Washington (D.C.),genre,loc
sabatini-scaramouche,Theater programs-1923.,genre,loc
sabatini-scaramouche,Drama,genre,loc
sabatini-scaramouche,Motion picture programs-1923.,genre,loc
sabatini-scaramouche,History,subject,loc
lawrence-sea-sardinia,Description and travel,subject,loc
calderon-tahiti-tihoti,Description and travel,subject,loc
russell-analysis-mind,Psychology,subject,loc
lubbock-craft-fiction,Fiction,subject,loc
lenotre-dauphin-louis-xvii,biography,genre,loc
oneill-emperor-jones,Authors' autographs (Provenance),genre,loc
neville-fourth-dimension,Hyperspace,subject,loc
angell-fruits-victory,Economic history,subject,loc
angell-fruits-victory,"World War, 1914-1918",subject,loc
scott-narrow-house,Historical fiction.,genre,loc
wells-salvaging-civilization-probable,Education,subject,loc
wells-salvaging-civilization-probable,"Civilization, Modern",subject,loc
maugham-trembling-leaf-little,Fiction,genre,loc
dos-passos-three-soldiers,bibliography,genre,loc
dos-passos-three-soldiers,Fiction,genre,loc
dos-passos-three-soldiers,War stories.,genre,loc
dos-passos-three-soldiers,Soldiers,subject,loc
dos-passos-three-soldiers,"World War, 1914-1918",subject,loc
jennings-shadows-o-henry,Biography,genre,loc
jennings-shadows-o-henry,Fugitives from justice,subject,loc
jennings-shadows-o-henry,Outlaws,subject,loc
jennings-shadows-o-henry,"Authors, American",subject,loc
jennings-shadows-o-henry,Friends and associates,subject,loc
jennings-shadows-o-henry,Prisoners,subject,loc
ford-thus-revisit-reminiscences,"Authors, English",subject,loc
ford-thus-revisit-reminiscences,English literature,subject,loc
galsworthy-let-forsyte-saga,Forsyte family (Fictitious characters),subject,loc
sitwell-wheels-1921-sixth,English poetry,subject,loc
dane-will-shakespeare-invention,Historical drama.,genre,loc
dane-will-shakespeare-invention,Drama,genre,loc
dane-will-shakespeare-invention,Dramatists,subject,loc
dane-will-shakespeare-invention,Drama,subject,loc
freeman-portrait-george-moore,bibliography,genre,loc
freeman-portrait-george-moore,biography,genre,loc
freeman-portrait-george-moore,Bibliography,subject,loc
bird-practical-guide-french,Wine and wine making,subject,loc
keynes-revision-treaty,"World War, 1914-1918",subject,loc
hecht-thousand-one-afternoons,biography,genre,loc
hecht-thousand-one-afternoons,Literary collections,genre,loc
hecht-thousand-one-afternoons,Homes and haunts,subject,loc
hogarth-arabia,History,subject,loc
lewis-babbitt,Fiction,genre,loc
lewis-babbitt,Satire.,genre,loc
lewis-babbitt,Psychological fiction.,genre,loc
lewis-babbitt,Businessmen,subject,loc
lewis-babbitt,Conformity,subject,loc
lewis-babbitt,Middle-aged men,subject,loc
ossendowski-beasts-men-gods,Description and travel,subject,loc
ossendowski-beasts-men-gods,Communism,subject,loc
piccoli-benedetto-croce-introduction,Aesthetics,subject,loc
freud-beyond-pleasure-principle,bibliography,genre,loc
freud-beyond-pleasure-principle,Pleasure,subject,loc
freud-beyond-pleasure-principle,Psychoanalysis,subject,loc
dreiser-book,Biography,genre,loc
dreiser-book,biography,genre,loc
dreiser-book,"Novelists, American",subject,loc
dreiser-book,Journalists,subject,loc
schnitzler-casanovas-homecoming,Adventure stories.,genre,loc
schnitzler-casanovas-homecoming,Biographical fiction.,genre,loc
schnitzler-casanovas-homecoming,Fiction,subject,loc
schnitzler-casanovas-homecoming,Sex customs,subject,loc
macgowan-continental-stagecraft,Theater,subject,loc
macgowan-continental-stagecraft,Theaters,subject,loc
spens-elizabethan-drama,English drama,subject,loc
lawrence-england-england-stories,Social life and customs,subject,loc
leacock-essays-literary-studies,Canadian wit and humor,subject,loc
lawrence-fantasia-unconscious,Subconsciousness,subject,loc
lawrence-fantasia-unconscious,Psychoanalysis,subject,loc
newell-footprints-spain,Description and travel,subject,loc
buchan-huntingtower,bibliography,genre,loc
buchan-huntingtower,Adventure stories.,genre,loc
buchan-huntingtower,Fiction,genre,loc
buchan-huntingtower,"McCunn, Dickson (Fictitious character)",subject,loc
buchan-huntingtower,Princesses,subject,loc
buchan-huntingtower,Kidnapping,subject,loc
oriordan-london-story-adam,Fiction,subject,loc
woolf-jacobs-room,Fiction,genre,loc
woolf-jacobs-room,Experimental fiction.,genre,loc
woolf-jacobs-room,Psychological fiction.,genre,loc
woolf-jacobs-room,Young men,subject,loc
bramah-kai-lungs-golden,Kai Lung (Fictitious character),subject,loc
butler-vie-habitude,Evolution,subject,loc
butler-vie-habitude,Habit,subject,loc
butler-vie-habitude,Life,subject,loc
jesperson-language-nature-development,English language,subject,loc
lorand-life-shortening-habits,bibliography,genre,loc
lorand-life-shortening-habits,Health,subject,loc
lorand-life-shortening-habits,Rejuvenation,subject,loc
lorand-life-shortening-habits,Aging,subject,loc
ellis-little-essays-love,Sexual ethics,subject,loc
ellis-little-essays-love,Sex,subject,loc
ellis-little-essays-love,Marriage,subject,loc
byron-lord-byrons-correspondence,biography,genre,loc
byron-lord-byrons-correspondence,"Poets, English",subject,loc
byron-lord-byrons-correspondence,Correspondence,subject,loc
macaulay-mystery-geneva-improbable,Fiction,genre,loc
macaulay-mystery-geneva-improbable,Detective and mystery stories.,genre,loc
graves-english-poetry-irregular,English poetry,subject,loc
cather-one,Fiction,genre,loc
cather-one,War stories.,genre,loc
cather-one,Farm life,subject,loc
cather-one,Soldiers,subject,loc
cather-one,"World War, 1914-1918",subject,loc
maynard-best-poets-english,American poetry,subject,loc
maynard-best-poets-english,English poetry,subject,loc
orage-readers-writers,"Literature, Modern",subject,loc
sandburg-rootabaga-stories,Fairy tales,subject,loc
sandburg-rootabaga-stories,Short stories,subject,loc
sandburg-rootabaga-stories,"Children's stories, American",subject,loc
webb-seven-secret-love,Love stories.,genre,loc
einstein-sidelights-relativity,Relativity (Physics),subject,loc
bell-since-cezanne,Post-impressionism (Art),subject,loc
bell-since-cezanne,Art,subject,loc
rutter-contemporary-artists,"Painters, British. [from old catalog]",subject,loc
ervine-impressions-elders,English literature,subject,loc
aeschylus-suppliant-maidens,Drama,genre,loc
proust-swanns-way,Social life and customs,subject,loc
nathan-critic-drama,Dramatic criticism,subject,loc
nathan-critic-drama,Theater,subject,loc
nathan-critic-drama,Drama,subject,loc
crowley-diary-drug-fiend,Fiction,genre,loc
crowley-diary-drug-fiend,Psychological fiction.,genre,loc
crowley-diary-drug-fiend,Drug addicts,subject,loc
crowley-diary-drug-fiend,Drug abuse,subject,loc
cummings-enormous-room,Fiction,genre,loc
cummings-enormous-room,War stories.,genre,loc
cummings-enormous-room,Autobiographical fiction.,genre,loc
cummings-enormous-room,"World War, 1914-1918",subject,loc
cummings-enormous-room,Americans,subject,loc
cummings-enormous-room,Concentration camps,subject,loc
cummings-enormous-room,Ambulance drivers,subject,loc
cummings-enormous-room,Concentration camp inmates,subject,loc
galsworthy-forsyte-saga,Domestic fiction.,genre,loc
galsworthy-forsyte-saga,Fiction,genre,loc
galsworthy-forsyte-saga,Forsyte family (Fictitious characters),subject,loc
woodroffe-garland-letters,Tantras. [from old catalog],subject,loc
woodroffe-garland-letters,Shaktism. [from old catalog],subject,loc
crichton-lure-old-paris,Social life and customs,subject,loc
crichton-lure-old-paris,Description and travel,subject,loc
carington-measurement-emotion,bibliography,genre,loc
carington-measurement-emotion,Emotions,subject,loc
woodson-negro-history,African Americans,subject,loc
woodson-negro-history,Slavery,subject,loc
sinclair-new-idealism,Idealism,subject,loc
sinclair-new-idealism,"Philosophy, Modern",subject,loc
croce-poetry-dante,bibliography,genre,loc
croce-poetry-dante,Criticism and interpretation,subject,loc
russell-problem-china,Civilization,subject,loc
russell-problem-china,Foreign relations,subject,loc
russell-problem-china,Politics and government,subject,loc
milne-red-house-mystery,Fiction,genre,loc
milne-red-house-mystery,Mystery and detective stories,subject,loc
eliot-waste-land,bibliography,genre,loc
pirandello-three-plays,Translations into English,genre,loc
pirandello-three-plays,bibliography,genre,loc
pirandello-three-plays,drama,genre,loc
pirandello-three-plays,text,genre,loc
huneker-variations,Music,subject,loc
huneker-variations,Art,subject,loc
huneker-variations,"Literature, Modern",subject,loc
meier-graefe-vincent-van-gogh,biography,genre,loc
wells-washington-hope-peace,World politics,subject,loc
wells-washington-hope-peace,Peace,subject,loc
overton-winter-comes-main,bibliography,genre,loc
overton-winter-comes-main,American literature,subject,loc
overton-winter-comes-main,English literature,subject,loc
overton-winter-comes-main,Intellectual life,subject,loc
nicoll-history-restoration-drama,bibliography,genre,loc
nicoll-history-restoration-drama,English drama,subject,loc
nicoll-history-restoration-drama,Theater,subject,loc
adams-life-william-shakespeare,biography,genre,loc
adams-life-william-shakespeare,Biography,subject,loc
untermeyer-american-poetry-since,American poetry,subject,loc
kroeber-anthropology,Anthropology,subject,loc
toomer-cane,bibliography,genre,loc
toomer-cane,Fiction,genre,loc
toomer-cane,text,genre,loc
toomer-cane,FICTION / African American / General,subject,loc
toomer-cane,African Americans,subject,loc
toomer-cane,FICTION / Literary,subject,loc
toomer-cane,Racism,subject,loc
toomer-cane,FICTION / Classics,subject,loc
yeats-early-memories-chapters,biography,genre,loc
yeats-early-memories-chapters,"Authors, Irish",subject,loc
yeats-early-memories-chapters,Portrait painters,subject,loc
peacock-english-prose-volume,English prose literature,subject,loc
huxley-essays-biologist,bibliography,genre,loc
huxley-essays-biologist,Biology,subject,loc
eaton-famous-poison-trials,Trials (Poisoning),subject,loc
eaton-famous-poison-trials,Trials (Murder),subject,loc
coulton-five-centuries-religion,Church history,subject,loc
coulton-five-centuries-religion,Monasticism and religious orders,subject,loc
stevens-harmonium,text,genre,loc
stevens-harmonium,American poetry,subject,loc
anderson-many-marriages,text,genre,loc
anderson-many-marriages,Fiction,genre,loc
anderson-many-marriages,Marriage,subject,loc
scott-moncrieff-marcel-proust-english,biography,genre,loc
moore-marriage,Marriage,subject,loc
wells-men-like-gods,Science fiction.,genre,loc
bryant-mirrors-moscow,Biography,genre,loc
bryant-mirrors-moscow,History,subject,loc
gordon-modern-french-painters,Post-impressionism (Art),subject,loc
gordon-modern-french-painters,Painters,subject,loc
gordon-modern-french-painters,Painting,subject,loc
gordon-modern-french-painters,Impressionism (Art),subject,loc
gosse-books-table-2,Literature,subject,loc
rosenfeld-musical-chronicle-1917,Music,subject,loc
murry-pencillings-little-essays,Literature,subject,loc
mcalmon-post-adolescence-selection,government publication,genre,loc
abercrombie-principles-english-prosody,English language,subject,loc
bennett-riceyman-steps,text,genre,loc
andreyev-samson-chains-posthumous,Tragedies.,genre,loc
craig-scene,Theaters,subject,loc
santayana-scepticism-animal-faith,Skepticism,subject,loc
santayana-scepticism-animal-faith,Belief and doubt,subject,loc
raleigh-authors-collection-literary,Literature,subject,loc
raleigh-authors-collection-literary,English literature,subject,loc
villard-newspapers-newspaper-men,Biography,genre,loc
villard-newspapers-newspaper-men,Press,subject,loc
villard-newspapers-newspaper-men,American newspapers,subject,loc
villard-newspapers-newspaper-men,Journalists,subject,loc
dos-passos-streets-night,bibliography,genre,loc
lawrence-studies-classic-american,American literature,subject,loc
hadow-studies-modern-music,Musical form,subject,loc
conrad-suspense,"LITERARY CRITICISM / European / English, Irish, Scottish, Welsh",subject,loc
fausset-tennyson-modern-portrait,bibliography,genre,loc
fausset-tennyson-modern-portrait,biography,genre,loc
dreiser-color-great-city,Description and travel,subject,loc
dreiser-color-great-city,Social conditions,subject,loc
radiguet-devil-flesh,Love stories.,genre,loc
collins-doctor-looks-literature,Fiction,subject,loc
collins-doctor-looks-literature,Authors,subject,loc
collins-doctor-looks-literature,Psychological fiction,subject,loc
collins-doctor-looks-literature,"Literature, Modern",subject,loc
vaerting-dominant-sex-study,Sex differences (Psychology),subject,loc
hardy-famous-tragedy-queen,Tragedies.,genre,loc
hardy-famous-tragedy-queen,Iseult (Legendary character),subject,loc
hardy-famous-tragedy-queen,Arthurian romances,subject,loc
hardy-famous-tragedy-queen,Queens,subject,loc
gorgolini-fascist-movement-italy,Politics and government,subject,loc
oneill-hairy-ape,Drama,genre,loc
oneill-hairy-ape,Unskilled labor,subject,loc
oneill-hairy-ape,Social classes,subject,loc
lee-handling-words-studies,Authorship,subject,loc
lee-handling-words-studies,Literary style,subject,loc
tatchell-happy-traveller-book,Travel,subject,loc
gwynn-history-ireland,History,subject,loc
kennedy-ladies-lyndon,Domestic fiction.,genre,loc
lawrence-ladybird,bibliography,genre,loc
james-last-valerii-master,short story,genre,loc
james-last-valerii-master,bibliography,genre,loc
james-last-valerii-master,Ghost stories.,genre,loc
james-last-valerii-master,text,genre,loc
james-last-valerii-master,"Ghost stories, English",subject,loc
bojer-last-vikings,bibliography,genre,loc
bojer-last-vikings,Fiction,genre,loc
ogden-meaning-meaning-study,Language and languages,subject,loc
ogden-meaning-meaning-study,Meaning (Psychology),subject,loc
archer-old-drama-new,English drama,subject,loc
drinkwater-outline-literature,Literature,subject,loc
russell-prospects-industrial-civilization,bibliography,genre,loc
russell-prospects-industrial-civilization,Socialism,subject,loc
steuart-romance-paris-streets,History,subject,loc
steuart-romance-paris-streets,Streets,subject,loc
conrad-rover,War stories,genre,loc
conrad-rover,text,genre,loc
conrad-rover,Fiction,genre,loc
conrad-rover,"Napoleonic Wars, 1800-1815",subject,loc
arlen-charming-people,Fiction,genre,loc
arlen-charming-people,Social life and customs,subject,loc
machen-things-near-far,biography,genre,loc
hemingway-three-stories-ten,text,genre,loc
hemingway-three-stories-ten,LITERARY COLLECTIONS / American / General,subject,loc
boyd-wheat,"World War, 1914-1918",subject,loc
douglas-together,Description and travel,subject,loc
bryher-two-selves,bibliography,genre,loc
bryher-two-selves,Fiction,genre,loc
bryher-two-selves,government publication,genre,loc
bryher-two-selves,Lesbians,subject,loc
bryher-two-selves,"Autobiographical fiction, English",subject,loc
dostoyevsky-white-nights-stories,Translations into English,genre,loc
ludovici-woman-vindication,Sex,subject,loc
ludovici-woman-vindication,Women,subject,loc
stelling-yea-nay-series,Literature,subject,loc
stelling-yea-nay-series,Social problems,subject,loc
stelling-yea-nay-series,Debates and debating,subject,loc
forster-passage-india,Political fiction.,genre,loc
forster-passage-india,Fiction,subject,loc
forster-passage-india,British,subject,loc
forster-passage-india,Race relations,subject,loc
bell-pilgrim-spain,Description and travel,subject,loc
anderson-story-tellers-story,biography,genre,loc
simpson-study-prose-works,bibliography,genre,loc
simpson-study-prose-works,Prose,subject,loc
larbaud-o-barnabooth-diary,biography,genre,loc
smith-andy-gump,Gumps (Fictitious characters),subject,loc
smith-andy-gump,"Comic books, strips, etc",subject,loc
follett-arnold-bennett,biography,genre,loc
sullivan-atoms-electrons,Electrons,subject,loc
sullivan-atoms-electrons,Atoms,subject,loc
shanks-bernard-shaw,bibliography,genre,loc
mann-buddenbrooks,Domestic fiction.,genre,loc
mann-buddenbrooks,Fiction,genre,loc
mann-buddenbrooks,Families,subject,loc
hamsun-children-age,Fiction,genre,loc
lalou-contemporary-french-literature,French literature,subject,loc
murry-discoveries-essays-literary,Literature,subject,loc
lofting-doctor-dolittles-circus,Animals,subject,loc
lofting-doctor-dolittles-circus,Fantasy,subject,loc
lofting-doctor-dolittles-circus,Circus,subject,loc
romains-eyeless-sight-study,Psychophysiology,subject,loc
romains-eyeless-sight-study,Vision,subject,loc
miro-figures-passion-lord,Passion,subject,loc
beebe-galapagos-worlds-end,bibliography,genre,loc
beebe-galapagos-worlds-end,Natural history,subject,loc
beebe-galapagos-worlds-end,Description and travel,subject,loc
russell-icarus-future-science,Science,subject,loc
russell-icarus-future-science,Civilization,subject,loc
russell-icarus-future-science,Science and state,subject,loc
gorman-james-joyce-first,Childhood and youth,subject,loc
fausset-john-donne-study,biography,genre,loc
fausset-john-donne-study,Criticism and interpretation,subject,loc
ford-joseph-conrad-personal,biography,genre,loc
ford-joseph-conrad-personal,Friends and associates,subject,loc
lagerlof-marbacka,biography,genre,loc
lagerlof-marbacka,"Authors, Swedish",subject,loc
power-medieval-people,text,genre,loc
power-medieval-people,"Civilization, Medieval",subject,loc
magnus-memoirs-foreign-legion,biography,genre,loc
woolf-mr-bennett-mrs,English literature,subject,loc
jordan-smith-strange-altars-book,Literature,subject,loc
aumonier-overheard,Social life and customs,subject,loc
wilson-paris-parade,Social life and customs,subject,loc
wilson-paris-parade,Description and travel,subject,loc
benson-pipers-dancer,Authors' presentation copies (Provenance),genre,loc
rosenfeld-port-new-york,biography,genre,loc
rosenfeld-port-new-york,government publication,genre,loc
rosenfeld-port-new-york,American literature,subject,loc
rosenfeld-port-new-york,Painters,subject,loc
rosenfeld-port-new-york,Painting,subject,loc
boyd-portraits-real-imaginary,American literature,subject,loc
boyd-portraits-real-imaginary,English literature,subject,loc
dobree-restoration-comedy-1660,bibliography,genre,loc
dobree-restoration-comedy-1660,English drama (Comedy),subject,loc
dobree-restoration-comedy-1660,English drama,subject,loc
lunn-roman-converts,Catholic converts,subject,loc
shaw-saint-joan-chronicle,Drama,genre,loc
ferber-big,Fiction,genre,loc
ferber-big,Domestic fiction.,genre,loc
ferber-big,Bildungsromans.,genre,loc
ferber-big,Gamblers,subject,loc
ferber-big,Fathers and daughters,subject,loc
mansfield-something-childish-stories,Social life and customs,subject,loc
sitwell-southern-baroque-art,Art,subject,loc
sitwell-southern-baroque-art,"Art, Baroque",subject,loc
hulme-speculations-essays-humanism,Humanism,subject,loc
hulme-speculations-essays-humanism,Art,subject,loc
stories-dial,Short stories,subject,loc
schiller-tantalus-future-man,Civilization,subject,loc
schiller-tantalus-future-man,Eugenics,subject,loc
lawrence-boy-bush,Bildungsromane.,genre,loc
lawrence-boy-bush,Frontier and pioneer life,subject,loc
lawrence-boy-bush,Fiction,subject,loc
lawrence-boy-bush,British,subject,loc
lawrence-boy-bush,Young men,subject,loc
sampson-cambridge-book-prose,Translations into English,genre,loc
sampson-cambridge-book-prose,Modernized versions,genre,loc
sampson-cambridge-book-prose,"Latin literature, Medieval and modern",subject,loc
sampson-cambridge-book-prose,English literature,subject,loc
kennedy-constant-nymph,text,genre,loc
kennedy-constant-nymph,Fiction,genre,loc
kennedy-constant-nymph,Composers,subject,loc
blavatsky-letters-h-p,biography,genre,loc
blavatsky-letters-h-p,Theosophy,subject,loc
blavatsky-letters-h-p,Correspondence,subject,loc
schreiner-letters-olive-schreiner,biography,genre,loc
schreiner-letters-olive-schreiner,"Authors, South African",subject,loc
schreiner-letters-olive-schreiner,Feminists,subject,loc
schreiner-letters-olive-schreiner,Correspondence,subject,loc
bianchi-life-letters-emily,biography,genre,loc
bianchi-life-letters-emily,"Poets, American",subject,loc
bianchi-life-letters-emily,Correspondence,subject,loc
cronwright-schreiner-life-olive-schreiner,biography,genre,loc
carter-new-theatre-cinema,Theater,subject,loc
carter-new-theatre-cinema,Motion pictures,subject,loc
turgenev-plays-ivan-s,Translations into English,subject,loc
keith-sanskrit-drama-origin,Sanskrit drama,subject,loc
seldes-seven-lively-arts,Performing arts,subject,loc
newman-short-storys-mutations,Short stories,subject,loc
newman-short-storys-mutations,Short story,subject,loc
van-vechten-tattoed-countess-romantic,Authors' presentation copies (Provenance),genre,loc
van-vechten-tattoed-countess-romantic,Authors' autographs (Provenance),genre,loc
oppenheim-terrible-hobby-sir,Detective and mystery stories.,genre,loc
galsworthy-white-monkey,Domestic fiction.,genre,loc
galsworthy-white-monkey,Fiction,genre,loc
galsworthy-white-monkey,Families,subject,loc
galsworthy-white-monkey,Forsyte family (Fictitious characters),subject,loc
golding-wonder-book-wild,Hunting,subject,loc
golding-wonder-book-wild,Voyages and travels,subject,loc
bacot-three-tibetan-mysteries,Translations into English,genre,loc
bacot-three-tibetan-mysteries,index,genre,loc
bacot-three-tibetan-mysteries,Tibetan drama,subject,loc
steed-thirty-years-1892,biography,genre,loc
steed-thirty-years-1892,Politics and government,subject,loc
steed-thirty-years-1892,"World War, 1914-1918",subject,loc
murry-unknown-god-essays,Christianity,subject,loc
cummings-tulips-chimneys,Manuscripts,subject,loc
cummings-tulips-chimneys,"Manuscripts, American",subject,loc
mcalmon-village-happened-fifteen,bibliography,genre,loc
mcalmon-village-happened-fifteen,government publication,genre,loc
damon-william-blake-philosophy,bibliography,genre,loc
damon-william-blake-philosophy,Philosophy,subject,loc
damon-william-blake-philosophy,Philosophy in literature,subject,loc
damon-william-blake-philosophy,Symbolism in literature,subject,loc
sugimoto-daughter-samurai,Social life and customs,subject,loc
child-diplomat-looks-europe,Foreign relations,subject,loc
child-diplomat-looks-europe,Politics and government,subject,loc
robinson-golden-treasury-irish,Poetry,genre,loc
robinson-golden-treasury-irish,Irish poetry,subject,loc
robinson-golden-treasury-irish,English poetry,subject,loc
nicoll-history-early-eighteenth,bibliography,genre,loc
nicoll-history-early-eighteenth,English drama,subject,loc
nicoll-history-early-eighteenth,Theater,subject,loc
nicoll-history-early-18th,bibliography,genre,loc
nicoll-history-early-18th,English drama,subject,loc
nicoll-history-early-18th,Theater,subject,loc
keynes-short-view-russia,Economic conditions,subject,loc
keynes-short-view-russia,Communism,subject,loc
mander-allen-adair,Fiction,subject,loc
huxley-along-road-notes,Voyages and travels,subject,loc
dreiser-american-tragedy,bibliography,genre,loc
dreiser-american-tragedy,Fiction,genre,loc
dreiser-american-tragedy,Love stories.,genre,loc
dreiser-american-tragedy,Legal stories.,genre,loc
dreiser-american-tragedy,Social classes,subject,loc
dreiser-american-tragedy,Trials (Murder),subject,loc
dreiser-american-tragedy,Young men,subject,loc
dreiser-american-tragedy,Triangles (Interpersonal relations),subject,loc
piozzi-anecdotes-samuel-johnson,biography,genre,loc
forster-anonymity-enquiry,Authorship,subject,loc
lewis-arrowsmith,Motion picture programs-1931.,genre,loc
lewis-arrowsmith,Motion picture programs-New York (State)-New York.,genre,loc
lewis-arrowsmith,Theater programs-1931.,genre,loc
lewis-arrowsmith,Theater programs-New York (State)-New York.,genre,loc
wren-beau-geste,text,genre,loc
wren-beau-geste,Adventure stories.,genre,loc
wren-beau-geste,Fiction,genre,loc
wren-beau-geste,"History, Military",subject,loc
obrien-best-short-stories-1924,"Short stories, American",subject,loc
obrien-best-short-stories-1924,Social life and customs,subject,loc
thomas-beyond-khyber-pass,Description and travel,subject,loc
craig-books-theatres,Theater,subject,loc
craig-books-theatres,Books,subject,loc
werner-brigham-young,bibliography,genre,loc
werner-brigham-young,biography,genre,loc
werner-brigham-young,Mormon Church,subject,loc
h-d-collected-poems,bibliography,genre,loc
cullen-color,Poetry,genre,loc
cullen-color,African Americans,subject,loc
graves-contemporary-techniques-poetry,Poetics,subject,loc
graves-contemporary-techniques-poetry,English poetry,subject,loc
mann-death-venice,Fiction,subject,loc
sitwell-discursions-travel-art,Description and travel,subject,loc
van-vechten-firecrackers-realistic-novel,Fiction,genre,loc
chramoff-flying-osip-stories,Social life and customs,subject,loc
chramoff-flying-osip-stories,"Short stories, Russian",subject,loc
loos-gentlemen-prefer-blondes,Fiction,genre,loc
loos-gentlemen-prefer-blondes,Humorous fiction.,genre,loc
loos-gentlemen-prefer-blondes,Diary fiction.,genre,loc
loos-gentlemen-prefer-blondes,Millionaires,subject,loc
loos-gentlemen-prefer-blondes,Young women,subject,loc
loos-gentlemen-prefer-blondes,Man-woman relationships,subject,loc
crane-georges-mother-blue,Fiction,genre,loc
crane-georges-mother-blue,Psychological fiction.,genre,loc
crane-georges-mother-blue,Suicide victims,subject,loc
crane-georges-mother-blue,Slums,subject,loc
crane-georges-mother-blue,Prostitutes,subject,loc
crane-georges-mother-blue,Poor women,subject,loc
crane-georges-mother-blue,Poor families,subject,loc
brinton-golden-age-medici,Renaissance,subject,loc
brinton-golden-age-medici,History,subject,loc
clark-great-short-novels,Collections,genre,loc
clark-great-short-novels,Fiction,subject,loc
clark-great-short-stories,Short stories,subject,loc
edgar-henry-james-man,biography,genre,loc
russell-hypatia-woman-knowledge,Women,subject,loc
williams-american-grain,biography,genre,loc
williams-american-grain,Discovery and exploration,subject,loc
williams-american-grain,History,subject,loc
lewisohn-israel,Jews,subject,loc
eastman-leon-trotsky-portrait,biography,genre,loc
capek-letters-england,Description and travel,subject,loc
ludovici-lysistrata-woman-s,Women,subject,loc
sinclair-mammonart-essay-economic,Arts and society,subject,loc
sinclair-mammonart-essay-economic,Economics and literature,subject,loc
sinclair-mammonart-essay-economic,Literature,subject,loc
dos-passos-manhattan-transfer,Fiction,genre,loc
pierre-quint-marcel-proust-vie,biography,genre,loc
arlen-may-fair,Fiction,subject,loc
arlen-may-fair,History,subject,loc
woolf-mrs-dalloway,bibliography,genre,loc
woolf-mrs-dalloway,Psychological fiction.,genre,loc
woolf-mrs-dalloway,Domestic fiction.,genre,loc
woolf-mrs-dalloway,text,genre,loc
woolf-mrs-dalloway,Fiction,genre,loc
woolf-mrs-dalloway,Married women,subject,loc
woolf-mrs-dalloway,Suicide victims,subject,loc
woolf-mrs-dalloway,Middle-aged women,subject,loc
woolf-mrs-dalloway,Triangles (Interpersonal relations),subject,loc
beasley-first-thirty-years,text,genre,loc
beasley-first-thirty-years,biography,genre,loc
beasley-first-thirty-years,Biography,genre,loc
beasley-first-thirty-years,Victims of family violence,subject,loc
beasley-first-thirty-years,Feminists,subject,loc
beasley-first-thirty-years,Women teachers,subject,loc
beasley-first-thirty-years,Poor whites,subject,loc
beasley-first-thirty-years,Women journalists,subject,loc
beasley-first-thirty-years,Modernism (Literature),subject,loc
burke-nights-town,Social life and customs,subject,loc
fay-original-letters-india,bibliography,genre,loc
fay-original-letters-india,biography,genre,loc
fay-original-letters-india,Correspondence,genre,loc
fay-original-letters-india,British,subject,loc
fay-original-letters-india,Women,subject,loc
fay-original-letters-india,Travel,subject,loc
fay-original-letters-india,History,subject,loc
fay-original-letters-india,Description and travel,subject,loc
fay-original-letters-india,Social life and customs,subject,loc
ervine-parnell,bibliography,genre,loc
ervine-parnell,biography,genre,loc
ervine-parnell,Politics and government,subject,loc
sitwell-poetry-criticism,Poetry,subject,loc
