item_id,term,type,source
glenn-east-eden,New York (State)--New York,subject,oclc
buck-east-wind-west,China,subject,oclc
bede-ecclesiastical-history-english,Great Britain,subject,oclc
beckett-echos-bones-precipitates,French and Belgian,subject,oclc
ransome-edgar-allan-poe,Edgar Allan Poe,subject,oclc
russell-education-social-order,Education,subject,oclc
russell-education-social-order,Education--Aims and objectives,subject,oclc
russell-education-social-order,Sociology,subject,oclc
spencer-education-intellectual-moral,Education,subject,oclc
meredith-egoist,English fiction,subject,oclc
meredith-egoist,English fiction--19th century,subject,oclc
bordeux-eleonora-duse-story,Eleonora Duse,subject,oclc
pound-eleven-new-cantos,"Poets, American",subject,oclc
harrison-elizabethan-journal,Great Britain,subject,oclc
terry-ellen-terry-bernard,Bernard Shaw,subject,oclc
terry-ellen-terry-bernard,Ellen Terry,subject,oclc
bennett-elsie-child-stories,"Short stories, English",subject,oclc
brooks-emerson-others,American literature,subject,oclc
austen-emma,England,subject,oclc
austen-emma,Manners and customs,subject,oclc
austen-emma,Young women,subject,oclc
encyclopaedia-britannica,Art,subject,oclc
encyclopaedia-britannica,Encyclopedias,subject,oclc
encyclopaedia-britannica,Engraving,subject,oclc
encyclopaedia-britannica,Drawing,subject,oclc
encyclopaedia-britannica,Illustration of books,subject,oclc
richardson-end-childhood-stories,Girls,subject,oclc
richardson-end-childhood-stories,Women authors,subject,oclc
richardson-end-childhood-stories,Boys,subject,oclc
huxley-ends-means-enquiry,Social problems,subject,oclc
king-england-wordsworth-dickens,England,subject,oclc
king-england-wordsworth-dickens,Manners and customs,subject,oclc
king-england-wordsworth-dickens,English literature,subject,oclc
king-england-wordsworth-dickens,English literature--19th century,subject,oclc
sitwell-england-reclaimed,"Pastoral poetry, English",subject,oclc
thackeray-english-humorists-eighteenth,English literature,subject,oclc
thackeray-english-humorists-eighteenth,English wit and humor,subject,oclc
thackeray-english-humorists-eighteenth,English literature--18th century--History and criticism,subject,oclc
thackeray-english-humorists-eighteenth,English wit and humor--History and criticism,subject,oclc
thackeray-english-humorists-eighteenth,"Humorists, English",subject,oclc
priestley-english-journey,Travel,subject,oclc
priestley-english-journey,England,subject,oclc
english-literature,English literature,subject,oclc
english-literature,English literature--History and criticism,subject,oclc
emerson-english-traits,Travel,subject,oclc
emerson-english-traits,England,subject,oclc
emerson-english-traits,Manners and customs,subject,oclc
emerson-english-traits,"National characteristics, English",subject,oclc
peacock-english-verse,American poetry,subject,oclc
peacock-english-verse,English poetry,subject,oclc
renier-english-human,"National characteristics, English",subject,oclc
masefield-enslaved-poems,Poetry,subject,oclc
zweig-erasmus-rotterdam,Desiderius Erasmus,subject,oclc
butler-erewhon-revisited-twenty,Utopias,subject,oclc
lawrence-escaped-cock,D. H. Lawrence,subject,oclc
gingrich-esquire,Men,subject,oclc
macaulay-essay-bacon,Francis Bacon,subject,oclc
meredith-essay-comedy-uses,Comedy,subject,oclc
pope-essay-criticism,Poetry,subject,oclc
pope-essay-criticism,Criticism,subject,oclc
emerson-essays,Miniature books,subject,oclc
yeats-essays,Literature,subject,oclc
macaulay-macaulay-essays,France,subject,oclc
macaulay-macaulay-essays,Legislators,subject,oclc
macaulay-macaulay-essays,B. Barère,subject,oclc
thoreau-essays-writings-henry,Entertainment computing,subject,oclc
arnold-essays-criticism,English literature,subject,oclc
arnold-essays-criticism,Criticism,subject,oclc
arnold-essays-criticism,English literature--19th century,subject,oclc
arnold-essays-criticism,Literary style,subject,oclc
huxley-essays-popular-science,Biology,subject,oclc
ellis-essays-war-time,Women--Social conditions,subject,oclc
ellis-essays-war-time,Sex,subject,oclc
ellis-essays-war-time,Women and war,subject,oclc
ellis-essays-war-time,Eugenics,subject,oclc
ellis-essays-war-time,War (Philosophy),subject,oclc
stephens-etched-moonlight,"Short stories, American",subject,oclc
fitzgerald-euphranor-dialogue-youth,Education,subject,oclc
fitzgerald-euphranor-dialogue-youth,University of Cambridge,subject,oclc
fitzgerald-euphranor-dialogue-youth,Youth,subject,oclc
jackson-europe-since-war,Politics and government,subject,oclc
jackson-europe-since-war,Europe,subject,oclc
dickinson-european-anarchy,World War (1914-1918),subject,oclc
dickinson-european-anarchy,"World War, 1914-1918--Causes",subject,oclc
dickinson-european-anarchy,War--Causes,subject,oclc
putnam-european-caravan,"Literature, Modern",subject,oclc
putnam-european-caravan,"Literature, Modern--20th century",subject,oclc
putnam-european-caravan,"Literature, Modern--History and criticism",subject,oclc
burney-evelina-history-young,England,subject,oclc
burney-evelina-history-young,Manners and customs,subject,oclc
burney-evelina-history-young,England--London,subject,oclc
burney-evelina-history-young,Teenage girls,subject,oclc
burney-evelina-history-young,Grandparent and child,subject,oclc
burney-evelina-history-young,Grandmothers,subject,oclc
burney-evelina-history-young,Clergy--England,subject,oclc
burney-evelina-history-young,Clergy,subject,oclc
van-vechten-excavations-book-advocacies,"Authors, English",subject,oclc
van-vechten-excavations-book-advocacies,"Authors, American",subject,oclc
van-vechten-excavations-book-advocacies,Musicians,subject,oclc
cowley-exiles-return-narrative,American literature,subject,oclc
cowley-exiles-return-narrative,American literature--History and criticism,subject,oclc
cowley-exiles-return-narrative,"Authors, American",subject,oclc
dunne-experiment-time,Time,subject,oclc
robertson-explorations,William James,subject,oclc
robertson-explorations,Herbert Spencer,subject,oclc
lewisohn-expression-america,American literature,subject,oclc
lewisohn-expression-america,American literature--History and criticism,subject,oclc
bramah-eyes-max-carrados,"Detective and mystery stories, English",subject,oclc
collins-facts-fiction,English fiction,subject,oclc
collins-facts-fiction,English fiction--History and criticism,subject,oclc
rossetti-family-letters-christina,Christina Georgina Rossetti,subject,oclc
famous-plays-1934,English drama,subject,oclc
famous-plays-1934,English drama--20th century,subject,oclc
eaton-famous-poison-trials,Great Britain,subject,oclc
eaton-famous-poison-trials,Trials (Poisoning),subject,oclc
eaton-famous-poison-trials,Trials (Murder)--Great Britain,subject,oclc
eaton-famous-poison-trials,Trials (Murder),subject,oclc
nichols-fantastica,"Fantasy fiction, English",subject,oclc
hudson-far-away-long,W. H. Hudson,subject,oclc
tiltman-far-east-comes,Japan,subject,oclc
tiltman-far-east-comes,Diplomatic relations,subject,oclc
tiltman-far-east-comes,Eastern question (Far East),subject,oclc
tiltman-far-east-comes,Pacific Ocean,subject,oclc
vanderbilt-farewell-fifth-avenue,Cornelius Vanderbilt,subject,oclc
fascism,Italy,subject,oclc
fascism,Politics and government,subject,oclc
gorgolini-fascist-movement-italy,Italy,subject,oclc
gorgolini-fascist-movement-italy,Fascism,subject,oclc
gorgolini-fascist-movement-italy,Fascism--Italy,subject,oclc
molnar-fashions-men-swan,Hungarian drama,subject,oclc
hemingway-fifth-column-first,Spain,subject,oclc
hemingway-fifth-column-first,Civil War (Spain : 1936-1939),subject,oclc
clason-fifth-tumbler,Detective and mystery stories,subject,oclc
loving-fifty-contemporary-one,Drama,subject,oclc
de-kruif-fight-life,United States,subject,oclc
de-kruif-fight-life,Medicine--History,subject,oclc
de-kruif-fight-life,Medicine,subject,oclc
de-kruif-fight-life,Public health,subject,oclc
buck-fighting-angel,China,subject,oclc
buck-fighting-angel,Missionaries,subject,oclc
buck-fighting-angel,Missions--China,subject,oclc
buck-fighting-angel,Missions,subject,oclc
buck-fighting-angel,Absalom Sydenstricker,subject,oclc
mcneile-finger-fate,Voyages and travels,subject,oclc
mcneile-finger-fate,Adventure stories,subject,oclc
mcneile-finger-fate,Italy,subject,oclc
mcneile-finger-fate,Inheritance and succession,subject,oclc
mcneile-finger-fate,Brigands and robbers,subject,oclc
mcneile-finger-fate,Revolutionaries,subject,oclc
mcneile-finger-fate,Conduct of life,subject,oclc
mcneile-finger-fate,Wills,subject,oclc
mcneile-finger-fate,Youth--Conduct of life,subject,oclc
mcneile-finger-fate,Brothers,subject,oclc
mcneile-finger-fate,Ransom,subject,oclc
mcneile-finger-fate,Kidnapping,subject,oclc
mcneile-finger-fate,Ballooning,subject,oclc
mcneile-finger-fate,Prisoners,subject,oclc
van-vechten-firecrackers-realistic-novel,Erskine Caldwell,subject,oclc
wells-first-men-moon,Claude A. Shepperson,subject,oclc
enters-first-person-plural,Art and dance,subject,oclc
enters-first-person-plural,Angna Enters,subject,oclc
coulton-five-centuries-religion,"Influence (Literary, artistic, etc.)",subject,oclc
coulton-five-centuries-religion,General works,subject,oclc
coulton-five-centuries-religion,Bernard,subject,oclc
sayers-five-red-herrings,Peter Wimsey,subject,oclc
henderson-five-roman-emperors,Rome (Empire),subject,oclc
henderson-five-roman-emperors,Titus,subject,oclc
henderson-five-roman-emperors,Domitian,subject,oclc
henderson-five-roman-emperors,Trajan,subject,oclc
henderson-five-roman-emperors,Nerva,subject,oclc
henderson-five-roman-emperors,Emperors--Rome,subject,oclc
henderson-five-roman-emperors,Vespasian,subject,oclc
henderson-five-roman-emperors,Emperors,subject,oclc
adams-flagrant-years,Beauty culture,subject,oclc
porter-flowering-judas-stories,"Short stories, American",subject,oclc
hunt-flurried-years,"Novelists, English",subject,oclc
hunt-flurried-years,"Authors, English",subject,oclc
hunt-flurried-years,Violet Hunt,subject,oclc
chramoff-flying-osip-stories,"Short stories, Russian",subject,oclc
wells-food-gods-came,"Science fiction, English",subject,oclc
newell-footprints-spain,Travel,subject,oclc
newell-footprints-spain,Spain,subject,oclc
hewlett-forest-lovers,England,subject,oclc
hewlett-forest-lovers,Knights and knighthood,subject,oclc
ashton-wolfe-forgotten-clue,Criminal investigation,subject,oclc
ashton-wolfe-forgotten-clue,France,subject,oclc
ashton-wolfe-forgotten-clue,Criminals--Identification,subject,oclc
ashton-wolfe-forgotten-clue,Criminal investigation--France,subject,oclc
ashton-wolfe-forgotten-clue,Crime analysis,subject,oclc
walpole-fortress,Great Britain,subject,oclc
walpole-fortress,Vendetta,subject,oclc
walpole-fortress,Fortification,subject,oclc
crofts-found-floating-inspector,Great Britain,subject,oclc
crofts-found-floating-inspector,Joseph French,subject,oclc
crofts-found-floating-inspector,Police,subject,oclc
henry-four-million,Manners and customs,subject,oclc
henry-four-million,New York (State)--New York,subject,oclc
starrett-fourteen-great-detective,Detective and mystery stories,subject,oclc
bryher-fourteenth-october,Great Britain,subject,oclc
sturt-francis-bacon-biography,Francis Bacon,subject,oclc
huneker-franz-liszt,Composers,subject,oclc
huneker-franz-liszt,Franz Liszt,subject,oclc
galsworthy-fraternity,"Civilization, Western",subject,oclc
brackenbury-frederick-great,Frederick,subject,oclc
bentley-freedom-farewell,Rome (Empire),subject,oclc
bentley-freedom-farewell,Julius Caesar,subject,oclc
french-revolution,France,subject,oclc
french-revolution,Revolution (France : 1789-1799),subject,oclc
macleish-frescoes-mr-rockefellers,Radicalism in literature,subject,oclc
dobree-anne-victoria-essays,Great Britain,subject,oclc
dobree-anne-victoria-essays,Eighteenth century,subject,oclc
turquet-milnes-pascal-proust-studies,Henri Bergson,subject,oclc
fugitive,Poetry,subject,oclc
beebe-galapagos-worlds-end,Travel,subject,oclc
beebe-galapagos-worlds-end,Natural history,subject,oclc
beebe-galapagos-worlds-end,Natural history--Galapagos Islands,subject,oclc
beebe-galapagos-worlds-end,Galapagos Islands,subject,oclc
ertz-galaxy,English wit and humor,subject,oclc
woodroffe-garland-letters,Tantrism,subject,oclc
pound-gaudier-brzeska-memoir,Henri Gaudier-Brzeska,subject,oclc
saroyan-gay-melancholy-flux,Realism,subject,oclc
saroyan-gay-melancholy-flux,American fiction--Armenian American authors,subject,oclc
johnson-general-history-robberies,Pirates,subject,oclc
chesterton-generally-speaking,English essays,subject,oclc
lamb-genghis-khan-emperor,Genghis Khan,subject,oclc
ludwig-genius-character,Biography,subject,oclc
whistler-gentle-art-making,James McNeill Whistler,subject,oclc
maugham-gentleman-parlour,Travel,subject,oclc
maugham-gentleman-parlour,"Authors, English",subject,oclc
maugham-gentleman-parlour,British,subject,oclc
maugham-gentleman-parlour,W. Somerset Maugham,subject,oclc
maugham-gentleman-parlour,Southeast Asia,subject,oclc
stephen-george-eliot,George Eliot,subject,oclc
swinnerton-george-gissing-critical,George Gissing,subject,oclc
george-meredith-novels,George Meredith,subject,oclc
thomas-george-sand,George Sand,subject,oclc
georgian-stories,"Short stories, English",subject,oclc
waugh-georgian-stories-1925,"Short stories, English",subject,oclc
waugh-georgian-stories-1927,"Short stories, English",subject,oclc
du-maurier-gerald-portrait,Gerald Du Maurier,subject,oclc
sitwell-german-baroque-art,Germany,subject,oclc
sitwell-german-baroque-art,Architecture,subject,oclc
sitwell-german-baroque-art,Austria--Vienna,subject,oclc
sitwell-german-baroque-art,"Art, Baroque",subject,oclc
sitwell-german-baroque-art,"Architecture, Baroque",subject,oclc
sitwell-german-baroque-art,General works,subject,oclc
sitwell-german-baroque-art,Architecture--Germany,subject,oclc
sitwell-german-baroque-art,Architecture--Austria--Vienna,subject,oclc
woodcock-gipsies,Great Britain,subject,oclc
woodcock-gipsies,Romanies,subject,oclc
woodcock-gipsies,Romanies--Great Britain,subject,oclc
tagore-gitanjali,Bengali poetry,subject,oclc
tagore-gitanjali,"Ballads, Bengali",subject,oclc
tagore-gitanjali,"Prose poems, Bengali",subject,oclc
tagore-gitanjali,"Love poetry, Bengali",subject,oclc
hammett-glass-key,Elections--Corrupt practices,subject,oclc
hammett-glass-key,Gangsters,subject,oclc
landau-god-adventure-book,Religious biography,subject,oclc
ransom-god-without-thunder,1801-1950,subject,oclc
ransom-god-without-thunder,Religion and science,subject,oclc
goethe-goethes-poems,Elegiac poetry,subject,oclc
goethe-goethes-poems,Epigrams,subject,oclc
goethe-goethes-poems,Parables,subject,oclc
goethe-goethes-poems,German poetry,subject,oclc
goethe-goethes-poems,Johann Wolfgang von Goethe,subject,oclc
white-gold,California,subject,oclc
white-gold,Gold mines and mining,subject,oclc
gold-nugget,Gold mines and mining,subject,oclc
gold-nugget,Colorado--Idaho Springs,subject,oclc
brinton-golden-age-medici,Renaissance,subject,oclc
brinton-golden-age-medici,Renaissance--Italy,subject,oclc
brinton-golden-age-medici,Italy--Florence,subject,oclc
brinton-golden-age-medici,Italy,subject,oclc
brinton-golden-age-medici,"Medici, House of",subject,oclc
seiss-golden-altar-forms,English,subject,oclc
seiss-golden-altar-forms,Prayer books,subject,oclc
seiss-golden-altar-forms,Devotional exercises,subject,oclc
hume-golden-dancer,Man-woman relationships,subject,oclc
hume-golden-dancer,United States,subject,oclc
hume-golden-dancer,Employees,subject,oclc
hume-golden-dancer,Factories,subject,oclc
yeats-brown-golden-horn,World War (1914-1918),subject,oclc
yeats-brown-golden-horn,"World War, 1914-1918--Prisoners and prisons, Turkish",subject,oclc
yeats-brown-golden-horn,İttihat ve Terakki Cemiyeti,subject,oclc
yeats-brown-golden-horn,Turkey,subject,oclc
black-goldsmith,Oliver Goldsmith,subject,oclc
forster-goldsworthy-lowes-dickinson,G. Lowes Dickinson,subject,oclc
mitchell-gone-wind,United States,subject,oclc
mitchell-gone-wind,American Civil War (1861-1865),subject,oclc
mitchell-gone-wind,Georgia,subject,oclc
ford-good-soldier,English fiction,subject,oclc
ford-good-soldier,English fiction--20th century,subject,oclc
isherwood-goodbye-berlin,Manners and customs,subject,oclc
isherwood-goodbye-berlin,Germany--Berlin,subject,oclc
rose-gordon-craig-theatre,Theater,subject,oclc
rose-gordon-craig-theatre,Edward Gordon Craig,subject,oclc
bunyan-grace-abounding-chief,John Bunyan,subject,oclc
cronin-grand-canary,Physicians,subject,oclc
cronin-grand-canary,Canary Islands,subject,oclc
baum-grand-hotel,Ballerinas,subject,oclc
kang-grass-roof,Manners and customs,subject,oclc
kang-grass-roof,Koreans,subject,oclc
kang-grass-roof,Korea,subject,oclc
kang-grass-roof,Younghill Kang,subject,oclc
hyslop-great-abnormals,Genius,subject,oclc
hyslop-great-abnormals,Insanity (Law),subject,oclc
hyslop-great-abnormals,Genius and mental illness,subject,oclc
great-adventure,Death,subject,oclc
fitzgerald-great-gatsby,First loves,subject,oclc
fitzgerald-great-gatsby,Revenge,subject,oclc
fitzgerald-great-gatsby,F. Scott Fitzgerald,subject,oclc
fitzgerald-great-gatsby,Rich people,subject,oclc
fitzgerald-great-gatsby,Married women,subject,oclc
fitzgerald-great-gatsby,Mistresses,subject,oclc
fitzgerald-great-gatsby,Traffic accidents,subject,oclc
melville-great-german-short,German fiction,subject,oclc
melville-great-german-short,"Short stories, German",subject,oclc
oneill-great-god-brown,American drama--20th century,subject,oclc
oneill-great-god-brown,American drama,subject,oclc
sayers-great-short-stories,Detective and mystery stories,subject,oclc
sayers-great-short-stories,Short stories,subject,oclc
dickinson-greek-view-life,Civilization,subject,oclc
dickinson-greek-view-life,Greece,subject,oclc
hemingway-green-hills-africa,Travel,subject,oclc
hemingway-green-hills-africa,"Authors, American",subject,oclc
hemingway-green-hills-africa,Hunters,subject,oclc
hemingway-green-hills-africa,Safaris,subject,oclc
hemingway-green-hills-africa,"Africa, East",subject,oclc
hemingway-green-hills-africa,Big game hunting,subject,oclc
hemingway-green-hills-africa,Ernest Hemingway,subject,oclc
barrie-greenwood-hat,J. M. Barrie,subject,oclc
perry-growth-civilization,Civilization,subject,oclc
perry-growth-civilization,Civilization--History,subject,oclc
sinnett-growth-soul,Theosophy,subject,oclc
cole-guide-modern-politics,Political science,subject,oclc
brown-h-g-wells,H. G. Wells,subject,oclc
west-h-g-wells,H. G. Wells,subject,oclc
baring-half-minutes-silence,Manners and customs,subject,oclc
baring-half-minutes-silence,Short stories,subject,oclc
dreiser-hand-potter-tragedy,Families,subject,oclc
dreiser-hand-potter-tragedy,Trials (Murder),subject,oclc
dreiser-hand-potter-tragedy,Developmentally disabled,subject,oclc
dreiser-hand-potter-tragedy,Jewish families,subject,oclc
dreiser-hand-potter-tragedy,New York (State)--New York,subject,oclc
waugh-handful-dust,Brazil,subject,oclc
waugh-handful-dust,Aristocracy (Social class),subject,oclc
waugh-handful-dust,Adultery,subject,oclc
waugh-handful-dust,British,subject,oclc
waugh-handful-dust,Country homes,subject,oclc
dickens-hard-times,England,subject,oclc
dickens-hard-times,Social conditions,subject,oclc
harlan-miners-speak,Kentucky--Harlan County,subject,oclc
harlan-miners-speak,Kentucky,subject,oclc
harlan-miners-speak,"Coal Miners' Strike, Harlan County, Ky., 1932",subject,oclc
harlan-miners-speak,"Coal Miners' Strike (Harlan County, Kentucky : 1932)",subject,oclc
harlan-miners-speak,Coal miners--Labor unions,subject,oclc
harlan-miners-speak,Coal miners,subject,oclc
walpole-harmer-john-unworldly,Drama,subject,oclc
walpole-harmer-john-unworldly,Drama--History and criticism,subject,oclc
stevens-harmonium,Poetry,subject,oclc
stevens-harmonium,American poetry,subject,oclc
hartman-harpers-magazine,Periodicals,subject,oclc
hartman-harpers-magazine,American literature,subject,oclc
hartman-harpers-magazine,American literature--19th century,subject,oclc
mansion-harraps-standard-french,French language,subject,oclc
mansion-harraps-standard-french,English language,subject,oclc
west-harriet-hume-london,England--London,subject,oclc
horton-hart-crane-life,Hart Crane,subject,oclc
sayers-carcase,England,subject,oclc
sayers-carcase,Peter Wimsey,subject,oclc
sayers-carcase,Private investigators,subject,oclc
ford-heart-country,Travel,subject,oclc
ford-heart-country,England,subject,oclc
simonton-hells-playground,"Africa, French-speaking Equatorial",subject,oclc
simonton-hells-playground,Europeans,subject,oclc
anderson-hello-towns,United States,subject,oclc
anderson-hello-towns,Cities and towns,subject,oclc
anderson-hello-towns,Sherwood Anderson,subject,oclc
anderson-hello-towns,Virginia--Marion,subject,oclc
moore-heloise-abelard,Héloïse,subject,oclc
moore-heloise-abelard,Peter Abelard,subject,oclc
west-henry-james,"Authors, American",subject,oclc
west-henry-james,Henry James,subject,oclc
vaughan-fathers-house,English fiction--Welsh authors,subject,oclc
wilson-name-wallis-warfield,Wallis Windsor,subject,oclc
machen-hieroglyphics,Literature,subject,oclc
machen-hieroglyphics,Literature--History and criticism,subject,oclc
machen-hieroglyphics,Criticism,subject,oclc
aldrich-hilltop-marne,World War (1914-1918),subject,oclc
aldrich-hilltop-marne,France,subject,oclc
aldrich-hilltop-marne,"Marne, 1st Battle of the (France : 1914)",subject,oclc
aldrich-hilltop-marne,"Marne, 1st Battle of the, France, 1914",subject,oclc
nicoll-history-early-eighteenth,English drama,subject,oclc
nicoll-history-early-eighteenth,English drama--18th century--History and criticism,subject,oclc
gosse-history-eighteenth-century,English literature,subject,oclc
gosse-history-eighteenth-century,English literature--18th century--History and criticism,subject,oclc
beers-history-english-romanticism,England,subject,oclc
beers-history-english-romanticism,English literature,subject,oclc
beers-history-english-romanticism,English literature--18th century--History and criticism,subject,oclc
beers-history-english-romanticism,Romanticism,subject,oclc
beers-history-english-romanticism,Romanticism--England,subject,oclc
wells-history-mr-polly,England,subject,oclc
wells-history-mr-polly,Manners and customs,subject,oclc
prescott-history-conquest-mexico,Mexico,subject,oclc
prescott-history-conquest-mexico,Conquest of Mexico (1519-1540),subject,oclc
prescott-history-conquest-mexico,Hernán Cortés,subject,oclc
prescott-history-conquest-peru,Incas,subject,oclc
prescott-history-conquest-peru,Peru,subject,oclc
prescott-history-conquest-peru,Conquest of Peru (1522-1548),subject,oclc
gibbon-history-decline-fall,Rome (Empire),subject,oclc
gibbon-history-decline-fall,Byzantine Empire,subject,oclc
trotsky-history-russian-revolution,Soviet Union,subject,oclc
trotsky-history-russian-revolution,Politics and government,subject,oclc
trotsky-history-russian-revolution,Russia,subject,oclc
trotsky-history-russian-revolution,Revolution (Soviet Union : 1917-1921),subject,oclc
summers-history-witchcraft-demonology,Demonology,subject,oclc
summers-history-witchcraft-demonology,Witchcraft--History,subject,oclc
summers-history-witchcraft-demonology,1801-,subject,oclc
summers-history-witchcraft-demonology,Witchcraft,subject,oclc
summers-history-witchcraft-demonology,Demonology--History,subject,oclc
frank-holiday,African Americans,subject,oclc
frank-holiday,Lynching,subject,oclc
frank-holiday,Southern States,subject,oclc
frank-holiday,Racism,subject,oclc
hamsa-holy-mountain,Travel,subject,oclc
hamsa-holy-mountain,Pilgrims and pilgrimages,subject,oclc
orwell-homage-catalonia,Spain,subject,oclc
orwell-homage-catalonia,Politics and government,subject,oclc
orwell-homage-catalonia,Civil War (Spain : 1936-1939),subject,oclc
tagore-home-world,Bengali fiction,subject,oclc
mckay-home-harlem,Claude McKay,subject,oclc
mckay-home-harlem,Carl Van Vechten,subject,oclc
davis-honey-horn,Frontier and pioneer life,subject,oclc
davis-honey-horn,Frontier and pioneer life--Oregon,subject,oclc
davis-honey-horn,Oregon,subject,oclc
brittain-honourable-estate-novel,Great Britain,subject,oclc
brittain-honourable-estate-novel,Women--Social conditions,subject,oclc
brittain-honourable-estate-novel,Women--Great Britain--Social conditions,subject,oclc
brittain-honourable-estate-novel,Feminism--Great Britain--History,subject,oclc
brittain-honourable-estate-novel,Feminism,subject,oclc
day-lewis-hope-poetry,Poetry,subject,oclc
day-lewis-hope-poetry,English poetry,subject,oclc
day-lewis-hope-poetry,English poetry--20th century--History and criticism,subject,oclc
connolly-horizon-review-literature,New York (State)--New York--Brooklyn,subject,oclc
corkery-hounds-banba,English fiction,subject,oclc
corkery-hounds-banba,English fiction--20th century,subject,oclc
corkery-hounds-banba,English fiction--Irish authors,subject,oclc
corkery-hounds-banba,"Short stories, English--Irish authors",subject,oclc
sabatini-hounds-god,Armada (1588),subject,oclc
waln-house-exile,Manners and customs,subject,oclc
waln-house-exile,China,subject,oclc
powys-house-echo,England,subject,oclc
powys-house-echo,Manners and customs,subject,oclc
manning-household-sir-thomas,Thomas More,subject,oclc
poincare-france-governed,France,subject,oclc
poincare-france-governed,Politics and government,subject,oclc
llewellyn-green-valley,Large type books,subject,oclc
wolfe-happy-though-human,Happiness,subject,oclc
wolfe-happy-though-human,General special,subject,oclc
wolfe-happy-though-human,Psychology,subject,oclc
wolfe-happy-though-human,Mental health,subject,oclc
wood-tell-birds-flowers,American wit and humor,subject,oclc
stein-write,Creative writing,subject,oclc
stein-write,Writing,subject,oclc
bennett-human-machine,Conduct of life,subject,oclc
bennett-human-machine,1901-1950,subject,oclc
wharton-human-nature,Short stories,subject,oclc
paget-human-speech-observations,Speech,subject,oclc
paget-human-speech-observations,Polynesian languages,subject,oclc
hindus-humanity-uprooted,Civilization,subject,oclc
hindus-humanity-uprooted,Social conditions,subject,oclc
hindus-humanity-uprooted,Soviet Union,subject,oclc
hindus-humanity-uprooted,Communism,subject,oclc
hindus-humanity-uprooted,Diplomatic relations,subject,oclc
hindus-humanity-uprooted,Communism--Soviet Union,subject,oclc
butler-humour-homer-essays,Homer,subject,oclc
hamsun-hunger,Starvation,subject,oclc
hamsun-hunger,Urban poor,subject,oclc
hamsun-hunger,Authors,subject,oclc
hamsun-hunger,Hunger,subject,oclc
buchan-huntingtower,"McCunn, Dickson (Fictitious character)",subject,oclc
buchan-huntingtower,Kidnapping,subject,oclc
buchan-huntingtower,Scotland,subject,oclc
buchan-huntingtower,Princesses,subject,oclc
millay-huntsman-quarry,Radicalism in literature,subject,oclc
macbride-huxley,Thomas Henry Huxley,subject,oclc
weidman-can-get-wholesale,Success,subject,oclc
miller-found-peace,Journalists,subject,oclc
sitwell-live-black-sun,Jonathan Swift,subject,oclc
graves-claudius,Rome (Empire),subject,oclc
graves-claudius,Claudius,subject,oclc
russell-icarus-future-science,Civilization,subject,oclc
russell-icarus-future-science,Science,subject,oclc
russell-icarus-future-science,Science and state,subject,oclc
tennyson-idylls-king,Alfred Tennyson Tennyson,subject,oclc
sprigg-illusion-reality,Poetry,subject,oclc
joyce-illustrated-history-ireland,Ireland,subject,oclc
a-e-imaginations-reveries,Rudyard Kipling,subject,oclc
hurst-imitation-life,African Americans,subject,oclc
bennett-imperial-palace,Arnold Bennett,subject,oclc
saltus-imperial-purple,Rome (Empire),subject,oclc
saltus-imperial-purple,Emperors--Rome,subject,oclc
saltus-imperial-purple,Emperors,subject,oclc
hawkins-memory-murder,Murder,subject,oclc
hawkins-memory-murder,Legal stories,subject,oclc
hawkins-memory-murder,Southern States,subject,oclc
jones-parenthesis,World War (1914-1918),subject,oclc
sheean-search-history,Journalists,subject,oclc
williams-american-grain,United States,subject,oclc
smith-beginning-origin-civilization,Civilization,subject,oclc
smith-beginning-origin-civilization,Civilization--History,subject,oclc
smith-beginning-origin-civilization,Anthropology,subject,oclc
symonds-key-blue-prose,English essays,subject,oclc
purohit-indian-monk-life,Hindus,subject,oclc
bentley-inheritance,England--Yorkshire,subject,oclc
bentley-inheritance,Textile industry,subject,oclc
bentley-inheritance,Child labor,subject,oclc
freud-inhibitions-symptoms-anxiety,Psychoanalysis,subject,oclc
freud-inhibitions-symptoms-anxiety,Neuroses,subject,oclc
freud-inhibitions-symptoms-anxiety,Fear,subject,oclc
king-inner-shrine-novel,Canadian fiction,subject,oclc
read-innocent-eye,Herbert Read,subject,oclc
twain-innocents-abroad-new,Travel,subject,oclc
twain-innocents-abroad-new,Europe,subject,oclc
twain-innocents-abroad-new,Middle East,subject,oclc
twain-innocents-abroad-new,Mark Twain,subject,oclc
walpole-inquisitor,Ghosts,subject,oclc
gunther-inside-asia,Politics and government,subject,oclc
gunther-inside-asia,Eastern question (Far East),subject,oclc
gunther-inside-asia,Asia,subject,oclc
gunther-inside-asia,Eastern question,subject,oclc
gunther-inside-europe,Politics and government,subject,oclc
gunther-inside-europe,Europe,subject,oclc
gunther-inside-europe,Kings and rulers,subject,oclc
gunther-inside-europe,Statesmen,subject,oclc
crofts-inspector-french-cheyne,Great Britain,subject,oclc
crofts-inspector-french-cheyne,Joseph French,subject,oclc
crofts-inspector-french-cheyne,Police,subject,oclc
pound-instigations-ezra-pound,English literature,subject,oclc
pound-instigations-ezra-pound,Chinese language--Writing,subject,oclc
pound-instigations-ezra-pound,French poetry,subject,oclc
woolf-intelligent-mans-way,League of Nations,subject,oclc
mirskij-intelligentsia-great-britain,English literature,subject,oclc
mirskij-intelligentsia-great-britain,Intellectual life,subject,oclc
