id,0,1
christie-death-nile,"['overborrows', 'unknown_borrows']","[4, 1]"
christie-didnt-ask-evans,['overborrows'],[1]
christie-murder-mesopotamia,['overborrows'],[5]
christie-murder-mews,['overborrows'],[5]
christie-murder-orient-express,['overborrows'],[4]
christie-murder-roger-ackroyd,"['overborrows', 'unknown_borrows']","[2, 1]"
christie-mysterious-affair-styles,['overborrows'],[1]
christie-mystery-blue-train,['overborrows'],[2]
christie-peril-end-house,"['post1942_events', 'unknown_borrows']","[1, 1]"
christie-ten-little-niggers,['overborrows'],[1]
christie-thirteen-dinner,['overborrows'],[3]
christie-tuesday-club-murders,['overborrows'],[4]
christine,['post1942_events'],[1]
church-mesures,"['overborrows', 'unknown_borrows']","[1, 1]"
clark-eugene-oneill-man,['overborrows'],[1]
clark-great-short-novels,['overborrows'],[1]
clark-great-short-stories,['unknown_borrows'],[1]
clark-stories-tell,['post1942_events'],[1]
clarke-cattledrive-connaught-poems,['overborrows'],[1]
clarke-millies-daughter,['overborrows'],[2]
clason-fifth-tumbler,['overborrows'],[1]
clement-picture-dead-portrait,['overborrows'],[4]
cleopatra,['overborrows'],[1]
clevely-three-wooden-overcoats,['overborrows'],[4]
close-eminent-asians-six,['sunday_shopers'],[1]
clouston-count-bunker,['overborrows'],[1]
clouston-lunatic-large-novel,"['overborrows', 'sunday_shopers']","[1, 1]"
clutton-brock-shakespeares-hamlet,['unknown_borrows'],[1]
coats-john-galsworthy-dramatic,['overborrows'],[1]
cobb-alibi,['overborrows'],[1]
cocteau-thomas-impostor,['overborrows'],[3]
coe-knockout,['overborrows'],[1]
coffin-red-sky-morning,['overborrows'],[1]
cole-death-star,['overborrows'],[1]
cole-everybody-wants-know-money,['unknown_borrows'],[1]
cole-guide-modern-politics,['overborrows'],[1]
cole-intelligent-mans-review,['overborrows'],[1]
coleridge-chanson-vieux-marin,"['post1942_events', 'sunday_shopers']","[1, 1]"
coleridge-poems,['overborrows'],[1]
coleridge-political-thought-samuel,['sunday_shopers'],[1]
collier-defy-foul-fiend,['overborrows'],[3]
collins-doctor-looks-biography,"['overborrows', 'unknown_borrows']","[1, 1]"
collins-doctor-looks-literature,['overborrows'],[1]
collins-facts-fiction,['overborrows'],[1]
collins-moonstone,['overborrows'],[2]
collins-woman-white,['overborrows'],[1]
colum-castle-conquer,['longterm_borrows'],[1]
colum-road-round-ireland,['overborrows'],[1]
colum-three-plays-fiddlers,['overborrows'],[1]
colvin-origins-empire,['overborrows'],[1]
confusion-tongues,['unknown_borrows'],[1]
congreve-complete-plays-william,['overborrows'],[1]
connington-case-nine-solutions,['overborrows'],[1]
connington-dangerfield-talisman,['overborrows'],[1]
connington-eye-museum,['overborrows'],[1]
connington-mystery-lynden-sands,['overborrows'],[1]
connington-nemesis-raynham-parva,['overborrows'],[1]
connington-tragedy-ravensthorpe,['overborrows'],[1]
connolly-enemies-promise,"['overborrows', 'sunday_shopers']","[5, 1]"
connolly-horizon-review-literature,['overborrows'],[1]
connolly-rock-pool,['overborrows'],[1]
conrad-almayers-folly,['overborrows'],[1]
conrad-chance,['unknown_borrows'],[1]
conrad-lord-jim,['overborrows'],[4]
conrad-mirror-sea,['overborrows'],[1]
conrad-nigger-narcissus,['overborrows'],[4]
conrad-nostromo-tale-seaboard,['overborrows'],[1]
conrad-notes-life-letters,['overborrows'],[1]
conrad-rescue-romance-shallows,['overborrows'],[1]
conrad-secret-agent-simple,['post1942_events'],[1]
conrad-set-six,['overborrows'],[1]
conrad-shadow-line-confession,['overborrows'],[1]
conrad-suspense,['overborrows'],[1]
conrad-tales-unrest,['overborrows'],[2]
conrad-typhoon,"['overborrows', 'unknown_borrows']","[1, 2]"
conrad-victory-island-tale,['sunday_shopers'],[1]
conrad-western-eyes,['overborrows'],[1]
conrad-within-tides,['overborrows'],[1]
conrad-youth-narrative,"['overborrows', 'unknown_borrows']","[3, 1]"
conroy-disinherited,"['longterm_borrows', 'overborrows']","[1, 1]"
contemporary-poetry-prose,['post1942_events'],[1]
coomaraswamy-buddha-gospel-buddhism,['overborrows'],[1]
cooper-deerslayer,['overborrows'],[1]
coppard-adam-eve-pinch,['overborrows'],[1]
coppard-black-dog-stories,['overborrows'],[2]
coppard-clorinda-walks-heaven,['overborrows'],[1]
coppard-field-mustard,['overborrows'],[1]
coppard-ninepenny-flute,['overborrows'],[1]
coppard-silver-circus,['overborrows'],[1]
coquiot-paul-cezanne,['overborrows'],[1]
corkery-munster-twilight,['unknown_borrows'],[1]
corkery-threshold-quiet,['overborrows'],[1]
corneille-six-plays-corneille,['overborrows'],[1]
couperus-hidden-story-modern,['overborrows'],[1]
coventry-patmore,['overborrows'],[1]
coward-present-indicative,['overborrows'],[4]
cowley-blue-juniata,['overborrows'],[1]
cowley-exiles-return-narrative,['overborrows'],[3]
cowling-preface-shakespeare,['overborrows'],[1]
coyle-flock-birds,['overborrows'],[2]
coyle-french-husband,['overborrows'],[1]
coyle-widows-house-novel,['overborrows'],[2]
cozzens-cure-flesh,"['overborrows', 'sunday_shopers']","[2, 1]"
craig-art-theatre,['overborrows'],[2]
craig-books-theatres,['overborrows'],[1]
craig-ellen-terry-secret,['overborrows'],[1]
craig-scene,['overborrows'],[1]
craig-theatre-advancing,['overborrows'],[2]
crane-bridge,['overborrows'],[2]
crane-georges-mother-blue,"['post1942_events', 'sunday_shopers']","[1, 1]"
crane-maggie-girl-streets,['overborrows'],[5]
crane-men-women-boats,['overborrows'],[4]
crane-red-badge-courage,['overborrows'],[2]
crane-white-buildings,['overborrows'],[2]
criterion,"['overborrows', 'unknown_borrows']","[26, 2]"
croce-aesthetic-science-expression,['overborrows'],[1]
croce-history-europe-nineteenth,['sunday_shopers'],[1]
croce-poetry-dante,['overborrows'],[1]
crofts-box-office-murders,['overborrows'],[2]
crofts-found-floating-inspector,"['overborrows', 'sunday_shopers']","[1, 1]"
crofts-inspector-french-cheyne,"['overborrows', 'sunday_shopers']","[2, 1]"
crofts-inspector-frenchs-case,['overborrows'],[2]
crofts-loss-jane-vosper,['overborrows'],[3]
crofts-man-overboard,['overborrows'],[2]
croly-new-republic,['overborrows'],[12]
cronin-citadel,['overborrows'],[5]
cronin-grand-canary,['overborrows'],[2]
cronin-hatters-castle,"['overborrows', 'sunday_shopers']","[1, 1]"
cronin-stars-look,"['overborrows', 'post1942_events', 'unknown_borrows']","[4, 1, 1]"
cronyn-poems,['post1942_events'],[1]
crosfield-love-ancient-days,['unknown_borrows'],[1]
cross-life-times-laurence,['overborrows'],[2]
cross-yale-review,['overborrows'],[4]
crowley-diary-drug-fiend,['sunday_shopers'],[1]
crowley-moonchild,['overborrows'],[2]
crowninshield-vanity-fair,['overborrows'],[6]
cruse-shaping-english-literature,['overborrows'],[1]
cruttwell-madame-maintenon,['longterm_borrows'],[1]
cullen-color,['overborrows'],[3]
cummings-eimi,['overborrows'],[2]
cummings-enormous-room,['overborrows'],[3]
cummings-tulips-chimneys,['overborrows'],[1]
cunard-negro-anthology,['overborrows'],[1]
cunningham-principle-relativity,['overborrows'],[1]
cunnington-feminine-attitudes-nineteenth,['overborrows'],[2]
curie-madame-curie,['overborrows'],[2]
curtius-james-joyce-und,['overborrows'],[1]
curzon-of-kedleston-leaves-viceroys-notebook,['overborrows'],[1]
daddy-long-legs,['overborrows'],[1]
dahlberg-bottom-dogs,['overborrows'],[5]
dahlberg-flushing-calvary,['overborrows'],[1]
daingerfield-house-across-way,['overborrows'],[1]
damon-odyssey-dublin-2,"['overborrows', 'sunday_shopers']","[1, 1]"
damon-william-blake-philosophy,['sunday_shopers'],[1]
dana-two-years-mast,['overborrows'],[1]
dane-babyons-chronicle-family,['overborrows'],[3]
dane-bill-divorcement,['overborrows'],[4]
dane-christmas-tree-murders,['overborrows'],[4]
dane-moon-feminine,['overborrows'],[2]
dane-regiment-women,['overborrows'],[1]
dannay-half-way-house,['overborrows'],[2]
darwin-naturalists-voyage-round,['unknown_borrows'],[1]
das-purdah-status-indian,"['overborrows', 'unknown_borrows']","[1, 1]"
david-neel-journey-lhasa,['overborrows'],[2]
davies-autobiography-super-tramp,"['post1942_events', 'unknown_borrows']","[1, 1]"
davies-life-known-voices,['overborrows'],[1]
davies-red-hills,['overborrows'],[1]
davis-honey-horn,"['overborrows', 'unknown_borrows']","[3, 2]"
davis-van-bibber-others,"['overborrows', 'unknown_borrows']","[1, 1]"
day-lewis-collected-poems,['unknown_borrows'],[1]
day-lewis-friendly-tree,['overborrows'],[4]
day-lewis-hope-poetry,['overborrows'],[1]
day-lewis-mind-chains-socialism,['overborrows'],[2]
day-lewis-revolution-writing,['overborrows'],[1]
day-lewis-starting-point,"['overborrows', 'post1942_events']","[4, 3]"
day-life-father,['overborrows'],[1]
de-gobineau-lucky-prisoner,['unknown_borrows'],[1]
de-kruif-fight-life,['overborrows'],[1]
de-kruif-keep-alive,['overborrows'],[1]
de-kruif-men-death,['overborrows'],[1]
de-la-mare-connoisseur-stories,"['overborrows', 'sunday_shopers']","[1, 1]"
de-la-mare-henry-brocken,['overborrows'],[1]
de-la-mare-listeners-poems,['overborrows'],[1]
de-la-mare-memoirs-midget,['overborrows'],[1]
de-la-mare-peacock-pie-book,"['overborrows', 'unknown_borrows']","[1, 1]"
de-la-mare-poems-1901-1908,"['overborrows', 'sunday_shopers']","[1, 1]"
de-la-mare-return,['overborrows'],[2]
de-la-mare-wind-blows,['overborrows'],[2]
de-la-roche-finchs-fortune,"['overborrows', 'post1942_events']","[6, 1]"
de-la-roche-growth-man,['overborrows'],[2]
de-la-roche-house,['overborrows'],[2]
de-la-roche-jalna,"['overborrows', 'post1942_events']","[4, 1]"
de-la-roche-lark-ascending,['overborrows'],[2]
de-la-roche-master-jalna,"['overborrows', 'sunday_shopers']","[4, 1]"
de-la-roche-whiteoak-harvest,['overborrows'],[3]
de-la-roche-whiteoaks,"['overborrows', 'post1942_events', 'unknown_borrows']","[3, 1, 1]"
de-la-roche-young-renny,"['overborrows', 'post1942_events']","[3, 1]"
de-lanux-young-france-new,['overborrows'],[1]
de-quincey-collected-writings-thomas,"['post1942_events', 'sunday_shopers']","[6, 1]"
de-quincey-confessions-english-opium,"['overborrows', 'post1942_events']","[2, 1]"
de-quincey-english-mail-coach,['post1942_events'],[1]
de-quincey-quincey-selections,"['post1942_events', 'unknown_borrows']","[1, 1]"
de-quincey-reminiscences-english-lake,['overborrows'],[1]
dean-murder-convenience,['overborrows'],[1]
death-august,"['overborrows', 'sunday_shopers']","[1, 1]"
death-without-honour,['overborrows'],[1]
deeping-blind-mans-year,['overborrows'],[2]
deeping-kitty,"['overborrows', 'unknown_borrows']","[1, 1]"
deeping-prophetic-marriage,['overborrows'],[1]
deeping-red-saint,['overborrows'],[1]
deeping-short-stories-warwick,['overborrows'],[1]
deeping-sorrell,['overborrows'],[1]
defoe-journal-plague-year,['overborrows'],[2]
defoe-moll-flanders,"['overborrows', 'post1942_events', 'unknown_borrows']","[3, 1, 2]"
defoe-robinson-crusoe,['overborrows'],[2]
defoe-tour-england-wales,['overborrows'],[1]
dehan-dop-doctor,['overborrows'],[1]
deirdre,"['longterm_borrows', 'overborrows']","[1, 2]"
dekker-guls-hornbook,['overborrows'],[1]
dekker-seven-deadly-sinnes,['overborrows'],[2]
delafield-challenge-clarissa,['sunday_shopers'],[1]
delafield-diary-provincial-lady,['overborrows'],[2]
delafield-faster-faster,['overborrows'],[4]
delafield-gay-life,['overborrows'],[2]
delafield-love,['overborrows'],[3]
delafield-nothing-safe,"['post1942_events', 'sunday_shopers']","[1, 1]"
delafield-provincial-lady-america,"['overborrows', 'sunday_shopers']","[1, 1]"
delafield-straw-without-bricks,['overborrows'],[3]
delafield-thank-heaven-fasting,['overborrows'],[3]
delafield-three-marriages,"['overborrows', 'post1942_events']","[4, 1]"
deliverance,['overborrows'],[1]
dell-briary-bush,['overborrows'],[1]
dell-janet-march-novel,['overborrows'],[1]
dell-mad-ideal,['overborrows'],[1]
dell-moon-calf,['overborrows'],[1]
dennis-tail-comet,['post1942_events'],[1]
dent-mozarts-operas-critical,['overborrows'],[2]
descartes-geometrie,['sunday_shopers'],[1]
diamonds,['overborrows'],[1]
dickens-bleak-house,['overborrows'],[1]
dickens-david-copperfield,['overborrows'],[2]
dickens-great-expectations,['overborrows'],[3]
dickens-life-adventures-martin,['overborrows'],[3]
dickens-little-dorrit,['overborrows'],[1]
dickens-nicholas-nickleby,['overborrows'],[3]
dickens-old-curiosity-shop,['overborrows'],[1]
dickens-oliver-twist,['overborrows'],[1]
dickens-pictures-italy,['unknown_borrows'],[1]
dickens-uncommercial-traveler,['overborrows'],[1]
dickinson-complete-poems-emily,['overborrows'],[2]
dickinson-greek-view-life,['overborrows'],[2]
dickinson-letters-emily-dickinson,['overborrows'],[3]
dickinson-poems-emily-dickinson,['overborrows'],[2]
dickinson-religion-immortality,['overborrows'],[1]
dickinson-selected-poems-emily,"['overborrows', 'post1942_events', 'unknown_borrows']","[2, 1, 1]"
dickson-lovat-dicksons-magazine,['overborrows'],[1]
digby-mackworth-dolben-poems-digby-mackworth,['overborrows'],[1]
disraeli-letters-benjamin-disraeli,['overborrows'],[1]
disraeli-lothair,['overborrows'],[1]
disraeli-sybil-two-nations,['overborrows'],[1]
djilas-land-without-justice,['post1942_events'],[1]
doblin-berlin-alexanderplatz,"['overborrows', 'unknown_borrows']","[2, 1]"
dobree-anne-victoria-essays,"['overborrows', 'post1942_events']","[1, 1]"
dobree-emperors-tigers,['overborrows'],[1]
dodd-jefferson-davis,"['post1942_events', 'unknown_borrows']","[1, 1]"
donne-donne-poetical-works,['sunday_shopers'],[1]
dos-passos-1919,['overborrows'],[1]
dos-passos-42nd-parallel,['overborrows'],[4]
dos-passos-adventures-young-man,"['overborrows', 'unknown_borrows']","[7, 1]"
dos-passos-big-money,"['overborrows', 'post1942_events', 'sunday_shopers']","[7, 1, 1]"
dos-passos-countries,['overborrows'],[2]
dos-passos-journeys-wars,['overborrows'],[2]
dos-passos-manhattan-transfer,"['overborrows', 'post1942_events', 'unknown_borrows']","[6, 1, 1]"
dos-passos-orient-express,['unknown_borrows'],[1]
dos-passos-streets-night,['overborrows'],[2]
dos-passos-three-plays,['sunday_shopers'],[1]
dos-passos-three-soldiers,['overborrows'],[5]
dostoevskaia-dostoevsky-portrayed-wife,['overborrows'],[2]
dostoyevsky-brothers-karamazov,"['overborrows', 'unknown_borrows']","[1, 1]"
dostoyevsky-crime-punishment,['overborrows'],[3]
dostoyevsky-gambler,['post1942_events'],[1]
dostoyevsky-idiot,['overborrows'],[1]
dostoyevsky-insulted-injured,['overborrows'],[1]
dostoyevsky-possessed,['overborrows'],[1]
doughty-travels-arabia-deserta,"['longterm_borrows', 'overborrows']","[1, 2]"
douglas-alone,['overborrows'],[5]
douglas-autobiography-lord-alfred,['overborrows'],[1]
douglas-experiments,['overborrows'],[1]
douglas-looking-back-autobiographical,"['overborrows', 'sunday_shopers']","[1, 1]"
douglas-old-calabria,['overborrows'],[2]
douglas-siren-land,['overborrows'],[2]
douglas-south-wind,['overborrows'],[11]
douglas-summer-islands-ischia,['post1942_events'],[1]
douglas-together,['overborrows'],[3]
dowden-life-robert-browning,"['post1942_events', 'unknown_borrows']","[1, 1]"
dowden-shakspere-critical-study,['overborrows'],[1]
doyle-adventures-sherlock-holmes,['unknown_borrows'],[1]
doyle-hound-baskervilles,"['overborrows', 'post1942_events', 'unknown_borrows']","[2, 1, 1]"
doyle-last-adventures-sherlock,['overborrows'],[1]
doyle-mystery-cloomber,['overborrows'],[1]
doyle-round-fire-stories,['overborrows'],[2]
draper-music-midnight,['overborrows'],[1]
dreiser-american-tragedy,['overborrows'],[4]
dreiser-book,['overborrows'],[1]
dreiser-chains-lesser-novels,['overborrows'],[3]
dreiser-color-great-city,['overborrows'],[1]
dreiser-dawn-history,['overborrows'],[1]
dreiser-dreiser-looks-russia,['overborrows'],[1]
dreiser-financier,['overborrows'],[1]
dreiser-free-stories,['overborrows'],[2]
dreiser-gallery-women,['overborrows'],[3]
dreiser-genius,"['overborrows', 'sunday_shopers', 'unknown_borrows']","[3, 1, 1]"
dreiser-hand-potter-tragedy,['overborrows'],[1]
dreiser-hey-rub-dub,['overborrows'],[2]
dreiser-sister-carrie,['overborrows'],[3]
dreiser-tragic-america,['overborrows'],[1]
dreiser-twelve-men,['overborrows'],[1]
drinkwater-mary-stuart-play,['overborrows'],[1]
drinkwater-pawns,['overborrows'],[1]
drinkwater-pilgrim-eternity,['overborrows'],[1]
drinkwater-swinburne-estimate,['overborrows'],[1]
du-bois-darkwater,['overborrows'],[1]
du-maurier-gerald-portrait,"['overborrows', 'sunday_shopers']","[1, 1]"
du-maurier-ill-never-young,['overborrows'],[1]
du-maurier-loving-spirit,"['overborrows', 'post1942_events']","[4, 2]"
du-maurier-mauriers,['overborrows'],[3]
du-maurier-peter-ibbetson,['overborrows'],[1]
du-maurier-rebecca,['overborrows'],[4]
du-maurier-trilby,['overborrows'],[1]
dublin-review,['unknown_borrows'],[1]
duclaux-emily-bronte,['overborrows'],[1]
duclaux-short-history-france,['overborrows'],[2]
duff-james-joyce-plain,['overborrows'],[1]
duhamel-pasquier-chronicles,['post1942_events'],[1]
duncan-life,"['overborrows', 'post1942_events', 'unknown_borrows']","[4, 1, 1]"
dunne-experiment-time,"['overborrows', 'unknown_borrows']","[1, 1]"
dunne-serial-universe,"['post1942_events', 'sunday_shopers', 'unknown_borrows']","[2, 1, 1]"
dunsany-autobiography,['overborrows'],[1]
dunsany-curse-wise-woman,['overborrows'],[4]
dunsany-fifty-one-tales,['overborrows'],[1]
dunsany-five-plays,['overborrows'],[2]
dunsany-king-elflands-daughter,['unknown_borrows'],[1]
dunsany-patches-sunlight,['overborrows'],[2]
dupre-italien-dangleterre-poe,['longterm_borrows'],[1]
duranty-one-life-one,['overborrows'],[1]
duras-moderato-cantabile,['post1942_events'],[1]
early-life-thomas,['overborrows'],[1]
eastman-artists-uniform-study,['overborrows'],[1]
eastman-enjoyment-poetry,['overborrows'],[1]
eastman-liberator,['unknown_borrows'],[1]
eastman-literary-mind-place,"['overborrows', 'sunday_shopers']","[2, 1]"
eaton-famous-poison-trials,['overborrows'],[1]
eberhart-brief-return,['overborrows'],[1]
eberhart-chiffon-scarf,['overborrows'],[2]
eberhart-danger-dark,['overborrows'],[1]
eberhart-glass-slipper,['overborrows'],[5]
eberhart-white-cockatoo,['overborrows'],[3]
ede-savage-messiah,['overborrows'],[1]
edel-prefaces-henry-james,['overborrows'],[1]
edgar-henry-james-man,['unknown_borrows'],[1]
edmonds-drums-along-mohawk,['overborrows'],[1]
eight-one-act,['overborrows'],[2]
eighteenth-century,['overborrows'],[1]
einstein-world-see,['overborrows'],[1]
elinor-wylie,['sunday_shopers'],[1]
eliot-cocktail-party-comedy,"['post1942_events', 'unknown_borrows']","[2, 1]"
eliot-collected-poems-1909,"['longterm_borrows', 'overborrows', 'post1942_events', 'unknown_borrows']","[1, 1, 3, 1]"
eliot-elizabethan-essays,['overborrows'],[1]
eliot-essays-ancient-modern,['overborrows'],[1]
eliot-family-reunion,['overborrows'],[5]
eliot-lancelot-andrewes-essays,['overborrows'],[1]
eliot-mill-floss,['overborrows'],[1]
eliot-murder-cathedral,"['overborrows', 'post1942_events', 'sunday_shopers', 'unknown_borrows']","[3, 1, 1, 1]"
eliot-poems,['overborrows'],[6]
eliot-rock,['unknown_borrows'],[1]
eliot-sacred-wood-essays,"['overborrows', 'post1942_events', 'unknown_borrows']","[2, 1, 1]"
eliot-scenes-clerical-life,"['overborrows', 'sunday_shopers', 'unknown_borrows']","[1, 1, 1]"
eliot-selected-essays-1917,"['overborrows', 'unknown_borrows']","[1, 1]"
eliot-strange-gods,['overborrows'],[4]
eliot-use-poetry-use,['overborrows'],[1]
elizabeth-browning,['unknown_borrows'],[1]
ellis-analysis-sexual-impulse,"['overborrows', 'sunday_shopers']","[1, 1]"
ellis-dance-life,['overborrows'],[1]
ellis-eonism-supplementary-studies,"['overborrows', 'sunday_shopers']","[1, 1]"
ellis-erotic-symbolism-mechanism,['overborrows'],[1]
ellis-evolution-modesty-phenomena,['overborrows'],[2]
ellis-impressions-comments,['overborrows'],[1]
ellis-kanga-creek-australian,['overborrows'],[1]
ellis-little-essays-love,['overborrows'],[1]
ellis-sexual-inversion-studies,['overborrows'],[1]
ellis-soul-spain,['overborrows'],[1]
ellis-study-british-genius,['overborrows'],[1]
elson-book-musical-knowledge,"['post1942_events', 'unknown_borrows']","[1, 1]"
elton-schoolboys-exiles,['unknown_borrows'],[1]
emerson-english-traits,['overborrows'],[1]
emerson-essays,['overborrows'],[3]
emerson-representative-men-seven,['overborrows'],[2]
empson-seven-types-ambiguity,['sunday_shopers'],[1]
empson-versions-pastoral-study,['overborrows'],[2]
empty-house,['overborrows'],[2]
engelbrecht-merchants-death,['overborrows'],[1]
english-literature,['overborrows'],[1]
english-versification,['overborrows'],[2]
enters-first-person-plural,['overborrows'],[1]
epic-east,['overborrows'],[1]
epictetus-golden-sayings-epictetus,['overborrows'],[1]
epstein-sculptor-speaks,['overborrows'],[1]
erdberg-tales-modern-china,['overborrows'],[1]
ertz-julian-probert,['overborrows'],[1]
ertz-now-east-now,['overborrows'],[1]
ervine-parnell,['unknown_borrows'],[1]
essays,"['longterm_borrows', 'post1942_events']","[1, 1]"
essays-lectures,['overborrows'],[1]
eugene-jolas,['post1942_events'],[1]
euripides-ion,"['post1942_events', 'unknown_borrows']","[1, 1]"
europe,['overborrows'],[1]
evans-wasps,['overborrows'],[1]
evans-wentz-tibets-great-yogi,"['overborrows', 'unknown_borrows']","[3, 2]"
evelyn-diary-john-evelyn,['overborrows'],[1]
evening-sun,['unknown_borrows'],[1]
everyman,['overborrows'],[1]
ewing-brownies,['post1942_events'],[1]
ewing-jackanapes,['post1942_events'],[1]
exagmination-round-factification,['overborrows'],[3]
fallada-little-man-now,['overborrows'],[1]
fallas-wooden-pillow,['overborrows'],[1]
famous-plays-1932,"['overborrows', 'sunday_shopers']","[4, 1]"
famous-plays-1933,['overborrows'],[2]
famous-plays-1934,['overborrows'],[3]
famous-plays-1935-36,"['overborrows', 'unknown_borrows']","[2, 1]"
famous-plays-1938,['overborrows'],[2]
fante-wait-spring-bandini,['overborrows'],[2]
farjeon-mystery-dead-mans,['overborrows'],[1]
farrell-fellow-countrymen-collected,"['post1942_events', 'unknown_borrows']","[1, 1]"
farrell-studs-lonigan,['overborrows'],[3]
farrell-world-never-made,['overborrows'],[1]
farrell-young-manhood-studs,['overborrows'],[1]
farson-way-transgressor,['overborrows'],[3]
faulkner-13,['overborrows'],[2]
faulkner-absalom-absalom,"['overborrows', 'post1942_events']","[8, 1]"
faulkner-doctor-martino-stories,"['overborrows', 'post1942_events']","[2, 1]"
faulkner-hamlet,['post1942_events'],[2]
faulkner-lay-dying,"['overborrows', 'post1942_events']","[8, 2]"
faulkner-light-august,"['overborrows', 'post1942_events', 'unknown_borrows']","[1, 1, 1]"
faulkner-pylon,['overborrows'],[3]
faulkner-sanctuary,"['overborrows', 'post1942_events', 'unknown_borrows']","[8, 1, 1]"
faulkner-soldiers-pay,['overborrows'],[4]
faulkner-sound-fury,"['overborrows', 'unknown_borrows']","[4, 1]"
faulkner-unvanquished,['overborrows'],[1]
faulkner-wild-palms,"['overborrows', 'post1942_events', 'unknown_borrows']","[4, 1, 1]"
fausset-samuel-taylor-coleridge,['overborrows'],[1]
fausset-tennyson-modern-portrait,['overborrows'],[1]
fausset-william-cowper,['overborrows'],[1]
ferber-american-beauty,"['overborrows', 'post1942_events']","[1, 1]"
ferber-buttered-side-stories,"['overborrows', 'sunday_shopers']","[1, 1]"
ferber-cheerful-request,['overborrows'],[1]
ferber-cimarron,['overborrows'],[2]
ferber-come-get,['overborrows'],[2]
ferber-nobodys-town,"['overborrows', 'post1942_events']","[1, 1]"
ferdinand-isabella,['overborrows'],[1]
fernee-now-gentlemen-please,['overborrows'],[5]
feuchtwanger-jew-suss,['overborrows'],[1]
feuchtwanger-ugly-duchess,['overborrows'],[1]
field-heaven,"['overborrows', 'post1942_events', 'sunday_shopers']","[2, 1, 1]"
fielding-footsteps-stopped,['overborrows'],[1]
fielding-history-tom-jones,['overborrows'],[6]
fielding-jonathan-wild-journal,['overborrows'],[1]
fielding-joseph-andrews,['overborrows'],[1]
figgis-return-hero,['overborrows'],[1]
firbank-artificial-princess,['overborrows'],[1]
firbank-flower-beneath-foot,"['overborrows', 'post1942_events']","[7, 1]"
first-courier,['overborrows'],[1]
fisher-brimming-cup,['sunday_shopers'],[1]
fisher-seasoned-timber,"['overborrows', 'post1942_events']","[3, 1]"
fitzgerald-euphranor-dialogue-youth,"['overborrows', 'post1942_events']","[3, 1]"
fitzgerald-great-gatsby,['overborrows'],[4]
fitzgerald-sad-young-men,['overborrows'],[1]
fitzgerald-short-stories-f,['post1942_events'],[2]
fitzgerald-side-paradise,"['overborrows', 'unknown_borrows']","[1, 1]"
fitzgerald-tender-night,['overborrows'],[5]
fitzmaurice-kelly-life-miguel-cervantes,['overborrows'],[1]
fitzpatrick-lived-county,['overborrows'],[1]
fitzsimmons-whispering-window,['overborrows'],[2]
flandrau-saw-congo,['overborrows'],[1]
fleay-almond-blossoms,['overborrows'],[1]
flecker-collected-poems-james,['unknown_borrows'],[1]
flecker-hassan,['overborrows'],[1]
fleming-brazilian-adventure,"['overborrows', 'post1942_events', 'unknown_borrows']","[1, 1, 1]"
fleming-ones-company-journey,['overborrows'],[2]
fletcher-detective-1-case,['overborrows'],[3]
fletcher-double-chance,['overborrows'],[1]
fletcher-green-ink-stories,['overborrows'],[2]
fletcher-markenmore-mystery,['overborrows'],[1]
fletcher-murder-four-degrees,['overborrows'],[1]
fletcher-murder-wrides-park,['overborrows'],[2]
fletcher-scarhaven-keep,['overborrows'],[2]
fletcher-secret-barbican-stories,['overborrows'],[2]
flood-ireland-myths-legends,['unknown_borrows'],[1]
flood-ireland-saints-scholars,['unknown_borrows'],[1]
flying-trapeze,['overborrows'],[2]
foldes-street-fishing-cat,['overborrows'],[1]
follett-arnold-bennett,['overborrows'],[1]
fontaine,['overborrows'],[1]
ford-good-soldier,"['overborrows', 'unknown_borrows']","[1, 1]"
ford-ladies-whose-bright,['overborrows'],[3]
ford-last-post,['unknown_borrows'],[1]
ford-marsden-case-romance,['overborrows'],[1]
ford-mirror-france,"['overborrows', 'sunday_shopers']","[1, 1]"
ford-nightingale,['overborrows'],[1]
ford-return-yesterday,['overborrows'],[1]
ford-some-do-not,['overborrows'],[1]
ford-today-tomorrow,['overborrows'],[1]
forster-abinger-harvest,"['overborrows', 'post1942_events', 'unknown_borrows']","[5, 1, 1]"
forster-angels-fear-tread,['overborrows'],[2]
forster-anonymity-enquiry,['overborrows'],[1]
forster-aspects-novel,['overborrows'],[5]
forster-believe,"['post1942_events', 'unknown_borrows']","[1, 1]"
forster-englands-pleasant-land,['overborrows'],[1]
forster-eternal-moment,['overborrows'],[2]
forster-goldsworthy-lowes-dickinson,['overborrows'],[4]
forster-howards-end,"['overborrows', 'post1942_events', 'sunday_shopers', 'unknown_borrows']","[13, 1, 1, 2]"
forster-life-charles-dickens,['overborrows'],[2]
forster-longest-journey,"['overborrows', 'post1942_events']","[4, 1]"
forster-passage-india,"['overborrows', 'post1942_events', 'unknown_borrows']","[9, 1, 1]"
forster-pharos-pharillon,['overborrows'],[1]
forster-room-view,['overborrows'],[7]
forsythe-redder-rose,"['longterm_borrows', 'overborrows', 'sunday_shopers']","[1, 2, 1]"
fox-novel-people,['overborrows'],[1]
fox-ralph-fox-writer,['overborrows'],[3]
france-life-letters,['overborrows'],[1]
frank-america,['overborrows'],[2]
frank-chalk-face,['overborrows'],[1]
frank-dark-mother,['overborrows'],[2]
frank-holiday,['overborrows'],[2]
