,id,type,counts
1051,du-maurier-ill-never-young,overborrows,1
1052,du-maurier-loving-spirit,overborrows,4
1053,du-maurier-loving-spirit,post1942_events,2
1054,du-maurier-mauriers,overborrows,3
1055,du-maurier-peter-ibbetson,overborrows,1
1056,du-maurier-rebecca,overborrows,4
1057,du-maurier-trilby,overborrows,1
1058,dublin-review,unknown_borrows,1
1059,duclaux-emily-bronte,overborrows,1
1060,duclaux-short-history-france,overborrows,2
1061,duff-james-joyce-plain,overborrows,1
1062,duhamel-pasquier-chronicles,post1942_events,1
1063,duncan-life,overborrows,4
1064,duncan-life,post1942_events,1
1065,duncan-life,unknown_borrows,1
1066,dunne-experiment-time,overborrows,1
1067,dunne-experiment-time,unknown_borrows,1
1068,dunne-serial-universe,post1942_events,2
1069,dunne-serial-universe,sunday_shopers,1
1070,dunne-serial-universe,unknown_borrows,1
1071,dunsany-autobiography,overborrows,1
1072,dunsany-curse-wise-woman,overborrows,4
1073,dunsany-fifty-one-tales,overborrows,1
1074,dunsany-five-plays,overborrows,2
1075,dunsany-king-elflands-daughter,unknown_borrows,1
1076,dunsany-patches-sunlight,overborrows,2
1077,dupre-italien-dangleterre-poe,longterm_borrows,1
1078,duranty-one-life-one,overborrows,1
1079,duras-moderato-cantabile,post1942_events,1
1080,early-life-thomas,overborrows,1
1081,eastman-artists-uniform-study,overborrows,1
1082,eastman-enjoyment-poetry,overborrows,1
1083,eastman-liberator,unknown_borrows,1
1084,eastman-literary-mind-place,overborrows,2
1085,eastman-literary-mind-place,sunday_shopers,1
1086,eaton-famous-poison-trials,overborrows,1
1087,eberhart-brief-return,overborrows,1
1088,eberhart-chiffon-scarf,overborrows,2
1089,eberhart-danger-dark,overborrows,1
1090,eberhart-glass-slipper,overborrows,5
1091,eberhart-white-cockatoo,overborrows,3
1092,ede-savage-messiah,overborrows,1
1093,edel-prefaces-henry-james,overborrows,1
1094,edgar-henry-james-man,unknown_borrows,1
1095,edmonds-drums-along-mohawk,overborrows,1
1096,eight-one-act,overborrows,2
1097,eighteenth-century,overborrows,1
1098,einstein-world-see,overborrows,1
1099,elinor-wylie,sunday_shopers,1
1100,eliot-cocktail-party-comedy,post1942_events,2
1101,eliot-cocktail-party-comedy,unknown_borrows,1
1102,eliot-collected-poems-1909,longterm_borrows,1
1103,eliot-collected-poems-1909,overborrows,1
1104,eliot-collected-poems-1909,post1942_events,3
1105,eliot-collected-poems-1909,unknown_borrows,1
1106,eliot-elizabethan-essays,overborrows,1
1107,eliot-essays-ancient-modern,overborrows,1
1108,eliot-family-reunion,overborrows,5
1109,eliot-lancelot-andrewes-essays,overborrows,1
1110,eliot-mill-floss,overborrows,1
1111,eliot-murder-cathedral,overborrows,3
1112,eliot-murder-cathedral,post1942_events,1
1113,eliot-murder-cathedral,sunday_shopers,1
1114,eliot-murder-cathedral,unknown_borrows,1
1115,eliot-poems,overborrows,6
1116,eliot-rock,unknown_borrows,1
1117,eliot-sacred-wood-essays,overborrows,2
1118,eliot-sacred-wood-essays,post1942_events,1
1119,eliot-sacred-wood-essays,unknown_borrows,1
1120,eliot-scenes-clerical-life,overborrows,1
1121,eliot-scenes-clerical-life,sunday_shopers,1
1122,eliot-scenes-clerical-life,unknown_borrows,1
1123,eliot-selected-essays-1917,overborrows,1
1124,eliot-selected-essays-1917,unknown_borrows,1
1125,eliot-strange-gods,overborrows,4
1126,eliot-use-poetry-use,overborrows,1
1127,elizabeth-browning,unknown_borrows,1
1128,ellis-analysis-sexual-impulse,overborrows,1
1129,ellis-analysis-sexual-impulse,sunday_shopers,1
1130,ellis-dance-life,overborrows,1
1131,ellis-eonism-supplementary-studies,overborrows,1
1132,ellis-eonism-supplementary-studies,sunday_shopers,1
1133,ellis-erotic-symbolism-mechanism,overborrows,1
1134,ellis-evolution-modesty-phenomena,overborrows,2
1135,ellis-impressions-comments,overborrows,1
1136,ellis-kanga-creek-australian,overborrows,1
1137,ellis-little-essays-love,overborrows,1
1138,ellis-sexual-inversion-studies,overborrows,1
1139,ellis-soul-spain,overborrows,1
1140,ellis-study-british-genius,overborrows,1
1141,elson-book-musical-knowledge,post1942_events,1
1142,elson-book-musical-knowledge,unknown_borrows,1
1143,elton-schoolboys-exiles,unknown_borrows,1
1144,emerson-english-traits,overborrows,1
1145,emerson-essays,overborrows,3
1146,emerson-representative-men-seven,overborrows,2
1147,empson-seven-types-ambiguity,sunday_shopers,1
1148,empson-versions-pastoral-study,overborrows,2
1149,empty-house,overborrows,2
1150,engelbrecht-merchants-death,overborrows,1
1151,english-literature,overborrows,1
1152,english-versification,overborrows,2
1153,enters-first-person-plural,overborrows,1
1154,epic-east,overborrows,1
1155,epictetus-golden-sayings-epictetus,overborrows,1
1156,epstein-sculptor-speaks,overborrows,1
1157,erdberg-tales-modern-china,overborrows,1
1158,ertz-julian-probert,overborrows,1
1159,ertz-now-east-now,overborrows,1
1160,ervine-parnell,unknown_borrows,1
1161,essays,longterm_borrows,1
1162,essays,post1942_events,1
1163,essays-lectures,overborrows,1
1164,eugene-jolas,post1942_events,1
1165,euripides-ion,post1942_events,1
1166,euripides-ion,unknown_borrows,1
1167,europe,overborrows,1
1168,evans-wasps,overborrows,1
1169,evans-wentz-tibets-great-yogi,overborrows,3
1170,evans-wentz-tibets-great-yogi,unknown_borrows,2
1171,evelyn-diary-john-evelyn,overborrows,1
1172,evening-sun,unknown_borrows,1
1173,everyman,overborrows,1
1174,ewing-brownies,post1942_events,1
1175,ewing-jackanapes,post1942_events,1
1176,exagmination-round-factification,overborrows,3
1177,fallada-little-man-now,overborrows,1
1178,fallas-wooden-pillow,overborrows,1
1179,famous-plays-1932,overborrows,4
1180,famous-plays-1932,sunday_shopers,1
1181,famous-plays-1933,overborrows,2
1182,famous-plays-1934,overborrows,3
1183,famous-plays-1935-36,overborrows,2
1184,famous-plays-1935-36,unknown_borrows,1
1185,famous-plays-1938,overborrows,2
1186,fante-wait-spring-bandini,overborrows,2
1187,farjeon-mystery-dead-mans,overborrows,1
1188,farrell-fellow-countrymen-collected,post1942_events,1
1189,farrell-fellow-countrymen-collected,unknown_borrows,1
1190,farrell-studs-lonigan,overborrows,3
1191,farrell-world-never-made,overborrows,1
1192,farrell-young-manhood-studs,overborrows,1
1193,farson-way-transgressor,overborrows,3
1194,faulkner-13,overborrows,2
1195,faulkner-absalom-absalom,overborrows,8
1196,faulkner-absalom-absalom,post1942_events,1
1197,faulkner-doctor-martino-stories,overborrows,2
1198,faulkner-doctor-martino-stories,post1942_events,1
1199,faulkner-hamlet,post1942_events,2
1200,faulkner-lay-dying,overborrows,8
1201,faulkner-lay-dying,post1942_events,2
1202,faulkner-light-august,overborrows,1
1203,faulkner-light-august,post1942_events,1
1204,faulkner-light-august,unknown_borrows,1
1205,faulkner-pylon,overborrows,3
1206,faulkner-sanctuary,overborrows,8
1207,faulkner-sanctuary,post1942_events,1
1208,faulkner-sanctuary,unknown_borrows,1
1209,faulkner-soldiers-pay,overborrows,4
1210,faulkner-sound-fury,overborrows,4
1211,faulkner-sound-fury,unknown_borrows,1
1212,faulkner-unvanquished,overborrows,1
1213,faulkner-wild-palms,overborrows,4
1214,faulkner-wild-palms,post1942_events,1
1215,faulkner-wild-palms,unknown_borrows,1
1216,fausset-samuel-taylor-coleridge,overborrows,1
1217,fausset-tennyson-modern-portrait,overborrows,1
1218,fausset-william-cowper,overborrows,1
1219,ferber-american-beauty,overborrows,1
1220,ferber-american-beauty,post1942_events,1
1221,ferber-buttered-side-stories,overborrows,1
1222,ferber-buttered-side-stories,sunday_shopers,1
1223,ferber-cheerful-request,overborrows,1
1224,ferber-cimarron,overborrows,2
1225,ferber-come-get,overborrows,2
1226,ferber-nobodys-town,overborrows,1
1227,ferber-nobodys-town,post1942_events,1
1228,ferdinand-isabella,overborrows,1
1229,fernee-now-gentlemen-please,overborrows,5
1230,feuchtwanger-jew-suss,overborrows,1
1231,feuchtwanger-ugly-duchess,overborrows,1
1232,field-heaven,overborrows,2
1233,field-heaven,post1942_events,1
1234,field-heaven,sunday_shopers,1
1235,fielding-footsteps-stopped,overborrows,1
1236,fielding-history-tom-jones,overborrows,6
1237,fielding-jonathan-wild-journal,overborrows,1
1238,fielding-joseph-andrews,overborrows,1
1239,figgis-return-hero,overborrows,1
1240,firbank-artificial-princess,overborrows,1
1241,firbank-flower-beneath-foot,overborrows,7
1242,firbank-flower-beneath-foot,post1942_events,1
1243,first-courier,overborrows,1
1244,fisher-brimming-cup,sunday_shopers,1
1245,fisher-seasoned-timber,overborrows,3
1246,fisher-seasoned-timber,post1942_events,1
1247,fitzgerald-euphranor-dialogue-youth,overborrows,3
1248,fitzgerald-euphranor-dialogue-youth,post1942_events,1
1249,fitzgerald-great-gatsby,overborrows,4
1250,fitzgerald-sad-young-men,overborrows,1
1251,fitzgerald-short-stories-f,post1942_events,2
1252,fitzgerald-side-paradise,overborrows,1
1253,fitzgerald-side-paradise,unknown_borrows,1
1254,fitzgerald-tender-night,overborrows,5
1255,fitzmaurice-kelly-life-miguel-cervantes,overborrows,1
1256,fitzpatrick-lived-county,overborrows,1
1257,fitzsimmons-whispering-window,overborrows,2
1258,flandrau-saw-congo,overborrows,1
1259,fleay-almond-blossoms,overborrows,1
1260,flecker-collected-poems-james,unknown_borrows,1
1261,flecker-hassan,overborrows,1
1262,fleming-brazilian-adventure,overborrows,1
1263,fleming-brazilian-adventure,post1942_events,1
1264,fleming-brazilian-adventure,unknown_borrows,1
1265,fleming-ones-company-journey,overborrows,2
1266,fletcher-detective-1-case,overborrows,3
1267,fletcher-double-chance,overborrows,1
1268,fletcher-green-ink-stories,overborrows,2
1269,fletcher-markenmore-mystery,overborrows,1
1270,fletcher-murder-four-degrees,overborrows,1
1271,fletcher-murder-wrides-park,overborrows,2
1272,fletcher-scarhaven-keep,overborrows,2
1273,fletcher-secret-barbican-stories,overborrows,2
1274,flood-ireland-myths-legends,unknown_borrows,1
1275,flood-ireland-saints-scholars,unknown_borrows,1
1276,flying-trapeze,overborrows,2
1277,foldes-street-fishing-cat,overborrows,1
1278,follett-arnold-bennett,overborrows,1
1279,fontaine,overborrows,1
1280,ford-good-soldier,overborrows,1
1281,ford-good-soldier,unknown_borrows,1
1282,ford-ladies-whose-bright,overborrows,3
1283,ford-last-post,unknown_borrows,1
1284,ford-marsden-case-romance,overborrows,1
1285,ford-mirror-france,overborrows,1
1286,ford-mirror-france,sunday_shopers,1
1287,ford-nightingale,overborrows,1
1288,ford-return-yesterday,overborrows,1
1289,ford-some-do-not,overborrows,1
1290,ford-today-tomorrow,overborrows,1
1291,forster-abinger-harvest,overborrows,5
1292,forster-abinger-harvest,post1942_events,1
1293,forster-abinger-harvest,unknown_borrows,1
1294,forster-angels-fear-tread,overborrows,2
1295,forster-anonymity-enquiry,overborrows,1
1296,forster-aspects-novel,overborrows,5
1297,forster-believe,post1942_events,1
1298,forster-believe,unknown_borrows,1
1299,forster-englands-pleasant-land,overborrows,1
1300,forster-eternal-moment,overborrows,2
1301,forster-goldsworthy-lowes-dickinson,overborrows,4
1302,forster-howards-end,overborrows,13
1303,forster-howards-end,post1942_events,1
1304,forster-howards-end,sunday_shopers,1
1305,forster-howards-end,unknown_borrows,2
1306,forster-life-charles-dickens,overborrows,2
1307,forster-longest-journey,overborrows,4
1308,forster-longest-journey,post1942_events,1
1309,forster-passage-india,overborrows,9
1310,forster-passage-india,post1942_events,1
1311,forster-passage-india,unknown_borrows,1
1312,forster-pharos-pharillon,overborrows,1
1313,forster-room-view,overborrows,7
1314,forsythe-redder-rose,longterm_borrows,1
1315,forsythe-redder-rose,overborrows,2
1316,forsythe-redder-rose,sunday_shopers,1
1317,fox-novel-people,overborrows,1
1318,fox-ralph-fox-writer,overborrows,3
1319,france-life-letters,overborrows,1
1320,frank-america,overborrows,2
1321,frank-chalk-face,overborrows,1
1322,frank-dark-mother,overborrows,2
1323,frank-holiday,overborrows,2
1324,frank-new-years-eve,overborrows,1
1325,frank-new-years-eve,sunday_shopers,1
1326,frank-rahab,overborrows,4
1327,frank-rahab,sunday_shopers,1
1328,frank-virgin-spain,overborrows,1
1329,frank-virgin-spain,unknown_borrows,1
1330,frankau-dance-little-gentleman,overborrows,1
1331,frankau-dance-little-gentleman,sunday_shopers,1
1332,frankau-everywoman-novel,overborrows,2
1333,frankau-everywoman-novel,unknown_borrows,1
1334,frankau-martin-make-believe,overborrows,2
1335,frankau-three-englishmen-romance,overborrows,2
1336,franklin-poor-richards-almanac,overborrows,1
1337,frazier-golden-bough-study,overborrows,2
1338,frazier-myths-origin-fire,overborrows,1
1339,freeman-defence-dr-thorndyke,overborrows,1
1340,freeman-herman-melville,unknown_borrows,2
1341,french-revolution,overborrows,2
1342,freud,overborrows,1
1343,freud-autobiographical-study,overborrows,1
1344,freud-collected-papers,unknown_borrows,1
1345,freud-dream-psychology,overborrows,1
1346,freud-inhibitions-symptoms-anxiety,overborrows,2
1347,freud-introductory-lectures-psycho,overborrows,1
1348,freud-introductory-lectures-psycho,unknown_borrows,1
1349,freud-totem-taboo,longterm_borrows,1
1350,freud-totem-taboo,overborrows,3
1351,freund-photograph-sylvia-beach,post1942_events,1
1352,frome-mr-pinkerton-clue,overborrows,3
1353,frost-collected-poems,overborrows,1
1354,frost-collected-poems,post1942_events,1
1355,frost-collected-poems,unknown_borrows,1
1356,frost-north-boston,overborrows,1
1357,frost-selected-poems,overborrows,2
1358,froude-bunyan,overborrows,1
1359,fry-sampler-castile,overborrows,1
1360,fugitive,overborrows,1
1361,fuller-jupiter,overborrows,6
1362,gabriel-harvey,unknown_borrows,1
1363,gale-miss-lulu-bett,overborrows,1
1364,galsworthy-beyond,overborrows,3
1365,galsworthy-captures,overborrows,2
1366,galsworthy-country-house,overborrows,4
1367,galsworthy-country-house,unknown_borrows,1
1368,galsworthy-dark-flower,overborrows,2
1369,galsworthy-flowering-wilderness,overborrows,2
1370,galsworthy-flowering-wilderness,sunday_shopers,1
1371,galsworthy-forsyte-saga,overborrows,3
1372,galsworthy-forsytes-pendyces-others,overborrows,1
1373,galsworthy-let-forsyte-saga,unknown_borrows,1
1374,galsworthy-maid-waiting,overborrows,1
1375,galsworthy-man-property-forsyte,overborrows,1
1376,galsworthy-mob,overborrows,1
1377,galsworthy-saints-progress,overborrows,1
1378,galsworthy-silver-spoon,overborrows,2
1379,galsworthy-swan-song,overborrows,1
1380,galsworthy-white-monkey,overborrows,3
1381,gardiner-drink-mr-cherry,overborrows,2
1382,gardner-bigger-come,overborrows,5
1383,gardner-calls-murder,overborrows,3
1384,gardner-case-howling-dog,overborrows,2
1385,gardner-case-howling-dog,unknown_borrows,1
1386,gardner-case-lame-canary,overborrows,5
1387,gardner-case-lucky-legs,overborrows,3
1388,gardner-case-perjured-parrot,overborrows,3
1389,gardner-case-perjured-parrot,unknown_borrows,1
1390,gardner-case-shoplifters-shoe,overborrows,3
1391,gardner-case-substitute-face,overborrows,3
1392,gardner-case-velvet-claws,overborrows,2
1393,gardner-case-velvet-claws,unknown_borrows,1
1394,gardner-holds-candle,overborrows,4
1395,gardner-murder-sleeve,overborrows,2
1396,gardner-turn-heat,overborrows,2
1397,gardner-william-blake-man,overborrows,1
1398,gardner-william-blake-man,unknown_borrows,1
1399,garnett-beany-eye,overborrows,1
1400,garnett-beany-eye,unknown_borrows,1
1401,garnett-friday-nights-literary,overborrows,1
1402,garnett-go-must,overborrows,1
1403,garnett-grasshoppers-come,overborrows,1
1404,garnett-lady-fox,overborrows,7
1405,garnett-love,overborrows,2
1406,garnett-man-zoo,overborrows,3
1407,garnett-sailors-return,overborrows,1
1408,garnett-samuel-butler-family,overborrows,1
1409,gaskell-cranford,sunday_shopers,1
1410,gaskell-life-charlotte-bronte,overborrows,1
1411,gatenby-cloud-men-yamato,overborrows,1
1412,gay-beggars-opera,unknown_borrows,1
1413,gayle-murder-28-10,overborrows,5
1414,gayley-plays-forefathers-traditions,overborrows,1
1415,george-bed-roses,overborrows,1
1416,george-confession-ursula-trent-2,overborrows,2
1417,george-progress-poverty-inquiry,overborrows,1
1418,george-second-blooming,overborrows,1
1419,george-stiff-lip-novel,overborrows,1
1420,george-strangers-wedding-comedy,overborrows,2
1421,george-washington,overborrows,1
1422,georgian-poetry,overborrows,1
1423,georgian-poetry,sunday_shopers,1
1424,georgian-stories,post1942_events,1
1425,gerard-manley-hopkins,overborrows,1
1426,gerhardie-pending-heaven-novel,overborrows,1
1427,gerhardie-polyglots,overborrows,1
1428,gerhardie-polyglots,sunday_shopers,1
1429,gerhardie-wifes-least,overborrows,4
1430,geyde-fallen-bastions,overborrows,3
1431,gibbon-history-decline-fall,overborrows,2
1432,gibbon-niger-life-mungo,overborrows,1
1433,gibbons-american-romance,overborrows,2
1434,gibbons-enbury-heath,overborrows,4
1435,gibbons-enbury-heath,unknown_borrows,1
1436,gibbs-adventures-journalism,overborrows,1
1437,gibbs-blood-relations,overborrows,4
1438,gibbs-blood-relations,unknown_borrows,2
1439,gibbs-darkened-rooms,overborrows,1
1440,gibbs-middle-road,overborrows,1
1441,gibbs-ordeal-england,overborrows,2
1442,gibbs-ordeal-england,unknown_borrows,1
1443,gibbs-wounded-souls,overborrows,1
1444,gibbs-young-anarchy,overborrows,1
1445,gibbs-youth-triumphant,unknown_borrows,1
1446,gide-counterfeiters,overborrows,2
1447,gide-dostoevsky,overborrows,1
1448,gide-lafcadios-adventures,overborrows,2
1449,gide-lafcadios-adventures,post1942_events,1
1450,gide-strait-gate,overborrows,2
1451,gilbert-bab-ballads,overborrows,2
1452,gilbert-bab-ballads,post1942_events,1
1453,gilbert-james-joyces-ulysses,overborrows,3
1454,gilbert-original-plays,post1942_events,1
1455,gilligan-boundary-night,overborrows,1
1456,gilligan-boundary-night,unknown_borrows,2
1457,gilman-man-made-world,overborrows,1
1458,gilman-women-economics,unknown_borrows,1
1459,gingrich-esquire,overborrows,8
1460,gissing,overborrows,1
1461,gissing-born-exile,unknown_borrows,1
1462,gissing-demos-story-english,overborrows,1
1463,gissing-demos-story-english,unknown_borrows,1
1464,gissing-house-cobwebs,unknown_borrows,1
1465,gissing-new-grub-street,overborrows,2
1466,gissing-new-grub-street,post1942_events,1
1467,gissing-new-grub-street,unknown_borrows,1
1468,gissing-odd-women,overborrows,1
1469,gissing-private-papers-henry,unknown_borrows,1
1470,gissing-town-traveller,unknown_borrows,1
1471,gissing-victim-circumstances-stories,overborrows,1
1472,glasgow-barren-ground,overborrows,1
1473,glasgow-barren-ground,unknown_borrows,1
1474,glasgow-sheltered-life,overborrows,1
1475,glasgow-vein-iron,overborrows,2
1476,glaspell-fidelity,overborrows,1
1477,glaspell-glory-conquered-story,overborrows,1
1478,glenn-east-eden,overborrows,1
1479,glicksberg-walt-whitman-civil,overborrows,1
1480,glover-morning-pride,overborrows,1
1481,gogarty-going-sackville-street,overborrows,2
1482,gogarty-going-sackville-street,sunday_shopers,1
1483,gogarty-tumbling-hay,overborrows,2
1484,gogh-letters-vincent-van,overborrows,1
1485,gogol-dead-souls,overborrows,2
1486,gogol-dead-souls,post1942_events,1
1487,gogol-evenings-farm-near,overborrows,1
1488,gogol-evenings-farm-near,post1942_events,1
1489,gogol-evenings-farm-near,unknown_borrows,1
1490,gogol-overcoat-stories,overborrows,1
1491,gogol-overcoat-stories,post1942_events,1
1492,gogol-overcoat-stories,unknown_borrows,1
1493,golding-doomington-wanderer,overborrows,1
1494,golding-magnolia-street,overborrows,3
1495,golding-pursuer,overborrows,1
1496,goldring-nobody-knows,overborrows,1
1497,goldsmith-vicar-wakefield,overborrows,2
1498,goldsmith-vicar-wakefield,sunday_shopers,1
1499,goncharov-oblomov,overborrows,1
1500,goncharov-oblomov,post1942_events,1
1501,goncharov-oblomov,unknown_borrows,1
1502,goodman-taker,overborrows,1
1503,gordon-modern-french-painters,overborrows,2
1504,gorer-africa-dances,overborrows,2
1505,gorgolini-fascist-movement-italy,overborrows,1
1506,gorky-decadence,overborrows,1
1507,gorman-james-joyce-first,overborrows,3
1508,gorman-james-joyce-first,unknown_borrows,1
1509,gorman-scottish-queen,overborrows,1
1510,gorman-scottish-queen,post1942_events,2
1511,gorman-scottish-queen,unknown_borrows,2
1512,gorman-victorian-american-henry,overborrows,1
1513,gosse-books-table,overborrows,1
1514,gosse-books-table-2,overborrows,1
1515,gosse-coventry-patmore,unknown_borrows,1
1516,gosse-father-study-two,overborrows,2
1517,gosse-silhouettes,overborrows,1
1518,gosse-sir-thomas-browne,overborrows,1
1519,gosselin-gascon-royalist-revolutionary,overborrows,1
1520,goudge-city-bells,overborrows,1
1521,graham-crimson-hairs-erotic,overborrows,1
1522,grahame-dream-days,overborrows,1
1523,gramont-years-plenty,overborrows,1
1524,grant-winged-pharaoh,overborrows,5
1525,granville-barker-companion-shakespeare-studies,overborrows,1
1526,granville-barker-prefaces-shakespeare,overborrows,1
1527,granville-barker-prefaces-shakespeare-second,overborrows,1
1528,granville-barker-voysey-inheritance,overborrows,1
1529,granville-barker-waste-play-four,overborrows,1
1530,graves-claudius,overborrows,1
1531,graves-claudius,post1942_events,1
1532,graves-contemporary-techniques-poetry,overborrows,1
1533,graves-english-poetry-irregular,overborrows,2
1534,graves-goodbye-autobiography,overborrows,2
1535,graves-goodbye-autobiography,post1942_events,1
1536,graves-goodbye-autobiography,unknown_borrows,1
1537,graves-homers-daughter,post1942_events,1
1538,graves-homers-daughter,unknown_borrows,1
1539,graves-irish-fairy-book,overborrows,1
1540,graves-lars-porsena-future,overborrows,1
1541,graves-lars-porsena-future,unknown_borrows,1
1542,graves-lawrence-arabs,overborrows,3
1543,graves-poems,overborrows,1
1544,gray-correspondence-thomas-gray,overborrows,1
1545,great-adventure,overborrows,1
1546,great-betrayal,overborrows,1
1547,green-leavenworth-case,overborrows,2
1548,green-party-going,overborrows,1
1549,green-party-going,post1942_events,1
1550,green-reader-married,overborrows,1
1551,green-reader-married,unknown_borrows,1
1552,green-selbys,overborrows,1
1553,green-short-history-english,overborrows,4
1554,greene-battlefield,overborrows,3
1555,greene-brighton-rock,overborrows,6
1556,greene-brighton-rock,post1942_events,1
1557,greene-defence-conny-catching,overborrows,2
1558,greene-power-glory,overborrows,3
1559,greenwood-love-dole-tale,overborrows,1
1560,gregory-irish-theatre-chapter,overborrows,2
1561,gregory-irish-theatre-chapter,sunday_shopers,1
1562,gregory-new-irish-comedies,overborrows,3
1563,gregory-three-last-plays,overborrows,1
1564,gregory-three-wonder-plays,overborrows,1
1565,greig-breaking-priscians-head,unknown_borrows,1
1566,greville-sir-fulke-grevilles,overborrows,1
1567,gribble-case-marsden-rubies,overborrows,1
1568,grierson-metaphysical-lyrics-poems,unknown_borrows,1
1569,grierson-sir-walter-scott,overborrows,1
1570,grigson-new-verse,overborrows,1
1571,grylls-mary-shelley-biography,overborrows,3
1572,grylls-mary-shelley-biography,sunday_shopers,1
1573,guedalla-conquistador-american-fantasia,overborrows,1
1574,guedalla-palmerston-1784-1865,overborrows,1
1575,guedalla-queen-mr-gladstone,overborrows,1
1576,guedalla-queen-mr-gladstone,unknown_borrows,1
1577,guerber-story-english,overborrows,1
1578,guiney-letters-louise-imogen,post1942_events,1
1579,gunther-inside-asia,overborrows,1
1580,gunther-inside-europe,overborrows,2
1581,gutman-seven-years-harvest,overborrows,1
1582,h-d-collected-poems,overborrows,4
1583,h-lawrence,overborrows,1
1584,hackett-henry-eighth,overborrows,2
1585,hadow-chaucer-times,overborrows,2
1586,hadow-studies-modern-music,post1942_events,1
1587,hadow-studies-modern-music,unknown_borrows,1
1588,hafez-poems-divan,overborrows,1
1589,haldane-daedalus-science-future,unknown_borrows,1
1590,hale-stormy-night,overborrows,2
1591,hall-adams-breed,overborrows,1
1592,hall-master-house,overborrows,1
1593,hall-miss-ogilvy-finds,overborrows,1
1594,hall-sixth-beatitude,overborrows,1
1595,hall-well-loneliness,overborrows,6
1596,halsey-malice-toward,overborrows,3
1597,hammerton-george-meredith-life,overborrows,2
1598,hammett-maltese-falcon,post1942_events,1
1599,hammett-modern-tales-horror,overborrows,2
1600,hammett-thin-man,overborrows,2
1601,hampson-treatment-poverty-cambridgeshire,unknown_borrows,1
1602,hamsa-holy-mountain,overborrows,3
1603,handy-blues-anthology,unknown_borrows,1
1604,hanley-boy,post1942_events,1
1605,hanley-furys,overborrows,2
1606,hanley-secret-journey,overborrows,2
1607,hardy-collected-poems-thomas,overborrows,1
1608,hardy-collected-poems-thomas,post1942_events,1
1609,hardy-dynasts,overborrows,1
1610,hardy-dynasts,post1942_events,1
1611,hardy-dynasts,unknown_borrows,1
1612,hardy-early-life-thomas,overborrows,1
1613,hardy-famous-tragedy-queen,overborrows,1
1614,hardy-far-madding-crowd,overborrows,2
1615,hardy-group-noble-dames,overborrows,1
1616,hardy-hand-ethelberta,overborrows,1
1617,hardy-jude-obscure,overborrows,3
1618,hardy-return-native,overborrows,2
1619,hardy-tess-durbervilles,overborrows,7
1620,hardy-trumpet-major,longterm_borrows,1
1621,hardy-trumpet-major,overborrows,4
1622,hardy-two-tower,overborrows,2
1623,hardy-woodlanders,overborrows,2
1624,hare-describe-circle,overborrows,3
1625,hare-describe-circle,unknown_borrows,1
1626,hare-english-rue,overborrows,2
1627,hare-polonaise,overborrows,2
1628,hare-sketch-portrait-rimbaud,overborrows,1
1629,harrington-best-detective-stories,unknown_borrows,1
1630,harris-bernard-shaw,unknown_borrows,1
1631,harris-contemporary-portraits,overborrows,1
1632,harris-oscar-wilde-life,overborrows,3
1633,harris-oscar-wilde-life,unknown_borrows,1
1634,harris-undreamd-shores,overborrows,1
1635,harris-yellow-ticket-stories,overborrows,1
1636,harrison-asia-reborn,unknown_borrows,1
1637,harrison-elizabethan-journal,overborrows,3
1638,harrison-england-shakespeares-day,overborrows,2
1639,harrison-english-review,overborrows,1
1640,harrison-story-elizabethan-drama,overborrows,2
1641,hart-called-lady-skipper,overborrows,1
1642,hart-crane,overborrows,1
1643,hart-crooked-lane,overborrows,2
1644,hart-psychology-insanity,overborrows,1
1645,hart-writer-changing-world,overborrows,3
1646,harte-luck-roaring-camp,unknown_borrows,2
1647,hartman-harpers-magazine,overborrows,4
1648,hartman-harpers-magazine,unknown_borrows,1
1649,haskell-diaghileff-artistic-private,overborrows,1
1650,hauptmann-phantom-novel,unknown_borrows,1
1651,hawkins-memory-murder,overborrows,1
1652,hawthorne-house-seven-gables,overborrows,1
1653,hawthorne-marble-faun-transformation,overborrows,2
1654,hawthorne-mosses-old-manse,overborrows,3
1655,hawthorne-snow-image-twice,overborrows,1
1656,hawthorne-snow-image-twice,post1942_events,1
1657,hawthorne-tanglewood-tales,post1942_events,1
1658,hawthorne-wonder-book-girls,unknown_borrows,1
1659,hays-love-letters-mary,overborrows,1
1660,hayward-prose-literature-since,post1942_events,2
1661,hayward-prose-literature-since,unknown_borrows,1
1662,hazlitt-hazlitts-works,overborrows,1
1663,hazlitt-lectures-dramatic-literature,overborrows,1
1664,hazlitt-liber-amoris-new,overborrows,1
1665,hazlitt-literature-age-elizabeth,overborrows,1
1666,hearn-east-reveries-studies,post1942_events,1
1667,hearn-glimpses-unfamiliar-japan,overborrows,1
1668,hearn-glimpses-unfamiliar-japan,sunday_shopers,1
1669,hearn-glimpses-unfamiliar-japan,unknown_borrows,1
1670,hearn-japan-attempt-interpretation,unknown_borrows,1
1671,hearn-kokoro,unknown_borrows,1
1672,hecht-florentine-dagger-novel,overborrows,1
1673,hecht-gargoyles,overborrows,1
1674,hecht-thousand-one-afternoons,overborrows,1
1675,heidegger,post1942_events,1
1676,heidegger,unknown_borrows,1
1677,heiser-american-doctors-odyssey,overborrows,1
1678,hemingway-death-afternoon,overborrows,4
1679,hemingway-death-afternoon,sunday_shopers,1
1680,hemingway-farewell-arms,overborrows,2
