,id,type,counts
2085,kreymborg-second-american-caravan,overborrows,1
2086,kreymborg-troubadour-autobiography,overborrows,1
2087,krutch-edgar-allan-poe,sunday_shopers,1
2088,kunitz-living-authors-book,overborrows,1
2089,kyd-spanish-tragedy,post1942_events,1
2090,kyd-spanish-tragedy,unknown_borrows,1
2091,la-farge-sparks-fly-upward,sunday_shopers,1
2092,lafcadio-hearn,post1942_events,1
2093,lafcadio-hearn,unknown_borrows,1
2094,lagden-beginning-stories,overborrows,2
2095,lagerlof-diary-selma-lagerlof,overborrows,1
2096,lagerlof-wonderful-adventures-nils,overborrows,1
2097,laing-cadaver-gideon-wyck,overborrows,2
2098,lajpat-rai-young-india-interpretation,overborrows,1
2099,lalou-contemporary-french-literature,post1942_events,1
2100,lamartine-jean-jacques-rousseau,post1942_events,1
2101,lamartine-jean-jacques-rousseau,sunday_shopers,1
2102,lamb-essays-elia,overborrows,1
2103,lamb-genghis-khan-emperor,overborrows,2
2104,lamb-genghis-khan-emperor,unknown_borrows,1
2105,lamb-works-charles-lamb,overborrows,1
2106,lambert-listener,overborrows,1
2107,landau-god-adventure-book,overborrows,1
2108,landman-outline-history-world,overborrows,1
2109,landor-hautes-basses-classes,post1942_events,1
2110,landor-hautes-basses-classes,sunday_shopers,1
2111,landor-imaginary-conversations-poems,overborrows,1
2112,lang-animal-story-book,overborrows,1
2113,lang-yellow-fairy-book,unknown_borrows,1
2114,langdon-babylonian-epic-creation,overborrows,1
2115,langdon-davies-behind-spanish-barricades,overborrows,1
2116,lanham-sailors-dont-care,overborrows,3
2117,lanham-wind-blew-west,overborrows,3
2118,laozi-way-power,overborrows,1
2119,larbaud-lettres-andre-gide,post1942_events,1
2120,larbaud-lettres-andre-gide,sunday_shopers,1
2121,lardner-gullibles-travels-etc,unknown_borrows,1
2122,lardner-love-nest-stories,overborrows,1
2123,lardner-love-nest-stories,unknown_borrows,1
2124,lardner-write-short-stories,overborrows,1
2125,larsen-norways-best-stories,overborrows,1
2126,larsen-swedens-best-stories,overborrows,2
2127,laski-democracy-crisis,overborrows,2
2128,latimer-dead-dont-care,overborrows,1
2129,latin-dictionary,overborrows,1
2130,laughlin-new-directions-poetry,unknown_borrows,1
2131,laughlin-youre-going-paris,overborrows,1
2132,lavignac-music-musicians,unknown_borrows,1
2133,lawrence-aarons-rod,overborrows,2
2134,lawrence-apropos-lady-chatterleys,overborrows,1
2135,lawrence-birds-beasts-flowers,overborrows,1
2136,lawrence-boy-bush,overborrows,1
2137,lawrence-collected-poems-h,overborrows,3
2138,lawrence-e-lawrence-friends,overborrows,1
2139,lawrence-e-lawrence-friends,post1942_events,1
2140,lawrence-england-england-stories,overborrows,5
2141,lawrence-etruscan-places,overborrows,2
2142,lawrence-fantasia-unconscious,overborrows,1
2143,lawrence-kangaroo,overborrows,1
2144,lawrence-lady-chatterleys-lover,overborrows,1
2145,lawrence-ladybird,overborrows,3
2146,lawrence-last-poems,overborrows,1
2147,lawrence-letters-e-lawrence,overborrows,3
2148,lawrence-letters-h-lawrence,overborrows,2
2149,lawrence-lost-girl,overborrows,4
2150,lawrence-mornings-mexico,overborrows,2
2151,lawrence-oriental-assembly,post1942_events,1
2152,lawrence-oriental-assembly,unknown_borrows,1
2153,lawrence-phoenix-posthumous-papers,overborrows,3
2154,lawrence-plays,overborrows,1
2155,lawrence-plumed-serpent,overborrows,3
2156,lawrence-pornography-obscenity,overborrows,2
2157,lawrence-rainbow,overborrows,4
2158,lawrence-rainbow,post1942_events,1
2159,lawrence-rainbow,unknown_borrows,1
2160,lawrence-reflections-death-porcupine,overborrows,2
2161,lawrence-revolt-desert,overborrows,1
2162,lawrence-sea-sardinia,overborrows,3
2163,lawrence-sea-sardinia,post1942_events,1
2164,lawrence-seven-pillars-wisdom,overborrows,2
2165,lawrence-seven-pillars-wisdom,post1942_events,1
2166,lawrence-seven-pillars-wisdom,sunday_shopers,1
2167,lawrence-sons-lovers,overborrows,7
2168,lawrence-sons-lovers,unknown_borrows,1
2169,lawrence-st-mawr,overborrows,3
2170,lawrence-studies-classic-american,overborrows,1
2171,lawrence-studies-classic-american,unknown_borrows,1
2172,lawrence-trespasser,overborrows,3
2173,lawrence-virgin-gipsy,overborrows,3
2174,lawrence-wind,overborrows,3
2175,lawrence-wind,sunday_shopers,1
2176,lawrence-woman-rode-away,overborrows,1
2177,lawrence-women-love,overborrows,7
2178,lawrence-women-love,unknown_borrows,1
2179,lawrence-young,overborrows,1
2180,le-gallienne-33,overborrows,1
2181,lear-book-nonsense,overborrows,1
2182,lear-nonsense,overborrows,1
2183,leavis-determinations-critical-essays,overborrows,1
2184,leavis-fiction-reading-public,overborrows,1
2185,leavis-scrutiny-quarterly-review,sunday_shopers,1
2186,lee-handling-words-studies,overborrows,2
2187,lee-life-william-shakespeare,overborrows,1
2188,lehmann-dusty-answer,overborrows,6
2189,lehmann-folios-new-writing,post1942_events,1
2190,lehmann-invitation-waltz,overborrows,3
2191,lehmann-new-writing,overborrows,8
2192,lehmann-new-writing,unknown_borrows,2
2193,lehmann-note-music,overborrows,6
2194,lehmann-weather-streets,overborrows,4
2195,leishman-metaphysical-poets-donne,missing_events,1
2196,leishman-metaphysical-poets-donne,overborrows,1
2197,lempriere-classical-dictionary-containing,overborrows,1
2198,lenotre-guillotine-servants,overborrows,1
2199,lenotre-tribunal-terror-paris,overborrows,1
2200,leon-livingstones-novel-contemporary,overborrows,2
2201,leonard-pageant-english-prose,overborrows,1
2202,leonard-pageant-english-prose,post1942_events,1
2203,leonard-pageant-english-prose,unknown_borrows,1
2204,leroux-mystery-yellow-room,overborrows,2
2205,leslie-anglo-catholic-sequel,overborrows,1
2206,leslie-cantab,post1942_events,1
2207,letters-gertrude-bell,overborrows,2
2208,levin-toward-balzac,post1942_events,1
2209,lewin-paradis-artificiels,post1942_events,1
2210,lewin-paradis-artificiels,unknown_borrows,1
2211,lewis-ann-vickers,overborrows,5
2212,lewis-ann-vickers,sunday_shopers,1
2213,lewis-apes-god,overborrows,1
2214,lewis-arrowsmith,overborrows,3
2215,lewis-art-ruled,overborrows,2
2216,lewis-babbitt,overborrows,2
2217,lewis-babbitt,unknown_borrows,1
2218,lewis-cant-happen,overborrows,4
2219,lewis-dew-grass,overborrows,1
2220,lewis-dodsworth,overborrows,2
2221,lewis-dodsworth,sunday_shopers,1
2222,lewis-doom-youth,overborrows,1
2223,lewis-elmer-gantry,overborrows,2
2224,lewis-filibusters-barbary,overborrows,1
2225,lewis-free-air,overborrows,3
2226,lewis-lion-fox,overborrows,1
2227,lewis-main-street-story,overborrows,1
2228,lewis-main-street-story,sunday_shopers,1
2229,lewis-man-knew-coolidge,overborrows,1
2230,lewis-mantrap,overborrows,1
2231,lewis-men-without-art,overborrows,2
2232,lewis-old-gang-new,sunday_shopers,1
2233,lewis-oscar-wilde-discovers,overborrows,3
2234,lewis-paleface-philosophy-melting,overborrows,1
2235,lewis-prodigal-parents,overborrows,1
2236,lewis-tarr,overborrows,2
2237,lewis-tarr,post1942_events,1
2238,lewis-tarr,unknown_borrows,1
2239,lewis-time-western-man,overborrows,1
2240,lewis-work-art,overborrows,1
2241,lewisohn-case-mr-crump,overborrows,1
2242,lewisohn-expression-america,overborrows,1
2243,lewisohn-island-within,overborrows,1
2244,lewisohn-island-within,unknown_borrows,1
2245,lewisohn-mid-channel-american,overborrows,1
2246,lewisohn-roman-summer,overborrows,1
2247,liddell-hart-e-lawrence-liddell,overborrows,1
2248,life-oscar-wilde,overborrows,1
2249,lin-country-people,overborrows,4
2250,lin-family,overborrows,1
2251,lin-family,post1942_events,1
2252,lincoln-february-hill,overborrows,6
2253,lincoln-february-hill,post1942_events,1
2254,lindbergh-listen-wind,overborrows,1
2255,lindbergh-north-orient,overborrows,1
2256,lindsay-collected-poems,overborrows,1
2257,lindsey-companionate-marriage,overborrows,2
2258,linklater-ben-jonson-king,overborrows,3
2259,linklater-ripeness,overborrows,4
2260,llewellyn-green-valley,post1942_events,1
2261,llewellyn-green-valley,sunday_shopers,1
2262,lloyd-egypt-since-cromer,overborrows,1
2263,loaded-dice,overborrows,1
2264,locke-beloved-vagabond,overborrows,1
2265,locke-morals-marcus-ordeyne,overborrows,1
2266,locke-perella,overborrows,1
2267,loder-death-thicket,overborrows,1
2268,loder-shop-window-murders,post1942_events,1
2269,loder-shop-window-murders,unknown_borrows,1
2270,lodge-rosalynde-novel,post1942_events,1
2271,lodge-rosalynde-novel,unknown_borrows,1
2272,loeb-broom,overborrows,4
2273,loeb-broom,unknown_borrows,1
2274,lofting-story-doctor-doolittle,overborrows,1
2275,london-burning-daylight,overborrows,1
2276,london-call-wild,overborrows,1
2277,london-children-frost,overborrows,1
2278,london-daughter-snows,overborrows,1
2279,london-iron-heel,overborrows,1
2280,london-jacket,overborrows,1
2281,london-little-lady-big,overborrows,1
2282,london-martin-eden,overborrows,1
2283,london-night-born,overborrows,1
2284,london-road,overborrows,1
2285,london-strength-strong,overborrows,1
2286,london-white-fang,overborrows,1
2287,loos-gentlemen-marry-brunettes,overborrows,1
2288,loos-gentlemen-prefer-blondes,overborrows,2
2289,loos-gentlemen-prefer-blondes,sunday_shopers,1
2290,lorac-death-dykes-corner,overborrows,1
2291,louis-bromfield-awake-rehearse-selected,overborrows,1
2292,louis-bromfield-happen,overborrows,1
2293,louis-bromfield-happen,post1942_events,1
2294,louis-bromfield-rains-came,overborrows,8
2295,louis-bromfield-rains-came,post1942_events,1
2296,louis-bromfield-takes-kinds,overborrows,4
2297,louis-bromfield-today-gone-tomorrow,overborrows,1
2298,louis-bromfield-today-gone-tomorrow,unknown_borrows,1
2299,love,overborrows,1
2300,love,unknown_borrows,1
2301,loving-ten-minute-plays,overborrows,2
2302,loving-ten-minute-plays,post1942_events,1
2303,lowell-east-wind,sunday_shopers,1
2304,lowell-imagist-poets-anthology,overborrows,1
2305,lowell-legends,overborrows,1
2306,lowell-life-john-keats,overborrows,1
2307,lowell-tendencies-modern-american,overborrows,1
2308,lowell-tendencies-modern-american,unknown_borrows,1
2309,lowell-whats-oclock,overborrows,1
2310,lowes-road-xanadu,overborrows,3
2311,lowndes-bread-deceit,overborrows,1
2312,lowndes-cressida-mystery,overborrows,2
2313,lowndes-house-sea,overborrows,1
2314,lowndes-lodger,overborrows,1
2315,lowndes-studies-wives,overborrows,1
2316,lowry-ultramarine,overborrows,1
2317,lowry-ultramarine,unknown_borrows,1
2318,lubbock-craft-fiction,overborrows,1
2319,lucas-wanderer-paris,overborrows,2
2320,ludovici-woman-vindication,longterm_borrows,1
2321,ludovici-woman-vindication,overborrows,1
2322,ludwig-bismarck-trilogy-fighter,overborrows,1
2323,ludwig-genius-character,unknown_borrows,1
2324,luhan-background-intimate-memories,overborrows,1
2325,luhan-edge-taos-desert,overborrows,4
2326,luhan-european-experiences-intimate,overborrows,3
2327,luhan-lorenzo-taos,overborrows,1
2328,luhan-movers-shakers-intimate,sunday_shopers,1
2329,lumpkin-make-bread,overborrows,3
2330,lunn-things-puzzled,overborrows,1
2331,lyly-euphues-anatomy-wit,overborrows,1
2332,lyon-pomp-power,overborrows,1
2333,macartney-national-states-national,unknown_borrows,1
2334,macaulay-casual-commentary,overborrows,1
2335,macaulay-crewe-train,overborrows,3
2336,macaulay-critical-historical-essays,overborrows,1
2337,macaulay-dangerous-ages,overborrows,2
2338,macaulay-defeated,unknown_borrows,1
2339,macaulay-essay-bacon,overborrows,1
2340,macaulay-history-england-accession,unknown_borrows,1
2341,macaulay-keeping-appearances,unknown_borrows,1
2342,macaulay-mystery-geneva-improbable,overborrows,1
2343,macaulay-orphan-island,overborrows,2
2344,macaulay-orphan-island,sunday_shopers,1
2345,macaulay-prophetic-comedy,overborrows,1
2346,macaulay-prophetic-comedy,unknown_borrows,1
2347,macaulay-staying-relations,unknown_borrows,1
2348,macaulay-told-idiot,overborrows,1
2349,macaulay-views-vagabonds,overborrows,1
2350,macaulay-writings-e-forster,unknown_borrows,1
2351,maccarthy-life-letters,overborrows,11
2352,maccarthy-life-letters,post1942_events,14
2353,maccarthy-life-letters,unknown_borrows,5
2354,maccarthy-nineteenth-century-childhood,overborrows,1
2355,maccarthy-portraits,overborrows,1
2356,macdonald-harbour,post1942_events,1
2357,macdonald-harbour,unknown_borrows,1
2358,macdonald-likeness-exe,post1942_events,1
2359,macdonald-likeness-exe,unknown_borrows,1
2360,macdonald-warrant-x,overborrows,1
2361,macdonell-england-england,overborrows,1
2362,macdonell-england-england,sunday_shopers,1
2363,macdonell-shakespeare-murders,sunday_shopers,1
2364,macdonell-visit-america,overborrows,1
2365,macfall-wooings-jezebel-pettyfer,overborrows,1
2366,macgill-sid-puddiefoot,overborrows,1
2367,machen-far-things,unknown_borrows,1
2368,machen-hill-dreams,overborrows,1
2369,machen-house-souls,unknown_borrows,1
2370,machen-secret-glory,overborrows,2
2371,machen-shining-pyramid,overborrows,2
2372,machen-things-near-far,overborrows,1
2373,mackail-square-circle,overborrows,1
2374,mackenzie-altar-steps,unknown_borrows,1
2375,mackenzie-coral-sequel-carnival,overborrows,2
2376,mackenzie-early-life-adventures,overborrows,3
2377,mackenzie-east-wind-love,overborrows,1
2378,mackenzie-fairy-gold,overborrows,1
2379,mackenzie-figure-eight,overborrows,3
2380,mackenzie-figure-eight,sunday_shopers,1
2381,mackenzie-literature-time,sunday_shopers,1
2382,mackenzie-passionate-elopement,overborrows,2
2383,mackenzie-poor-relations,overborrows,3
2384,mackenzie-sinister-street,overborrows,1
2385,mackenzie-street,overborrows,1
2386,mackenzie-sylvia-michael,overborrows,3
2387,mackenzie-three-couriers,overborrows,4
2388,mackenzie-vestal-fire,overborrows,2
2389,mackenzie-water-brain,overborrows,1
2390,mackenzie-youths-encounter,overborrows,1
2391,mackworth-time-tide,overborrows,71
2392,mackworth-time-tide,unknown_borrows,7
2393,mackworth-world,overborrows,1
2394,macleish-conquistador,overborrows,3
2395,macleish-conquistador,sunday_shopers,1
2396,macleish-panic,overborrows,2
2397,macleish-poems-1924-1933,overborrows,1
2398,macleish-streets-moon,overborrows,2
2399,macmurray-clue-history,overborrows,3
2400,macneice-modern-poetry-personal,overborrows,2
2401,macneice-modern-poetry-personal,unknown_borrows,2
2402,macpherson-poems-ossian,overborrows,2
2403,macy-spirit-american-literature,overborrows,4
2404,madame-pompadour,unknown_borrows,1
2405,madame-stael,overborrows,1
2406,maeterlinck-mort,post1942_events,1
2407,maeterlinck-mort,sunday_shopers,1
2408,magee-memoir-e-george,overborrows,2
2409,maillart-forbidden-journey-peking,overborrows,2
2410,maillart-forbidden-journey-peking,post1942_events,1
2411,main,overborrows,1
2412,mairet-new-english-weekly,overborrows,2
2413,mais-books-writers,overborrows,1
2414,malinowski-crime-custom-savage,overborrows,1
2415,mallarme-house-enemy,overborrows,1
2416,malory-morte-darthur,overborrows,2
2417,manhood-apples-night,overborrows,1
2418,mann-buddenbrooks,overborrows,1
2419,mann-children-fools,overborrows,1
2420,mann-death-venice,overborrows,3
2421,mann-escape-life,overborrows,1
2422,mann-joseph-egypt,unknown_borrows,1
2423,mann-magic-mountain,overborrows,3
2424,mann-stories-three-decades,overborrows,2
2425,mann-tales-jacob,overborrows,2
2426,mann-young-joseph,overborrows,3
2427,mannin-venetian-blinds,overborrows,1
2428,mannin-women-also-dream,overborrows,3
2429,manning-mount-venus,overborrows,1
2430,mansfield-bliss-short-stories,overborrows,6
2431,mansfield-bliss-short-stories,post1942_events,1
2432,mansfield-bliss-short-stories,sunday_shopers,2
2433,mansfield-doves-nest-stories,overborrows,5
2434,mansfield-garden-party-stories,overborrows,7
2435,mansfield-garden-party-stories,sunday_shopers,1
2436,mansfield-german-pension,overborrows,1
2437,mansfield-journal-katherine-mansfield,overborrows,3
2438,mansfield-letters-katherine-mansfield,overborrows,1
2439,mansfield-novels-novelists,overborrows,4
2440,mansfield-something-childish-stories,overborrows,3
2441,mantz-life-katherine-mansfield,sunday_shopers,1
2442,marble-study-modern-novel,overborrows,4
2443,march-wild-party,overborrows,1
2444,margaret-fuller,post1942_events,1
2445,marlow-chaste-man,overborrows,1
2446,marlowe,overborrows,1
2447,marlowe-christopher-marlowe,overborrows,2
2448,marlowe-doctor-faustus,overborrows,1
2449,marquand-late-george-apley,overborrows,1
2450,marquand-late-george-apley,post1942_events,3
2451,marquand-late-george-apley,sunday_shopers,2
2452,marquand-wickford-point,overborrows,5
2453,marriott-one-act-plays-day,overborrows,3
2454,marriott-one-act-plays-day,post1942_events,1
2455,marriott-one-act-plays-day,unknown_borrows,1
2456,marrot-life-letters-john,overborrows,4
2457,marryat-children-new-forest,post1942_events,1
2458,marsh-death-bar,overborrows,1
2459,martin-emmy-lou-book,overborrows,1
2460,martin-new-statesman-nation,overborrows,72
2461,martin-new-statesman-nation,sunday_shopers,3
2462,martin-new-statesman-nation,unknown_borrows,8
2463,mary-butts,overborrows,1
2464,masefield-captain-margaret,overborrows,1
2465,masefield-eggs-baker-days,overborrows,3
2466,masefield-everlasting-mercy-widow,sunday_shopers,1
2467,masefield-hawbucks,overborrows,1
2468,masefield-sard-harker,overborrows,1
2469,masefield-square-peg,overborrows,1
2470,masefield-st-george-dragon,overborrows,1
2471,masefield-taking-gry,overborrows,1
2472,masefield-tragedy-man-plays,overborrows,1
2473,mason-courage-sale,overborrows,2
2474,massingham-friend-shelley-memoir,overborrows,1
2475,massingham-great-victorians,overborrows,2
2476,massingham-great-victorians,sunday_shopers,1
2477,masterman-death-coins,overborrows,1
2478,masterman-green-toad,overborrows,1
2479,masterman-wrong-letter,overborrows,1
2480,masters-across-spoon-river,unknown_borrows,1
2481,masters-lincoln-man,overborrows,1
2482,masters-mitch-miller,overborrows,1
2483,matthiessen-achievement-s-eliot,overborrows,1
2484,maugham-ah-king,overborrows,1
2485,maugham-ah-king,post1942_events,1
2486,maugham-ah-king,sunday_shopers,1
2487,maugham-altogether-collected-stories,overborrows,3
2488,maugham-altogether-collected-stories,post1942_events,1
2489,maugham-cakes-ale-skeleton,overborrows,4
2490,maugham-casuarina-tree,overborrows,2
2491,maugham-chinese-screen,overborrows,4
2492,maugham-christmas-holiday,overborrows,4
2493,maugham-cosmopolitans,overborrows,2
2494,maugham-don-fernando,overborrows,1
2495,maugham-gentleman-parlour,overborrows,1
2496,maugham-human-bondage,overborrows,5
2497,maugham-human-bondage,post1942_events,1
2498,maugham-liza-lambeth,overborrows,2
2499,maugham-moon-sixpence,overborrows,1
2500,maugham-narrow-corner,overborrows,2
2501,maugham-narrow-corner,sunday_shopers,1
2502,maugham-painted-veil,overborrows,2
2503,maugham-penelope-comedy-three,overborrows,1
2504,maugham-plays,overborrows,3
2505,maugham-plays,unknown_borrows,1
2506,maugham-summing,overborrows,3
2507,maugham-theatre,overborrows,6
2508,maugham-theatre,post1942_events,3
2509,maugham-theatre,sunday_shopers,1
2510,maupassant-tales-maupassant,overborrows,1
2511,maxwell-better-worse,unknown_borrows,1
2512,maxwell-case-bevan-yorke,overborrows,2
2513,maxwell-mr-wyke-bond,overborrows,1
2514,mayhall-cousin-human,post1942_events,2
2515,mayhall-cousin-human,unknown_borrows,1
2516,maynard-best-poets-english,overborrows,2
2517,mayo-mother-india,overborrows,2
2518,mcalmon-alone-lost-poems,overborrows,1
2519,mcalmon-alone-lost-poems,post1942_events,1
2520,mcalmon-distinguished-air-grim,post1942_events,1
2521,mcalmon-geniuses-together,overborrows,1
2522,mcalmon-hasty-bunch,overborrows,1
2523,mcalmon-north-america-continent,post1942_events,1
2524,mcalmon-portrait-generation,overborrows,1
2525,mccurdy-mind-leonardo-da,overborrows,1
2526,mcfee-casuals-sea,overborrows,2
2527,mckay-banjo-story-without,overborrows,4
2528,mckay-home-harlem,overborrows,3
2529,mckay-home-harlem,sunday_shopers,1
2530,mckenna-affair-honour-novel,unknown_borrows,1
2531,mckenna-due-reckoning-third,unknown_borrows,1
2532,mckenna-tomorrow-tomorrow-novel,overborrows,1
2533,mckenney-sister-eileen,overborrows,3
2534,meade-back-door,overborrows,3
2535,mechem-columbine-cabin-murders,overborrows,1
2536,meier-graefe-dostoevsky-man-work,unknown_borrows,1
2537,meier-graefe-spanish-journey,overborrows,2
2538,melville-great-french-short,overborrows,1
2539,melville-great-french-short,unknown_borrows,1
2540,melville-great-german-short,overborrows,1
2541,melville-moby-dick-whale,overborrows,9
2542,melville-moby-dick-whale,post1942_events,1
2543,melville-moby-dick-whale,unknown_borrows,1
2544,melville-omoo,overborrows,1
2545,melville-omoo,post1942_events,1
2546,melville-pierre-ambiguities,overborrows,3
2547,melville-white-jacket,post1942_events,1
2548,memorial,overborrows,2
2549,memories-reflections,overborrows,1
2550,mencken-american-language,overborrows,3
2551,mencken-american-mercury,overborrows,9
2552,mencken-prejudices-first-series,overborrows,2
2553,menninger-man,overborrows,1
2554,menninger-man,unknown_borrows,1
2555,meredith-beauchamps-career,overborrows,1
2556,meredith-diana-crossways,overborrows,4
2557,meredith-diana-crossways,unknown_borrows,2
2558,meredith-egoist,overborrows,7
2559,meredith-essay-comedy-uses,overborrows,1
2560,meredith-evan-harrington,overborrows,2
2561,meredith-lacemakers-sketches-irish,unknown_borrows,1
2562,meredith-letters-george-meredith,overborrows,1
2563,meredith-lord-ormont-aminta,overborrows,1
2564,meredith-lord-ormont-aminta,post1942_events,1
2565,meredith-one-conquerors,overborrows,1
2566,meredith-ordeal-richard-feverel,overborrows,3
2567,meredith-ordeal-richard-feverel,unknown_borrows,1
2568,meredith-vittoria,post1942_events,1
2569,meredith-vittoria,sunday_shopers,1
2570,merezhkovsky-forerunner-romance-leonardo,overborrows,2
2571,merezhkovsky-forerunner-romance-leonardo,unknown_borrows,1
2572,merrick-actor-manager,overborrows,1
2573,merrick-chair-boulevard,overborrows,1
2574,merrick-chair-boulevard,unknown_borrows,2
2575,merrick-paris-laughed-pranks,overborrows,2
2576,meyerstein-pleasure-lover,overborrows,1
2577,meynell-life-francis-thompson,overborrows,1
2578,michaud-american-novel-day,post1942_events,1
2579,michaud-roman-americain-daujourdhui,unknown_borrows,1
2580,michaux-infini-turbulent,post1942_events,1
2581,michaux-plume-precede-lointain,post1942_events,1
2582,michaux-plume-precede-lointain,unknown_borrows,1
2583,middleton-thomas-middleton,overborrows,3
2584,mikhailovich-grand-duke,overborrows,1
2585,miles-blind-men-crossing,overborrows,1
2586,mill-liberty,overborrows,1
2587,millay-harp-weaver-poems,overborrows,1
2588,millay-renascence-poems,overborrows,1
2589,millay-wayfarer,overborrows,1
2590,miller-lamb-bosom,overborrows,7
2591,miller-lamb-bosom,post1942_events,1
2592,miller-lamb-bosom,sunday_shopers,1
2593,millett-contemporary-british-literature,overborrows,1
2594,millin-coming-lord,overborrows,2
2595,millin-mary-glenn,overborrows,1
2596,millin-rhodes,unknown_borrows,1
2597,milne-four-plays,overborrows,2
2598,milne-red-house-mystery,overborrows,2
2599,milton,overborrows,1
2600,milton-miltons-poetical-works,overborrows,2
2601,milton-miltons-poetical-works,unknown_borrows,1
2602,miro-figures-passion-lord,overborrows,1
2603,mirrlees-counterplot,overborrows,1
2604,mirskij-intelligentsia-great-britain,unknown_borrows,1
2605,miscellaneous-pieces,overborrows,1
2606,mitchell-gone-wind,overborrows,8
2607,mitchell-gone-wind,sunday_shopers,1
2608,mitchison-corn-king-spring,overborrows,2
2609,mitchison-vienna-diary,overborrows,1
2610,modern-england-ii,overborrows,1
2611,modern-english-literature,unknown_borrows,1
2612,modern-greece,overborrows,1
2613,monnier-fableaux,overborrows,2
2614,monro-contemporary-poets,overborrows,3
2615,monroe-book-poems-every,overborrows,1
2616,monroe-new-poetry-anthology,overborrows,3
2617,monroe-poetry,overborrows,1
2618,monroe-poets-life,unknown_borrows,1
2619,monster,overborrows,1
2620,moore-aphrodite-aulis,overborrows,1
2621,moore-brook-kerith,overborrows,1
2622,moore-collected-poems-marianne,post1942_events,1
2623,moore-coming-gabrielle,overborrows,1
2624,moore-confessions-young-man,overborrows,2
2625,moore-conversations-ebury-street,overborrows,1
2626,moore-conversations-george-moore,overborrows,1
2627,moore-danae-aforetime-blind,overborrows,1
2628,moore-esther-waters,overborrows,4
2629,moore-esther-waters,sunday_shopers,1
2630,moore-evelyn-inness,overborrows,4
2631,moore-heloise-abelard,overborrows,1
2632,moore-lake-2,overborrows,2
2633,moore-lewis-seymour-women,overborrows,1
2634,moore-lewis-seymour-women,unknown_borrows,1
2635,moore-memoirs-dead-life,overborrows,1
2636,moore-mummers-wife,overborrows,2
2637,moore-mummers-wife,sunday_shopers,2
2638,moore-observations,overborrows,1
2639,moore-poems,overborrows,2
2640,moore-selected-poems-marianne,overborrows,4
2641,moore-selected-poems-thomas,overborrows,1
2642,moore-single-strictness,overborrows,1
2643,moore-story-tellers-holiday,overborrows,2
2644,moore-story-tellers-holiday,unknown_borrows,1
2645,moore-vale-hail-farewell,overborrows,1
2646,morand-closed-night,overborrows,1
2647,morand-open-night,overborrows,1
2648,mordell-erotic-motive-literature,overborrows,1
2649,more-utopia,overborrows,1
2650,more-utopia,post1942_events,1
2651,morgan-epitaph-george-moore,overborrows,4
2652,morgan-fountain,overborrows,7
2653,morgan-fountain,unknown_borrows,1
2654,morgan-portrait-mirror,overborrows,5
2655,morgan-sparkenbroke,overborrows,8
2656,morgan-sparkenbroke,unknown_borrows,2
2657,morley-human,overborrows,1
2658,morley-human,sunday_shopers,1
2659,morley-kitty-foyle,overborrows,2
2660,morley-kitty-foyle,post1942_events,1
2661,morley-kitty-foyle,sunday_shopers,1
2662,morley-romany-stain,overborrows,1
2663,morley-swiss-family-manhattan,overborrows,2
2664,morley-tales-rolltop-desk,overborrows,1
2665,morley-thunder-left,overborrows,1
2666,morris-early-romances-william,overborrows,1
2667,morris-rebellious-puritan-portrait,post1942_events,1
2668,morris-rebellious-puritan-portrait,unknown_borrows,1
2669,mother-goose,unknown_borrows,1
2670,mottram-english-miss,overborrows,1
2671,mottram-lame-dog,overborrows,1
2672,mottram-lame-dog,sunday_shopers,1
2673,mottram-spanish-farm-trilogy,sunday_shopers,1
2674,moult-mary-webb-life,overborrows,2
2675,mowrer-american-world,overborrows,1
2676,mowrer-journalists-wife,overborrows,6
2677,mowrer-journalists-wife,sunday_shopers,1
2678,mukerji-mother-india-answers,overborrows,2
2679,mumford-culture-cities,overborrows,1
2680,mumford-golden-day,overborrows,1
2681,munson-secession,unknown_borrows,1
2682,munthe-story-san-michele,overborrows,1
2683,murasaki-shikibu-tale-genji,post1942_events,1
2684,murder,overborrows,1
2685,murphy-modern-poet-anthology,overborrows,1
2686,murry-adelphi,unknown_borrows,1
2687,murry-discoveries-essays-literary,overborrows,1
2688,murry-life-jesus,unknown_borrows,1
2689,murry-necessity-communism,unknown_borrows,1
2690,murry-reminiscences-h-lawrence,overborrows,2
2691,murry-reminiscences-h-lawrence,sunday_shopers,1
2692,murry-two-worlds-autobiography,overborrows,2
2693,murry-two-worlds-autobiography,unknown_borrows,1
2694,murry-woman-story-h,overborrows,3
2695,mutiny,overborrows,1
2696,myers-murder-yet-come,unknown_borrows,1
2697,myers-root-flower,overborrows,3
2698,myers-root-flower,unknown_borrows,1
2699,myers-wordsworth,overborrows,2
2700,nabokov-lolita,post1942_events,1
2701,naboths-vineyard,overborrows,1
2702,nathan-portrait-jennie,overborrows,1
2703,nathan-winter-april,overborrows,3
2704,national-geographic,overborrows,4
2705,national-geographic,unknown_borrows,4
2706,new-directions-prose,post1942_events,1
2707,new-directions-prose-poetry,post1942_events,1
2708,new-masses,overborrows,6
2709,new-masses,unknown_borrows,1
2710,newitt-women-must-choose,overborrows,2
2711,newman-dead-lovers-faithful,overborrows,1
2712,newman-essay-aid-grammar,unknown_borrows,1
2713,newman-hard-boiled-virgin,overborrows,1
2714,nichols-evensong,overborrows,2
2715,nichols-evensong,sunday_shopers,1
